[{'label': 'fear', 'score': 0.9938428401947021}, {'label': 'neutral', 'score': 0.00176040839869529}, {'label': 'nervousness', 'score': 0.0009399746195413172}, {'label': 'approval', 'score': 0.0005978410481475294}, {'label': 'caring', 'score': 0.00045154811232350767}]
[{'label': 'neutral', 'score': 0.9803044199943542}, {'label': 'approval', 'score': 0.008075384423136711}, {'label': 'desire', 'score': 0.003046893049031496}, {'label': 'sadness', 'score': 0.002377370372414589}, {'label': 'annoyance', 'score': 0.0018641097703948617}]
[{'label': 'neutral', 'score': 0.9851226210594177}, {'label': 'sadness', 'score': 0.004202503710985184}, {'label': 'approval', 'score': 0.0034219298977404833}, {'label': 'annoyance', 'score': 0.0022124762181192636}, {'label': 'disappointment', 'score': 0.0009855919051915407}]
[{'label': 'neutral', 'score': 0.9866877198219299}, {'label': 'sadness', 'score': 0.003401314141228795}, {'label': 'approval', 'score': 0.002422573044896126}, {'label': 'annoyance', 'score': 0.0022026561200618744}, {'label': 'disappointment', 'score': 0.0014619901776313782}]
[{'label': 'neutral', 'score': 0.9908181428909302}, {'label': 'sadness', 'score': 0.0026838139165192842}, {'label': 'annoyance', 'score': 0.0014458027435466647}, {'label': 'approval', 'score': 0.0014359599445015192}, {'label': 'amusement', 'score': 0.000824046554043889}]
[{'label': 'neutral', 'score': 0.9792218804359436}, {'label': 'sadness', 'score': 0.008057636208832264}, {'label': 'annoyance', 'score': 0.0023404096718877554}, {'label': 'approval', 'score': 0.0023205960169434547}, {'label': 'amusement', 'score': 0.0017156009562313557}]
[{'label': 'neutral', 'score': 0.9736340641975403}, {'label': 'sadness', 'score': 0.010311327874660492}, {'label': 'annoyance', 'score': 0.003455862170085311}, {'label': 'amusement', 'score': 0.0028539455961436033}, {'label': 'approval', 'score': 0.0028276785742491484}]
[{'label': 'neutral', 'score': 0.9599282145500183}, {'label': 'sadness', 'score': 0.025091340765357018}, {'label': 'annoyance', 'score': 0.0036575202830135822}, {'label': 'approval', 'score': 0.0023555736988782883}, {'label': 'caring', 'score': 0.0018862857250496745}]
[{'label': 'neutral', 'score': 0.9701417088508606}, {'label': 'sadness', 'score': 0.01798943243920803}, {'label': 'annoyance', 'score': 0.002701252233237028}, {'label': 'approval', 'score': 0.00178165128454566}, {'label': 'disappointment', 'score': 0.001324352459050715}]
[{'label': 'neutral', 'score': 0.977196455001831}, {'label': 'sadness', 'score': 0.008106694556772709}, {'label': 'annoyance', 'score': 0.004496842157095671}, {'label': 'approval', 'score': 0.0026456930208951235}, {'label': 'caring', 'score': 0.0015745599521324039}]
[{'label': 'neutral', 'score': 0.9749036431312561}, {'label': 'sadness', 'score': 0.010056220926344395}, {'label': 'desire', 'score': 0.0036823456175625324}, {'label': 'approval', 'score': 0.002672801725566387}, {'label': 'annoyance', 'score': 0.002498507034033537}]
[{'label': 'neutral', 'score': 0.9794138073921204}, {'label': 'sadness', 'score': 0.008567298762500286}, {'label': 'annoyance', 'score': 0.002962981117889285}, {'label': 'approval', 'score': 0.002642406616359949}, {'label': 'desire', 'score': 0.0014250111998990178}]
[{'label': 'neutral', 'score': 0.9918694496154785}, {'label': 'sadness', 'score': 0.0020350217819213867}, {'label': 'annoyance', 'score': 0.0015674155438318849}, {'label': 'approval', 'score': 0.001286752987653017}, {'label': 'caring', 'score': 0.000592506374232471}]
[{'label': 'neutral', 'score': 0.9891862273216248}, {'label': 'sadness', 'score': 0.002993704052641988}, {'label': 'annoyance', 'score': 0.0020196521654725075}, {'label': 'approval', 'score': 0.0017478367080911994}, {'label': 'caring', 'score': 0.0009594669681973755}]
[{'label': 'neutral', 'score': 0.9890854954719543}, {'label': 'sadness', 'score': 0.004899429157376289}, {'label': 'annoyance', 'score': 0.0013824912020936608}, {'label': 'approval', 'score': 0.0009950795210897923}, {'label': 'disappointment', 'score': 0.0005960887647233903}]
[{'label': 'neutral', 'score': 0.9552499651908875}, {'label': 'sadness', 'score': 0.024271121248602867}, {'label': 'annoyance', 'score': 0.009230660274624825}, {'label': 'caring', 'score': 0.0017646097112447023}, {'label': 'approval', 'score': 0.001695019192993641}]
[{'label': 'neutral', 'score': 0.9812043905258179}, {'label': 'sadness', 'score': 0.00806683860719204}, {'label': 'annoyance', 'score': 0.0033714270684868097}, {'label': 'caring', 'score': 0.0011860153172165155}, {'label': 'anger', 'score': 0.0007630717591382563}]
[{'label': 'neutral', 'score': 0.968673825263977}, {'label': 'sadness', 'score': 0.019695883616805077}, {'label': 'annoyance', 'score': 0.0030111358501017094}, {'label': 'caring', 'score': 0.0015073472168296576}, {'label': 'disappointment', 'score': 0.0015049736248329282}]
[{'label': 'neutral', 'score': 0.9388949871063232}, {'label': 'sadness', 'score': 0.044011183083057404}, {'label': 'annoyance', 'score': 0.0060537890531122684}, {'label': 'disappointment', 'score': 0.003202717285603285}, {'label': 'anger', 'score': 0.0012987677473574877}]
[{'label': 'neutral', 'score': 0.9415557980537415}, {'label': 'sadness', 'score': 0.04447176679968834}, {'label': 'annoyance', 'score': 0.005334894172847271}, {'label': 'disappointment', 'score': 0.0024220270570367575}, {'label': 'approval', 'score': 0.0011820272775366902}]
[{'label': 'neutral', 'score': 0.9582824110984802}, {'label': 'sadness', 'score': 0.03192182630300522}, {'label': 'annoyance', 'score': 0.002754260553047061}, {'label': 'disappointment', 'score': 0.0017954460345208645}, {'label': 'approval', 'score': 0.0013158833608031273}]
[{'label': 'neutral', 'score': 0.9567580819129944}, {'label': 'sadness', 'score': 0.027121879160404205}, {'label': 'annoyance', 'score': 0.006303673144429922}, {'label': 'caring', 'score': 0.001799768884666264}, {'label': 'approval', 'score': 0.0016379873268306255}]
[{'label': 'neutral', 'score': 0.9176921248435974}, {'label': 'sadness', 'score': 0.059838298708200455}, {'label': 'annoyance', 'score': 0.009334682486951351}, {'label': 'caring', 'score': 0.0025080409832298756}, {'label': 'disappointment', 'score': 0.002237778389826417}]
[{'label': 'neutral', 'score': 0.930692732334137}, {'label': 'sadness', 'score': 0.04290441423654556}, {'label': 'annoyance', 'score': 0.009334255941212177}, {'label': 'caring', 'score': 0.004974450916051865}, {'label': 'disappointment', 'score': 0.003108981531113386}]
[{'label': 'neutral', 'score': 0.9058504104614258}, {'label': 'sadness', 'score': 0.05908320099115372}, {'label': 'annoyance', 'score': 0.013060850091278553}, {'label': 'caring', 'score': 0.005760313477367163}, {'label': 'approval', 'score': 0.0034170367289334536}]
[{'label': 'neutral', 'score': 0.9396507740020752}, {'label': 'sadness', 'score': 0.03053426556289196}, {'label': 'annoyance', 'score': 0.008924650959670544}, {'label': 'caring', 'score': 0.0047816867008805275}, {'label': 'approval', 'score': 0.004169376567006111}]
[{'label': 'neutral', 'score': 0.9681662917137146}, {'label': 'sadness', 'score': 0.00917456392198801}, {'label': 'approval', 'score': 0.006025169510394335}, {'label': 'desire', 'score': 0.005130058154463768}, {'label': 'annoyance', 'score': 0.004036277066916227}]
[{'label': 'neutral', 'score': 0.9477229714393616}, {'label': 'sadness', 'score': 0.028355302289128304}, {'label': 'approval', 'score': 0.007322443649172783}, {'label': 'annoyance', 'score': 0.004574411083012819}, {'label': 'caring', 'score': 0.001751942909322679}]
[{'label': 'neutral', 'score': 0.9635816216468811}, {'label': 'sadness', 'score': 0.016650410369038582}, {'label': 'approval', 'score': 0.005975763313472271}, {'label': 'annoyance', 'score': 0.004424653016030788}, {'label': 'amusement', 'score': 0.0015091613167896867}]
[{'label': 'neutral', 'score': 0.9437770843505859}, {'label': 'amusement', 'score': 0.012749893590807915}, {'label': 'annoyance', 'score': 0.011844024062156677}, {'label': 'approval', 'score': 0.010735810734331608}, {'label': 'sadness', 'score': 0.006439607590436935}]
[{'label': 'neutral', 'score': 0.9701750874519348}, {'label': 'sadness', 'score': 0.010250902734696865}, {'label': 'annoyance', 'score': 0.006096752360463142}, {'label': 'approval', 'score': 0.004638644400984049}, {'label': 'caring', 'score': 0.0014191659865900874}]
[{'label': 'neutral', 'score': 0.9391893148422241}, {'label': 'sadness', 'score': 0.03804052248597145}, {'label': 'annoyance', 'score': 0.007523287087678909}, {'label': 'approval', 'score': 0.0030734639149159193}, {'label': 'caring', 'score': 0.0025459437165409327}]
[{'label': 'neutral', 'score': 0.9340810179710388}, {'label': 'sadness', 'score': 0.04320061206817627}, {'label': 'annoyance', 'score': 0.0071641323156654835}, {'label': 'caring', 'score': 0.0031917092856019735}, {'label': 'approval', 'score': 0.0028097168542444706}]
[{'label': 'neutral', 'score': 0.6988196969032288}, {'label': 'sadness', 'score': 0.21332205832004547}, {'label': 'annoyance', 'score': 0.03640857711434364}, {'label': 'caring', 'score': 0.0184245053678751}, {'label': 'anger', 'score': 0.00924562755972147}]
[{'label': 'neutral', 'score': 0.5247701406478882}, {'label': 'sadness', 'score': 0.29124870896339417}, {'label': 'disgust', 'score': 0.060928743332624435}, {'label': 'annoyance', 'score': 0.052926257252693176}, {'label': 'anger', 'score': 0.019062494859099388}]
[{'label': 'neutral', 'score': 0.8472307324409485}, {'label': 'sadness', 'score': 0.11209233105182648}, {'label': 'disappointment', 'score': 0.013782515190541744}, {'label': 'annoyance', 'score': 0.010313072241842747}, {'label': 'anger', 'score': 0.0039682104252278805}]
[{'label': 'neutral', 'score': 0.9497566819190979}, {'label': 'sadness', 'score': 0.01938617415726185}, {'label': 'disgust', 'score': 0.00999382697045803}, {'label': 'disappointment', 'score': 0.005270118825137615}, {'label': 'annoyance', 'score': 0.005186187103390694}]
[{'label': 'sadness', 'score': 0.4866925776004791}, {'label': 'neutral', 'score': 0.47778570652008057}, {'label': 'disappointment', 'score': 0.01102682389318943}, {'label': 'annoyance', 'score': 0.0058696698397397995}, {'label': 'caring', 'score': 0.005260961130261421}]
[{'label': 'neutral', 'score': 0.9747850298881531}, {'label': 'disgust', 'score': 0.012578710913658142}, {'label': 'approval', 'score': 0.0039902920834720135}, {'label': 'annoyance', 'score': 0.0035458728671073914}, {'label': 'realization', 'score': 0.0008163206512108445}]
[{'label': 'disgust', 'score': 0.7845337986946106}, {'label': 'neutral', 'score': 0.18201109766960144}, {'label': 'annoyance', 'score': 0.010968977585434914}, {'label': 'approval', 'score': 0.007979781366884708}, {'label': 'anger', 'score': 0.0030624449718743563}]
[{'label': 'disgust', 'score': 0.7482016682624817}, {'label': 'neutral', 'score': 0.20808565616607666}, {'label': 'approval', 'score': 0.01368318498134613}, {'label': 'annoyance', 'score': 0.012994859367609024}, {'label': 'anger', 'score': 0.0030978266149759293}]
[{'label': 'neutral', 'score': 0.8032503128051758}, {'label': 'disgust', 'score': 0.1571219265460968}, {'label': 'annoyance', 'score': 0.011472697369754314}, {'label': 'approval', 'score': 0.011431512422859669}, {'label': 'disappointment', 'score': 0.002380640711635351}]
[{'label': 'neutral', 'score': 0.9760288596153259}, {'label': 'approval', 'score': 0.010877602733671665}, {'label': 'disgust', 'score': 0.004745226353406906}, {'label': 'annoyance', 'score': 0.002149771200492978}, {'label': 'desire', 'score': 0.0012834937078878284}]
[{'label': 'neutral', 'score': 0.9853687882423401}, {'label': 'approval', 'score': 0.009243151172995567}, {'label': 'desire', 'score': 0.0010158674558624625}, {'label': 'annoyance', 'score': 0.0009222787921316922}, {'label': 'optimism', 'score': 0.0007418185705319047}]
[{'label': 'neutral', 'score': 0.9755751490592957}, {'label': 'disgust', 'score': 0.008868898265063763}, {'label': 'approval', 'score': 0.007568804081529379}, {'label': 'annoyance', 'score': 0.002171617466956377}, {'label': 'disappointment', 'score': 0.0008925645961426198}]
[{'label': 'neutral', 'score': 0.9665549993515015}, {'label': 'disgust', 'score': 0.014387870207428932}, {'label': 'approval', 'score': 0.008705745451152325}, {'label': 'annoyance', 'score': 0.0025828080251812935}, {'label': 'realization', 'score': 0.0021553393453359604}]
[{'label': 'admiration', 'score': 0.2869262099266052}, {'label': 'disapproval', 'score': 0.27208590507507324}, {'label': 'neutral', 'score': 0.18361473083496094}, {'label': 'disgust', 'score': 0.14943301677703857}, {'label': 'approval', 'score': 0.05488254502415657}]
[{'label': 'admiration', 'score': 0.5880988240242004}, {'label': 'neutral', 'score': 0.17947639524936676}, {'label': 'disgust', 'score': 0.0513860359787941}, {'label': 'approval', 'score': 0.048396509140729904}, {'label': 'disapproval', 'score': 0.047336604446172714}]
[{'label': 'neutral', 'score': 0.8762814402580261}, {'label': 'admiration', 'score': 0.03802815452218056}, {'label': 'annoyance', 'score': 0.02534012869000435}, {'label': 'approval', 'score': 0.011382614262402058}, {'label': 'disgust', 'score': 0.010914050042629242}]
[{'label': 'neutral', 'score': 0.9457607269287109}, {'label': 'annoyance', 'score': 0.017119528725743294}, {'label': 'admiration', 'score': 0.012992247007787228}, {'label': 'approval', 'score': 0.004570580553263426}, {'label': 'disgust', 'score': 0.0032486908603459597}]
[{'label': 'neutral', 'score': 0.945758581161499}, {'label': 'admiration', 'score': 0.02359042502939701}, {'label': 'annoyance', 'score': 0.007017521187663078}, {'label': 'approval', 'score': 0.006104165688157082}, {'label': 'disapproval', 'score': 0.004629918839782476}]
[{'label': 'neutral', 'score': 0.8135859966278076}, {'label': 'approval', 'score': 0.056233737617731094}, {'label': 'disapproval', 'score': 0.03548625484108925}, {'label': 'admiration', 'score': 0.029151400551199913}, {'label': 'disgust', 'score': 0.023250345140695572}]
[{'label': 'neutral', 'score': 0.7592435479164124}, {'label': 'disapproval', 'score': 0.05118965357542038}, {'label': 'approval', 'score': 0.05090129375457764}, {'label': 'disgust', 'score': 0.04266167804598808}, {'label': 'admiration', 'score': 0.03810455650091171}]
[{'label': 'neutral', 'score': 0.8206923007965088}, {'label': 'disgust', 'score': 0.06678169965744019}, {'label': 'annoyance', 'score': 0.03814942389726639}, {'label': 'approval', 'score': 0.03208436816930771}, {'label': 'admiration', 'score': 0.011265460401773453}]
[{'label': 'neutral', 'score': 0.9765375852584839}, {'label': 'annoyance', 'score': 0.007926876656711102}, {'label': 'approval', 'score': 0.003906938247382641}, {'label': 'disgust', 'score': 0.0032163241412490606}, {'label': 'admiration', 'score': 0.0019878235179930925}]
[{'label': 'neutral', 'score': 0.9760870337486267}, {'label': 'approval', 'score': 0.005800677929073572}, {'label': 'disgust', 'score': 0.004655031953006983}, {'label': 'disapproval', 'score': 0.004009357187896967}, {'label': 'annoyance', 'score': 0.0031185713596642017}]
[{'label': 'neutral', 'score': 0.9100437760353088}, {'label': 'disgust', 'score': 0.04362069070339203}, {'label': 'approval', 'score': 0.018365398049354553}, {'label': 'disapproval', 'score': 0.007739846594631672}, {'label': 'annoyance', 'score': 0.005819213576614857}]
[{'label': 'neutral', 'score': 0.9048016667366028}, {'label': 'disgust', 'score': 0.045515116304159164}, {'label': 'approval', 'score': 0.019038541242480278}, {'label': 'disapproval', 'score': 0.009829784743487835}, {'label': 'annoyance', 'score': 0.005787580739706755}]
[{'label': 'neutral', 'score': 0.774941623210907}, {'label': 'disgust', 'score': 0.15500308573246002}, {'label': 'approval', 'score': 0.04202607646584511}, {'label': 'disapproval', 'score': 0.009174849838018417}, {'label': 'annoyance', 'score': 0.004445898346602917}]
[{'label': 'neutral', 'score': 0.7469692826271057}, {'label': 'disgust', 'score': 0.17982785403728485}, {'label': 'approval', 'score': 0.040281668305397034}, {'label': 'disapproval', 'score': 0.00919557549059391}, {'label': 'annoyance', 'score': 0.005795679055154324}]
[{'label': 'neutral', 'score': 0.8412028551101685}, {'label': 'disgust', 'score': 0.08988721668720245}, {'label': 'approval', 'score': 0.03388199210166931}, {'label': 'disapproval', 'score': 0.011591649614274502}, {'label': 'admiration', 'score': 0.006479018367826939}]
[{'label': 'neutral', 'score': 0.9899185299873352}, {'label': 'approval', 'score': 0.0036163916811347008}, {'label': 'admiration', 'score': 0.0025002434849739075}, {'label': 'disapproval', 'score': 0.0006784098222851753}, {'label': 'disappointment', 'score': 0.0006184026133269072}]
[{'label': 'neutral', 'score': 0.9897246360778809}, {'label': 'approval', 'score': 0.003660097485408187}, {'label': 'admiration', 'score': 0.002694148803129792}, {'label': 'disapproval', 'score': 0.0006448362837545574}, {'label': 'disappointment', 'score': 0.0005972108338028193}]
[{'label': 'neutral', 'score': 0.9821849465370178}, {'label': 'approval', 'score': 0.0034439614973962307}, {'label': 'disappointment', 'score': 0.0031415873672813177}, {'label': 'admiration', 'score': 0.0030900337733328342}, {'label': 'disapproval', 'score': 0.0020776542369276285}]
[{'label': 'neutral', 'score': 0.9852719306945801}, {'label': 'admiration', 'score': 0.0038443899247795343}, {'label': 'approval', 'score': 0.0032329040113836527}, {'label': 'disappointment', 'score': 0.0017738917376846075}, {'label': 'disapproval', 'score': 0.0015444621676579118}]
[{'label': 'neutral', 'score': 0.958428144454956}, {'label': 'admiration', 'score': 0.010046673938632011}, {'label': 'approval', 'score': 0.009035451337695122}, {'label': 'disapproval', 'score': 0.00807290617376566}, {'label': 'disappointment', 'score': 0.003384621813893318}]
[{'label': 'neutral', 'score': 0.859846830368042}, {'label': 'disgust', 'score': 0.04432372748851776}, {'label': 'anger', 'score': 0.02079603262245655}, {'label': 'annoyance', 'score': 0.01954713463783264}, {'label': 'admiration', 'score': 0.012782638892531395}]
[{'label': 'neutral', 'score': 0.7528700232505798}, {'label': 'admiration', 'score': 0.1064685732126236}, {'label': 'anger', 'score': 0.028382370248436928}, {'label': 'approval', 'score': 0.02758193202316761}, {'label': 'annoyance', 'score': 0.023797517642378807}]
[{'label': 'neutral', 'score': 0.7176110744476318}, {'label': 'admiration', 'score': 0.12896481156349182}, {'label': 'approval', 'score': 0.031197020784020424}, {'label': 'optimism', 'score': 0.023392412811517715}, {'label': 'anger', 'score': 0.022402528673410416}]
[{'label': 'neutral', 'score': 0.8313156962394714}, {'label': 'admiration', 'score': 0.05892614275217056}, {'label': 'optimism', 'score': 0.029179684817790985}, {'label': 'caring', 'score': 0.014650926925241947}, {'label': 'realization', 'score': 0.013212445192039013}]
[{'label': 'neutral', 'score': 0.8141373991966248}, {'label': 'admiration', 'score': 0.0957036092877388}, {'label': 'annoyance', 'score': 0.019417637959122658}, {'label': 'optimism', 'score': 0.015763944014906883}, {'label': 'realization', 'score': 0.013362979516386986}]
[{'label': 'neutral', 'score': 0.8760494589805603}, {'label': 'admiration', 'score': 0.039164744317531586}, {'label': 'annoyance', 'score': 0.023789754137396812}, {'label': 'realization', 'score': 0.009871005080640316}, {'label': 'optimism', 'score': 0.009628662839531898}]
[{'label': 'neutral', 'score': 0.9147154092788696}, {'label': 'annoyance', 'score': 0.014327718876302242}, {'label': 'disgust', 'score': 0.01302321907132864}, {'label': 'admiration', 'score': 0.010439479723572731}, {'label': 'realization', 'score': 0.010145108215510845}]
[{'label': 'neutral', 'score': 0.9250194430351257}, {'label': 'disgust', 'score': 0.018959512934088707}, {'label': 'disapproval', 'score': 0.011141037568449974}, {'label': 'approval', 'score': 0.01083257794380188}, {'label': 'realization', 'score': 0.008927805349230766}]
[{'label': 'neutral', 'score': 0.8655267357826233}, {'label': 'disgust', 'score': 0.0374879315495491}, {'label': 'disapproval', 'score': 0.03437713906168938}, {'label': 'approval', 'score': 0.016208287328481674}, {'label': 'admiration', 'score': 0.011198952794075012}]
[{'label': 'neutral', 'score': 0.8139041662216187}, {'label': 'admiration', 'score': 0.0509842187166214}, {'label': 'disapproval', 'score': 0.03273264691233635}, {'label': 'approval', 'score': 0.01973118633031845}, {'label': 'realization', 'score': 0.017951222136616707}]
[{'label': 'neutral', 'score': 0.589529275894165}, {'label': 'disgust', 'score': 0.08979972451925278}, {'label': 'admiration', 'score': 0.06931077688932419}, {'label': 'annoyance', 'score': 0.05260727182030678}, {'label': 'disapproval', 'score': 0.04231158271431923}]
[{'label': 'neutral', 'score': 0.48151475191116333}, {'label': 'disgust', 'score': 0.15007731318473816}, {'label': 'anger', 'score': 0.10838468372821808}, {'label': 'annoyance', 'score': 0.09615009278059006}, {'label': 'disapproval', 'score': 0.04021301493048668}]
[{'label': 'neutral', 'score': 0.4276178181171417}, {'label': 'admiration', 'score': 0.25501689314842224}, {'label': 'disgust', 'score': 0.0629575327038765}, {'label': 'disapproval', 'score': 0.053935691714286804}, {'label': 'annoyance', 'score': 0.04671110212802887}]
[{'label': 'neutral', 'score': 0.6510880589485168}, {'label': 'admiration', 'score': 0.21987363696098328}, {'label': 'caring', 'score': 0.03202814236283302}, {'label': 'approval', 'score': 0.03022851049900055}, {'label': 'optimism', 'score': 0.0177263543009758}]
[{'label': 'neutral', 'score': 0.6971675157546997}, {'label': 'admiration', 'score': 0.14282169938087463}, {'label': 'approval', 'score': 0.09961690753698349}, {'label': 'caring', 'score': 0.025455374270677567}, {'label': 'optimism', 'score': 0.013261930085718632}]
[{'label': 'neutral', 'score': 0.7950630187988281}, {'label': 'admiration', 'score': 0.1593429148197174}, {'label': 'approval', 'score': 0.01776539348065853}, {'label': 'optimism', 'score': 0.01162033062428236}, {'label': 'caring', 'score': 0.005735105834901333}]
[{'label': 'neutral', 'score': 0.8763951659202576}, {'label': 'admiration', 'score': 0.10584931075572968}, {'label': 'approval', 'score': 0.008341886103153229}, {'label': 'optimism', 'score': 0.0023890698794275522}, {'label': 'realization', 'score': 0.0011877169599756598}]
[{'label': 'neutral', 'score': 0.9815619587898254}, {'label': 'admiration', 'score': 0.011326123028993607}, {'label': 'approval', 'score': 0.002720081713050604}, {'label': 'optimism', 'score': 0.0006643423694185913}, {'label': 'caring', 'score': 0.0005236996221356094}]
[{'label': 'neutral', 'score': 0.9826280474662781}, {'label': 'admiration', 'score': 0.01045125164091587}, {'label': 'approval', 'score': 0.002743325661867857}, {'label': 'optimism', 'score': 0.0007057120092213154}, {'label': 'caring', 'score': 0.0005006042774766684}]
[{'label': 'neutral', 'score': 0.8735688924789429}, {'label': 'admiration', 'score': 0.11278282105922699}, {'label': 'approval', 'score': 0.005767283961176872}, {'label': 'optimism', 'score': 0.0023734993301331997}, {'label': 'realization', 'score': 0.0008284065406769514}]
[{'label': 'neutral', 'score': 0.651512622833252}, {'label': 'admiration', 'score': 0.3242538273334503}, {'label': 'optimism', 'score': 0.007693925406783819}, {'label': 'approval', 'score': 0.006288893986493349}, {'label': 'caring', 'score': 0.00179674057289958}]
[{'label': 'neutral', 'score': 0.6690616607666016}, {'label': 'admiration', 'score': 0.31056997179985046}, {'label': 'optimism', 'score': 0.006395443342626095}, {'label': 'approval', 'score': 0.00510571151971817}, {'label': 'gratitude', 'score': 0.001542392186820507}]
[{'label': 'neutral', 'score': 0.6833324432373047}, {'label': 'admiration', 'score': 0.29409655928611755}, {'label': 'optimism', 'score': 0.00704038655385375}, {'label': 'approval', 'score': 0.004985887091606855}, {'label': 'realization', 'score': 0.002364643383771181}]
[{'label': 'neutral', 'score': 0.8018649220466614}, {'label': 'admiration', 'score': 0.1838872879743576}, {'label': 'approval', 'score': 0.004361792467534542}, {'label': 'optimism', 'score': 0.0017052363837137818}, {'label': 'realization', 'score': 0.0016236796509474516}]
[{'label': 'neutral', 'score': 0.8185599446296692}, {'label': 'admiration', 'score': 0.1661500185728073}, {'label': 'approval', 'score': 0.004984010476619005}, {'label': 'disapproval', 'score': 0.0017564600566402078}, {'label': 'realization', 'score': 0.001737729413434863}]
[{'label': 'admiration', 'score': 0.677193820476532}, {'label': 'neutral', 'score': 0.30971938371658325}, {'label': 'approval', 'score': 0.004894836340099573}, {'label': 'optimism', 'score': 0.001242974423803389}, {'label': 'gratitude', 'score': 0.0011650023516267538}]
[{'label': 'admiration', 'score': 0.5401772260665894}, {'label': 'neutral', 'score': 0.44332924485206604}, {'label': 'approval', 'score': 0.006709656212478876}, {'label': 'optimism', 'score': 0.0017496683867648244}, {'label': 'disapproval', 'score': 0.0014091698685660958}]
[{'label': 'neutral', 'score': 0.49746280908584595}, {'label': 'admiration', 'score': 0.48388078808784485}, {'label': 'approval', 'score': 0.007976657710969448}, {'label': 'optimism', 'score': 0.002467348240315914}, {'label': 'realization', 'score': 0.0015682312659919262}]
[{'label': 'neutral', 'score': 0.7878603935241699}, {'label': 'admiration', 'score': 0.1854473501443863}, {'label': 'optimism', 'score': 0.007639788091182709}, {'label': 'approval', 'score': 0.006447162479162216}, {'label': 'realization', 'score': 0.002976437797769904}]
[{'label': 'neutral', 'score': 0.8236930966377258}, {'label': 'admiration', 'score': 0.1489536613225937}, {'label': 'optimism', 'score': 0.008082190528512001}, {'label': 'approval', 'score': 0.005917561240494251}, {'label': 'caring', 'score': 0.0030993151012808084}]
[{'label': 'neutral', 'score': 0.7221096158027649}, {'label': 'admiration', 'score': 0.25398677587509155}, {'label': 'optimism', 'score': 0.005825098138302565}, {'label': 'approval', 'score': 0.00549085158854723}, {'label': 'caring', 'score': 0.0023230586666613817}]
[{'label': 'admiration', 'score': 0.8274308443069458}, {'label': 'neutral', 'score': 0.15894293785095215}, {'label': 'approval', 'score': 0.004774660803377628}, {'label': 'optimism', 'score': 0.00240462739020586}, {'label': 'gratitude', 'score': 0.001438275445252657}]
[{'label': 'neutral', 'score': 0.7533748745918274}, {'label': 'admiration', 'score': 0.2203633338212967}, {'label': 'approval', 'score': 0.010269414633512497}, {'label': 'optimism', 'score': 0.004376922268420458}, {'label': 'realization', 'score': 0.0026247836649417877}]
[{'label': 'admiration', 'score': 0.9117761850357056}, {'label': 'neutral', 'score': 0.07702817022800446}, {'label': 'approval', 'score': 0.0029759688768535852}, {'label': 'optimism', 'score': 0.0019399721641093493}, {'label': 'gratitude', 'score': 0.0016363105969503522}]
[{'label': 'admiration', 'score': 0.9564520716667175}, {'label': 'neutral', 'score': 0.03559577837586403}, {'label': 'approval', 'score': 0.0018816225929185748}, {'label': 'gratitude', 'score': 0.0013873036950826645}, {'label': 'optimism', 'score': 0.0012984159402549267}]
[{'label': 'admiration', 'score': 0.9434161186218262}, {'label': 'neutral', 'score': 0.0479305200278759}, {'label': 'approval', 'score': 0.002139184856787324}, {'label': 'optimism', 'score': 0.00130299327429384}, {'label': 'pride', 'score': 0.0010125243570655584}]
[{'label': 'admiration', 'score': 0.8677588105201721}, {'label': 'neutral', 'score': 0.12118788808584213}, {'label': 'approval', 'score': 0.0033011597115546465}, {'label': 'optimism', 'score': 0.0017503781709820032}, {'label': 'gratitude', 'score': 0.001084199408069253}]
[{'label': 'admiration', 'score': 0.8512129187583923}, {'label': 'neutral', 'score': 0.13772064447402954}, {'label': 'approval', 'score': 0.0033403299748897552}, {'label': 'optimism', 'score': 0.0018947626231238246}, {'label': 'gratitude', 'score': 0.0012180234771221876}]
[{'label': 'admiration', 'score': 0.742315948009491}, {'label': 'neutral', 'score': 0.24224834144115448}, {'label': 'approval', 'score': 0.006492457818239927}, {'label': 'optimism', 'score': 0.0024457580875605345}, {'label': 'realization', 'score': 0.001026199315674603}]
[{'label': 'admiration', 'score': 0.8021668195724487}, {'label': 'neutral', 'score': 0.18323968350887299}, {'label': 'approval', 'score': 0.006669077556580305}, {'label': 'optimism', 'score': 0.0017547880997881293}, {'label': 'realization', 'score': 0.0013147236313670874}]
[{'label': 'admiration', 'score': 0.832826554775238}, {'label': 'neutral', 'score': 0.15345467627048492}, {'label': 'approval', 'score': 0.006546220276504755}, {'label': 'optimism', 'score': 0.0014233714900910854}, {'label': 'realization', 'score': 0.0010659658582881093}]
[{'label': 'admiration', 'score': 0.8021000027656555}, {'label': 'neutral', 'score': 0.18344779312610626}, {'label': 'approval', 'score': 0.004721870180219412}, {'label': 'realization', 'score': 0.002093950752168894}, {'label': 'optimism', 'score': 0.002027308801189065}]
[{'label': 'admiration', 'score': 0.7552037239074707}, {'label': 'neutral', 'score': 0.23071599006652832}, {'label': 'approval', 'score': 0.0045495666563510895}, {'label': 'optimism', 'score': 0.002566525712609291}, {'label': 'gratitude', 'score': 0.0013730975333601236}]
