[{'label': 'fear', 'score': 0.9769452810287476}, {'label': 'approval', 'score': 0.010637711733579636}, {'label': 'nervousness', 'score': 0.002849962329491973}, {'label': 'disapproval', 'score': 0.0018613779684528708}, {'label': 'optimism', 'score': 0.0010947523405775428}]
[{'label': 'realization', 'score': 0.8499155044555664}, {'label': 'approval', 'score': 0.07747214287519455}, {'label': 'optimism', 'score': 0.032648198306560516}, {'label': 'neutral', 'score': 0.01954122632741928}, {'label': 'surprise', 'score': 0.005480463616549969}]
[{'label': 'realization', 'score': 0.9271941184997559}, {'label': 'optimism', 'score': 0.025033505633473396}, {'label': 'approval', 'score': 0.02162044122815132}, {'label': 'neutral', 'score': 0.013697649352252483}, {'label': 'surprise', 'score': 0.0032644763123244047}]
[{'label': 'realization', 'score': 0.9908932447433472}, {'label': 'neutral', 'score': 0.003868222702294588}, {'label': 'approval', 'score': 0.0015330174937844276}, {'label': 'optimism', 'score': 0.001398953259922564}, {'label': 'surprise', 'score': 0.0008754459558986127}]
[{'label': 'realization', 'score': 0.9941005110740662}, {'label': 'neutral', 'score': 0.0026747698429971933}, {'label': 'approval', 'score': 0.0009323986014351249}, {'label': 'optimism', 'score': 0.0007302389130927622}, {'label': 'surprise', 'score': 0.0004577364306896925}]
[{'label': 'realization', 'score': 0.9938390851020813}, {'label': 'neutral', 'score': 0.002801762893795967}, {'label': 'approval', 'score': 0.0010189661988988519}, {'label': 'optimism', 'score': 0.0007684403681196272}, {'label': 'surprise', 'score': 0.0004599379899445921}]
[{'label': 'realization', 'score': 0.9950441122055054}, {'label': 'neutral', 'score': 0.002084642183035612}, {'label': 'surprise', 'score': 0.0006030244403518736}, {'label': 'approval', 'score': 0.0005401904345490038}, {'label': 'optimism', 'score': 0.0004702866717707366}]
[{'label': 'realization', 'score': 0.9951900243759155}, {'label': 'neutral', 'score': 0.0017646488267928362}, {'label': 'surprise', 'score': 0.0007176219951361418}, {'label': 'optimism', 'score': 0.0005160835571587086}, {'label': 'approval', 'score': 0.0004991308087483048}]
[{'label': 'realization', 'score': 0.9926115870475769}, {'label': 'neutral', 'score': 0.0021044136956334114}, {'label': 'approval', 'score': 0.0012015560641884804}, {'label': 'optimism', 'score': 0.0010602072579786181}, {'label': 'surprise', 'score': 0.0009194897720590234}]
[{'label': 'realization', 'score': 0.9820780158042908}, {'label': 'neutral', 'score': 0.0055620018392801285}, {'label': 'approval', 'score': 0.005360595881938934}, {'label': 'optimism', 'score': 0.0026618067640811205}, {'label': 'confusion', 'score': 0.0014903118135407567}]
[{'label': 'realization', 'score': 0.9912489652633667}, {'label': 'neutral', 'score': 0.0042459056712687016}, {'label': 'approval', 'score': 0.0009904613252729177}, {'label': 'optimism', 'score': 0.0007797214784659445}, {'label': 'confusion', 'score': 0.0007779021398164332}]
[{'label': 'realization', 'score': 0.9881652593612671}, {'label': 'neutral', 'score': 0.005874105729162693}, {'label': 'confusion', 'score': 0.0020346350502222776}, {'label': 'surprise', 'score': 0.001247689826413989}, {'label': 'approval', 'score': 0.0008438029908575118}]
[{'label': 'realization', 'score': 0.9897767305374146}, {'label': 'neutral', 'score': 0.0036277708131819963}, {'label': 'surprise', 'score': 0.0018798275850713253}, {'label': 'confusion', 'score': 0.0017821358051151037}, {'label': 'approval', 'score': 0.00105845439247787}]
[{'label': 'realization', 'score': 0.9864506721496582}, {'label': 'neutral', 'score': 0.00622974568977952}, {'label': 'surprise', 'score': 0.002498424146324396}, {'label': 'confusion', 'score': 0.0021964432671666145}, {'label': 'approval', 'score': 0.000681197561789304}]
[{'label': 'realization', 'score': 0.9800255298614502}, {'label': 'neutral', 'score': 0.00674064178019762}, {'label': 'surprise', 'score': 0.005677554290741682}, {'label': 'confusion', 'score': 0.0043629189021885395}, {'label': 'approval', 'score': 0.0006208514678291976}]
[{'label': 'realization', 'score': 0.9775640368461609}, {'label': 'surprise', 'score': 0.007618919014930725}, {'label': 'neutral', 'score': 0.0065192063339054585}, {'label': 'confusion', 'score': 0.004994222428649664}, {'label': 'approval', 'score': 0.0006051813252270222}]
[{'label': 'realization', 'score': 0.9548995494842529}, {'label': 'confusion', 'score': 0.019142908975481987}, {'label': 'neutral', 'score': 0.013394451700150967}, {'label': 'surprise', 'score': 0.0041556283831596375}, {'label': 'optimism', 'score': 0.0020516219083219767}]
[{'label': 'realization', 'score': 0.9737842679023743}, {'label': 'neutral', 'score': 0.010607115924358368}, {'label': 'confusion', 'score': 0.005964693147689104}, {'label': 'surprise', 'score': 0.003055096371099353}, {'label': 'optimism', 'score': 0.0018406070303171873}]
[{'label': 'realization', 'score': 0.8881859183311462}, {'label': 'approval', 'score': 0.04970769211649895}, {'label': 'neutral', 'score': 0.03679079934954643}, {'label': 'optimism', 'score': 0.0192558616399765}, {'label': 'surprise', 'score': 0.0007359146256931126}]
[{'label': 'realization', 'score': 0.9644652009010315}, {'label': 'neutral', 'score': 0.02672666124999523}, {'label': 'approval', 'score': 0.0037259908858686686}, {'label': 'optimism', 'score': 0.0022818921133875847}, {'label': 'surprise', 'score': 0.0008533604559488595}]
[{'label': 'realization', 'score': 0.9861445426940918}, {'label': 'neutral', 'score': 0.008575496263802052}, {'label': 'approval', 'score': 0.002009236253798008}, {'label': 'optimism', 'score': 0.0011997440597042441}, {'label': 'surprise', 'score': 0.000674766895826906}]
[{'label': 'realization', 'score': 0.9903929829597473}, {'label': 'neutral', 'score': 0.005517158191651106}, {'label': 'approval', 'score': 0.0011730793630704284}, {'label': 'optimism', 'score': 0.0009769840398803353}, {'label': 'surprise', 'score': 0.0006525998469442129}]
[{'label': 'realization', 'score': 0.9917547702789307}, {'label': 'neutral', 'score': 0.005003004334867001}, {'label': 'optimism', 'score': 0.0006903964094817638}, {'label': 'surprise', 'score': 0.0006544744246639311}, {'label': 'approval', 'score': 0.0006396413664333522}]
[{'label': 'realization', 'score': 0.9934529066085815}, {'label': 'neutral', 'score': 0.0034845410846173763}, {'label': 'surprise', 'score': 0.0006521905306726694}, {'label': 'optimism', 'score': 0.000646898231934756}, {'label': 'approval', 'score': 0.0005135994288139045}]
[{'label': 'realization', 'score': 0.9940098524093628}, {'label': 'neutral', 'score': 0.003085418837144971}, {'label': 'optimism', 'score': 0.0006747727165929973}, {'label': 'surprise', 'score': 0.0005661507602781057}, {'label': 'approval', 'score': 0.0004011310520581901}]
[{'label': 'realization', 'score': 0.9942498207092285}, {'label': 'neutral', 'score': 0.002837992738932371}, {'label': 'optimism', 'score': 0.0007121249218471348}, {'label': 'surprise', 'score': 0.0005694235442206264}, {'label': 'approval', 'score': 0.00035501556703820825}]
[{'label': 'realization', 'score': 0.993287980556488}, {'label': 'neutral', 'score': 0.003794971853494644}, {'label': 'optimism', 'score': 0.0007618885720148683}, {'label': 'surprise', 'score': 0.00048606732161715627}, {'label': 'approval', 'score': 0.00040084056672640145}]
[{'label': 'realization', 'score': 0.9917305111885071}, {'label': 'neutral', 'score': 0.005347816273570061}, {'label': 'optimism', 'score': 0.0007836828008294106}, {'label': 'approval', 'score': 0.0005229644593782723}, {'label': 'surprise', 'score': 0.00036991009255871177}]
[{'label': 'realization', 'score': 0.9908355474472046}, {'label': 'neutral', 'score': 0.006289787124842405}, {'label': 'optimism', 'score': 0.0006759112002328038}, {'label': 'approval', 'score': 0.0005920231924392283}, {'label': 'surprise', 'score': 0.00036824008566327393}]
[{'label': 'realization', 'score': 0.9910707473754883}, {'label': 'neutral', 'score': 0.0060314005240798}, {'label': 'optimism', 'score': 0.0006564860232174397}, {'label': 'approval', 'score': 0.0006087709334678948}, {'label': 'surprise', 'score': 0.00039542181184515357}]
[{'label': 'realization', 'score': 0.9925585985183716}, {'label': 'neutral', 'score': 0.004702297504991293}, {'label': 'optimism', 'score': 0.000553410907741636}, {'label': 'approval', 'score': 0.0005117853870615363}, {'label': 'surprise', 'score': 0.0004331759118940681}]
[{'label': 'realization', 'score': 0.9932953715324402}, {'label': 'neutral', 'score': 0.003889436600729823}, {'label': 'surprise', 'score': 0.0005197139689698815}, {'label': 'optimism', 'score': 0.0004865184600930661}, {'label': 'approval', 'score': 0.00041080304072238505}]
[{'label': 'realization', 'score': 0.9923938512802124}, {'label': 'neutral', 'score': 0.004663008265197277}, {'label': 'surprise', 'score': 0.0005705089424736798}, {'label': 'optimism', 'score': 0.0005284518119879067}, {'label': 'approval', 'score': 0.00041917728958651423}]
[{'label': 'realization', 'score': 0.9910388588905334}, {'label': 'neutral', 'score': 0.005801255349069834}, {'label': 'surprise', 'score': 0.0006177837494760752}, {'label': 'optimism', 'score': 0.0006058953003957868}, {'label': 'approval', 'score': 0.0004281120200175792}]
[{'label': 'realization', 'score': 0.9915661811828613}, {'label': 'neutral', 'score': 0.005083496682345867}, {'label': 'surprise', 'score': 0.0007741263252682984}, {'label': 'optimism', 'score': 0.0006190483691170812}, {'label': 'approval', 'score': 0.00040014798287302256}]
[{'label': 'realization', 'score': 0.9912694692611694}, {'label': 'neutral', 'score': 0.0056990510784089565}, {'label': 'surprise', 'score': 0.0005962837021797895}, {'label': 'optimism', 'score': 0.0005615639383904636}, {'label': 'approval', 'score': 0.00042206639773212373}]
[{'label': 'realization', 'score': 0.984053373336792}, {'label': 'neutral', 'score': 0.01257005613297224}, {'label': 'optimism', 'score': 0.0006354649667628109}, {'label': 'approval', 'score': 0.0005098430556245148}, {'label': 'surprise', 'score': 0.00040417382842861116}]
[{'label': 'realization', 'score': 0.9853649735450745}, {'label': 'neutral', 'score': 0.011187572032213211}, {'label': 'approval', 'score': 0.000797474873252213}, {'label': 'optimism', 'score': 0.0007400950416922569}, {'label': 'disappointment', 'score': 0.00038888660492375493}]
[{'label': 'realization', 'score': 0.9842696189880371}, {'label': 'neutral', 'score': 0.011735805310308933}, {'label': 'approval', 'score': 0.0009974787244573236}, {'label': 'optimism', 'score': 0.000723557488527149}, {'label': 'disappointment', 'score': 0.0006184042431414127}]
[{'label': 'realization', 'score': 0.9929274916648865}, {'label': 'neutral', 'score': 0.004455257207155228}, {'label': 'approval', 'score': 0.0005896225920878351}, {'label': 'optimism', 'score': 0.0004756291164085269}, {'label': 'surprise', 'score': 0.0002695087459869683}]
[{'label': 'realization', 'score': 0.9907355904579163}, {'label': 'neutral', 'score': 0.006533587817102671}, {'label': 'approval', 'score': 0.000580007501412183}, {'label': 'optimism', 'score': 0.0005007311701774597}, {'label': 'surprise', 'score': 0.00038880063220858574}]
[{'label': 'realization', 'score': 0.991131603717804}, {'label': 'neutral', 'score': 0.006040900945663452}, {'label': 'approval', 'score': 0.0006299357628449798}, {'label': 'optimism', 'score': 0.0005092184292152524}, {'label': 'surprise', 'score': 0.00044411831186152995}]
[{'label': 'realization', 'score': 0.9822277426719666}, {'label': 'neutral', 'score': 0.013731829822063446}, {'label': 'surprise', 'score': 0.000847730552777648}, {'label': 'optimism', 'score': 0.0007421398186124861}, {'label': 'approval', 'score': 0.0005424456321634352}]
[{'label': 'realization', 'score': 0.9719826579093933}, {'label': 'neutral', 'score': 0.02293594554066658}, {'label': 'optimism', 'score': 0.0008765568491071463}, {'label': 'surprise', 'score': 0.0008408490684814751}, {'label': 'disappointment', 'score': 0.0008332754950970411}]
[{'label': 'realization', 'score': 0.9064639806747437}, {'label': 'neutral', 'score': 0.08594775199890137}, {'label': 'optimism', 'score': 0.0020273509435355663}, {'label': 'approval', 'score': 0.0013688044855371118}, {'label': 'disappointment', 'score': 0.0012382114073261619}]
[{'label': 'realization', 'score': 0.9788153171539307}, {'label': 'neutral', 'score': 0.016730859875679016}, {'label': 'approval', 'score': 0.001127380644902587}, {'label': 'disappointment', 'score': 0.0009239456849172711}, {'label': 'optimism', 'score': 0.0007675284286960959}]
[{'label': 'realization', 'score': 0.9904787540435791}, {'label': 'neutral', 'score': 0.006306134629994631}, {'label': 'optimism', 'score': 0.0006633294397033751}, {'label': 'approval', 'score': 0.0006055936100892723}, {'label': 'disappointment', 'score': 0.0004819708992727101}]
[{'label': 'realization', 'score': 0.9928745031356812}, {'label': 'neutral', 'score': 0.004718150477856398}, {'label': 'approval', 'score': 0.00047841985360719264}, {'label': 'optimism', 'score': 0.00040771852945908904}, {'label': 'surprise', 'score': 0.0003559492470230907}]
[{'label': 'realization', 'score': 0.993370532989502}, {'label': 'neutral', 'score': 0.004182044416666031}, {'label': 'surprise', 'score': 0.00045214497367851436}, {'label': 'approval', 'score': 0.0004172260232735425}, {'label': 'optimism', 'score': 0.00034705875441432}]
[{'label': 'realization', 'score': 0.99184650182724}, {'label': 'neutral', 'score': 0.00522424653172493}, {'label': 'surprise', 'score': 0.0007024221122264862}, {'label': 'approval', 'score': 0.0005342634976841509}, {'label': 'optimism', 'score': 0.00037766413879580796}]
[{'label': 'realization', 'score': 0.986167848110199}, {'label': 'neutral', 'score': 0.010171554051339626}, {'label': 'surprise', 'score': 0.0008742755162529647}, {'label': 'approval', 'score': 0.0007748417556285858}, {'label': 'optimism', 'score': 0.0004299630527384579}]
[{'label': 'realization', 'score': 0.9615600109100342}, {'label': 'neutral', 'score': 0.03418141230940819}, {'label': 'approval', 'score': 0.0014890963211655617}, {'label': 'optimism', 'score': 0.0005211968091316521}, {'label': 'disappointment', 'score': 0.0004532269376795739}]
[{'label': 'realization', 'score': 0.9539738893508911}, {'label': 'neutral', 'score': 0.04107741266489029}, {'label': 'approval', 'score': 0.0021083687897771597}, {'label': 'optimism', 'score': 0.000638519530184567}, {'label': 'disappointment', 'score': 0.00038751994725316763}]
[{'label': 'realization', 'score': 0.9386113286018372}, {'label': 'neutral', 'score': 0.05561422184109688}, {'label': 'approval', 'score': 0.0026686256751418114}, {'label': 'optimism', 'score': 0.0006388499750755727}, {'label': 'confusion', 'score': 0.000419735093601048}]
[{'label': 'realization', 'score': 0.9134942889213562}, {'label': 'neutral', 'score': 0.07824458926916122}, {'label': 'approval', 'score': 0.003465442918241024}, {'label': 'disappointment', 'score': 0.0019247898599132895}, {'label': 'disapproval', 'score': 0.0006403413135558367}]
[{'label': 'realization', 'score': 0.9587506651878357}, {'label': 'neutral', 'score': 0.03233892470598221}, {'label': 'disappointment', 'score': 0.004154199734330177}, {'label': 'approval', 'score': 0.0018297238275408745}, {'label': 'surprise', 'score': 0.000605601177085191}]
[{'label': 'realization', 'score': 0.7982041239738464}, {'label': 'disappointment', 'score': 0.10657712072134018}, {'label': 'neutral', 'score': 0.07604069262742996}, {'label': 'approval', 'score': 0.008392558433115482}, {'label': 'sadness', 'score': 0.0033579713199287653}]
[{'label': 'realization', 'score': 0.9882035851478577}, {'label': 'neutral', 'score': 0.007009035907685757}, {'label': 'disappointment', 'score': 0.0011559887789189816}, {'label': 'surprise', 'score': 0.00106524839065969}, {'label': 'approval', 'score': 0.0008036317303776741}]
[{'label': 'neutral', 'score': 0.6960011720657349}, {'label': 'realization', 'score': 0.28993964195251465}, {'label': 'approval', 'score': 0.007288563996553421}, {'label': 'disappointment', 'score': 0.002040896797552705}, {'label': 'disapproval', 'score': 0.001414793194271624}]
[{'label': 'neutral', 'score': 0.9218940734863281}, {'label': 'realization', 'score': 0.06839369982481003}, {'label': 'approval', 'score': 0.003140537068247795}, {'label': 'disapproval', 'score': 0.002386193722486496}, {'label': 'disappointment', 'score': 0.001702973386272788}]
[{'label': 'surprise', 'score': 0.6056152582168579}, {'label': 'realization', 'score': 0.23491762578487396}, {'label': 'neutral', 'score': 0.11440134793519974}, {'label': 'embarrassment', 'score': 0.018262650817632675}, {'label': 'disappointment', 'score': 0.01164290588349104}]
[{'label': 'neutral', 'score': 0.8327234387397766}, {'label': 'realization', 'score': 0.1549854576587677}, {'label': 'approval', 'score': 0.0036386314313858747}, {'label': 'disappointment', 'score': 0.0033054829109460115}, {'label': 'disapproval', 'score': 0.002343744970858097}]
[{'label': 'realization', 'score': 0.48799484968185425}, {'label': 'neutral', 'score': 0.48212581872940063}, {'label': 'disappointment', 'score': 0.014554020948708057}, {'label': 'disapproval', 'score': 0.005255821160972118}, {'label': 'approval', 'score': 0.004340886604040861}]
[{'label': 'realization', 'score': 0.5334945321083069}, {'label': 'neutral', 'score': 0.43756935000419617}, {'label': 'disappointment', 'score': 0.014802408404648304}, {'label': 'disapproval', 'score': 0.004277531523257494}, {'label': 'confusion', 'score': 0.0025481481570750475}]
[{'label': 'realization', 'score': 0.9498708844184875}, {'label': 'neutral', 'score': 0.04144527390599251}, {'label': 'confusion', 'score': 0.003241811180487275}, {'label': 'approval', 'score': 0.0011008810251951218}, {'label': 'surprise', 'score': 0.0008682335610501468}]
[{'label': 'neutral', 'score': 0.9659491777420044}, {'label': 'disapproval', 'score': 0.015556753613054752}, {'label': 'realization', 'score': 0.009507114067673683}, {'label': 'disappointment', 'score': 0.0034693079069256783}, {'label': 'approval', 'score': 0.003400025889277458}]
[{'label': 'neutral', 'score': 0.968458890914917}, {'label': 'realization', 'score': 0.012433105148375034}, {'label': 'disapproval', 'score': 0.009938585571944714}, {'label': 'approval', 'score': 0.0058017270639538765}, {'label': 'disappointment', 'score': 0.001306335092522204}]
[{'label': 'neutral', 'score': 0.9667807817459106}, {'label': 'realization', 'score': 0.01694847270846367}, {'label': 'approval', 'score': 0.008680044673383236}, {'label': 'disapproval', 'score': 0.0048666964285075665}, {'label': 'disappointment', 'score': 0.0008638486033305526}]
[{'label': 'neutral', 'score': 0.9708418846130371}, {'label': 'realization', 'score': 0.016449101269245148}, {'label': 'approval', 'score': 0.008758997544646263}, {'label': 'disapproval', 'score': 0.0017052199691534042}, {'label': 'disappointment', 'score': 0.0008079542894847691}]
[{'label': 'realization', 'score': 0.5124480724334717}, {'label': 'neutral', 'score': 0.44113436341285706}, {'label': 'disappointment', 'score': 0.026804093271493912}, {'label': 'disapproval', 'score': 0.0073592783883214}, {'label': 'approval', 'score': 0.004043735098093748}]
[{'label': 'neutral', 'score': 0.5919559597969055}, {'label': 'realization', 'score': 0.37027251720428467}, {'label': 'disappointment', 'score': 0.016528233885765076}, {'label': 'disapproval', 'score': 0.0115244435146451}, {'label': 'approval', 'score': 0.004396098665893078}]
[{'label': 'neutral', 'score': 0.9624210596084595}, {'label': 'realization', 'score': 0.02667137235403061}, {'label': 'disapproval', 'score': 0.004514313768595457}, {'label': 'approval', 'score': 0.003449463751167059}, {'label': 'disappointment', 'score': 0.001196601428091526}]
[{'label': 'neutral', 'score': 0.9797033667564392}, {'label': 'realization', 'score': 0.011433505453169346}, {'label': 'disapproval', 'score': 0.003301924793049693}, {'label': 'approval', 'score': 0.0031782416626811028}, {'label': 'disappointment', 'score': 0.0009148749522864819}]
[{'label': 'neutral', 'score': 0.9852315187454224}, {'label': 'realization', 'score': 0.007156284525990486}, {'label': 'disapproval', 'score': 0.0030896873213350773}, {'label': 'approval', 'score': 0.0022159749642014503}, {'label': 'disappointment', 'score': 0.0008897713269107044}]
[{'label': 'neutral', 'score': 0.9840064644813538}, {'label': 'realization', 'score': 0.006329064257442951}, {'label': 'disapproval', 'score': 0.004522992298007011}, {'label': 'approval', 'score': 0.002130841137841344}, {'label': 'disappointment', 'score': 0.0014374286402016878}]
[{'label': 'neutral', 'score': 0.9928798079490662}, {'label': 'realization', 'score': 0.003186447313055396}, {'label': 'approval', 'score': 0.0016528799897059798}, {'label': 'disappointment', 'score': 0.0007381062605418265}, {'label': 'disapproval', 'score': 0.0003671259619295597}]
[{'label': 'neutral', 'score': 0.9915361404418945}, {'label': 'realization', 'score': 0.004990731831640005}, {'label': 'approval', 'score': 0.0013192746555432677}, {'label': 'disappointment', 'score': 0.0006943991756998003}, {'label': 'disapproval', 'score': 0.00033144443295896053}]
[{'label': 'neutral', 'score': 0.9940430521965027}, {'label': 'realization', 'score': 0.0031008641235530376}, {'label': 'approval', 'score': 0.0013630660250782967}, {'label': 'disappointment', 'score': 0.0003447083872742951}, {'label': 'disapproval', 'score': 0.00021499951253645122}]
[{'label': 'neutral', 'score': 0.9924526810646057}, {'label': 'realization', 'score': 0.004094160161912441}, {'label': 'approval', 'score': 0.0017491027247160673}, {'label': 'disappointment', 'score': 0.000458351249108091}, {'label': 'disapproval', 'score': 0.00021114651462994516}]
[{'label': 'neutral', 'score': 0.9893797039985657}, {'label': 'realization', 'score': 0.006446137558668852}, {'label': 'approval', 'score': 0.002138716634362936}, {'label': 'disappointment', 'score': 0.0005428528529591858}, {'label': 'disapproval', 'score': 0.0003521813778206706}]
[{'label': 'neutral', 'score': 0.990557074546814}, {'label': 'realization', 'score': 0.003633426036685705}, {'label': 'approval', 'score': 0.0034439980518072844}, {'label': 'disappointment', 'score': 0.0005967952311038971}, {'label': 'disapproval', 'score': 0.0005602275487035513}]
[{'label': 'neutral', 'score': 0.9587306976318359}, {'label': 'realization', 'score': 0.03507675603032112}, {'label': 'approval', 'score': 0.002595186000689864}, {'label': 'disappointment', 'score': 0.0013261096319183707}, {'label': 'disapproval', 'score': 0.0004931687726639211}]
[{'label': 'neutral', 'score': 0.965873122215271}, {'label': 'realization', 'score': 0.02591695822775364}, {'label': 'approval', 'score': 0.005176092963665724}, {'label': 'disappointment', 'score': 0.0009748851880431175}, {'label': 'disapproval', 'score': 0.00042006379226222634}]
[{'label': 'neutral', 'score': 0.9686304330825806}, {'label': 'realization', 'score': 0.021386602893471718}, {'label': 'approval', 'score': 0.007367493584752083}, {'label': 'disappointment', 'score': 0.0007179221720434725}, {'label': 'optimism', 'score': 0.0004414001596160233}]
[{'label': 'neutral', 'score': 0.9743584990501404}, {'label': 'realization', 'score': 0.016613634303212166}, {'label': 'approval', 'score': 0.006680048070847988}, {'label': 'disappointment', 'score': 0.0006236627814359963}, {'label': 'optimism', 'score': 0.0003241901285946369}]
[{'label': 'neutral', 'score': 0.9760807752609253}, {'label': 'realization', 'score': 0.018084844574332237}, {'label': 'approval', 'score': 0.0034500588662922382}, {'label': 'disappointment', 'score': 0.0006931134848855436}, {'label': 'optimism', 'score': 0.0003264903789386153}]
[{'label': 'neutral', 'score': 0.9745581746101379}, {'label': 'realization', 'score': 0.015755556523799896}, {'label': 'approval', 'score': 0.007491493131965399}, {'label': 'disappointment', 'score': 0.0004831670958083123}, {'label': 'disapproval', 'score': 0.00037009650259278715}]
[{'label': 'neutral', 'score': 0.9825448393821716}, {'label': 'realization', 'score': 0.008782295510172844}, {'label': 'approval', 'score': 0.006180306896567345}, {'label': 'disappointment', 'score': 0.0006492459215223789}, {'label': 'disapproval', 'score': 0.0005501874256879091}]
[{'label': 'neutral', 'score': 0.9786141514778137}, {'label': 'approval', 'score': 0.010540696792304516}, {'label': 'realization', 'score': 0.00826730765402317}, {'label': 'disappointment', 'score': 0.0006795813096687198}, {'label': 'disapproval', 'score': 0.0005891546607017517}]
[{'label': 'neutral', 'score': 0.9694069623947144}, {'label': 'approval', 'score': 0.015142000280320644}, {'label': 'realization', 'score': 0.012274469248950481}, {'label': 'disapproval', 'score': 0.0008950503543019295}, {'label': 'disappointment', 'score': 0.0007285606116056442}]
[{'label': 'neutral', 'score': 0.9730643630027771}, {'label': 'approval', 'score': 0.012166453525424004}, {'label': 'realization', 'score': 0.010344297625124454}, {'label': 'disapproval', 'score': 0.0014808514388278127}, {'label': 'disappointment', 'score': 0.0010392237454652786}]
[{'label': 'neutral', 'score': 0.9746520519256592}, {'label': 'approval', 'score': 0.013876411132514477}, {'label': 'realization', 'score': 0.006556978449225426}, {'label': 'disapproval', 'score': 0.002156623173505068}, {'label': 'disappointment', 'score': 0.0009539955644868314}]
[{'label': 'neutral', 'score': 0.9651868939399719}, {'label': 'approval', 'score': 0.018626682460308075}, {'label': 'realization', 'score': 0.009767904877662659}, {'label': 'disapproval', 'score': 0.0028403012547641993}, {'label': 'disappointment', 'score': 0.001219903351739049}]
[{'label': 'neutral', 'score': 0.967791736125946}, {'label': 'approval', 'score': 0.014317023567855358}, {'label': 'realization', 'score': 0.008972772397100925}, {'label': 'disapproval', 'score': 0.004133318085223436}, {'label': 'disappointment', 'score': 0.0016953028971329331}]
[{'label': 'neutral', 'score': 0.9034477472305298}, {'label': 'realization', 'score': 0.0853620395064354}, {'label': 'confusion', 'score': 0.004348007496446371}, {'label': 'approval', 'score': 0.002873457269743085}, {'label': 'disapproval', 'score': 0.0010115040931850672}]
[{'label': 'realization', 'score': 0.6131006479263306}, {'label': 'neutral', 'score': 0.3535516560077667}, {'label': 'confusion', 'score': 0.02001502364873886}, {'label': 'approval', 'score': 0.004025498870760202}, {'label': 'optimism', 'score': 0.002287963405251503}]
[{'label': 'realization', 'score': 0.6476040482521057}, {'label': 'neutral', 'score': 0.33536848425865173}, {'label': 'confusion', 'score': 0.008171489462256432}, {'label': 'approval', 'score': 0.0017564158188179135}, {'label': 'optimism', 'score': 0.0015383416321128607}]
[{'label': 'neutral', 'score': 0.54679936170578}, {'label': 'realization', 'score': 0.4351769983768463}, {'label': 'confusion', 'score': 0.007460202556103468}, {'label': 'optimism', 'score': 0.002319577382877469}, {'label': 'approval', 'score': 0.0016093978192657232}]
[{'label': 'neutral', 'score': 0.7876375317573547}, {'label': 'realization', 'score': 0.2018493115901947}, {'label': 'confusion', 'score': 0.003454744815826416}, {'label': 'optimism', 'score': 0.0013922515790909529}, {'label': 'approval', 'score': 0.0013905272353440523}]
[{'label': 'neutral', 'score': 0.792407214641571}, {'label': 'realization', 'score': 0.1992560774087906}, {'label': 'confusion', 'score': 0.0031594170723110437}, {'label': 'approval', 'score': 0.001214573043398559}, {'label': 'optimism', 'score': 0.0006504005868919194}]
[{'label': 'neutral', 'score': 0.9214457273483276}, {'label': 'realization', 'score': 0.07324457168579102}, {'label': 'confusion', 'score': 0.0015716056805104017}, {'label': 'approval', 'score': 0.000854749174322933}, {'label': 'disappointment', 'score': 0.0006606366368941963}]
[{'label': 'neutral', 'score': 0.9280238747596741}, {'label': 'realization', 'score': 0.06517048925161362}, {'label': 'confusion', 'score': 0.003087015822529793}, {'label': 'disappointment', 'score': 0.000740964722353965}, {'label': 'approval', 'score': 0.0006627420661970973}]
[{'label': 'neutral', 'score': 0.9326658248901367}, {'label': 'realization', 'score': 0.061080317944288254}, {'label': 'confusion', 'score': 0.0020217958372086287}, {'label': 'approval', 'score': 0.0010372449178248644}, {'label': 'disappointment', 'score': 0.0008484663558192551}]
[{'label': 'neutral', 'score': 0.7787099480628967}, {'label': 'realization', 'score': 0.19226984679698944}, {'label': 'confusion', 'score': 0.02077636308968067}, {'label': 'disapproval', 'score': 0.001748757902532816}, {'label': 'disappointment', 'score': 0.0015788235468789935}]
[{'label': 'neutral', 'score': 0.7242417931556702}, {'label': 'realization', 'score': 0.2552996277809143}, {'label': 'confusion', 'score': 0.01351876836270094}, {'label': 'approval', 'score': 0.0012311734026297927}, {'label': 'disappointment', 'score': 0.0011475079227238894}]
[{'label': 'neutral', 'score': 0.6685875058174133}, {'label': 'realization', 'score': 0.3017055094242096}, {'label': 'confusion', 'score': 0.021053176373243332}, {'label': 'disappointment', 'score': 0.0013778961729258299}, {'label': 'surprise', 'score': 0.001222715713083744}]
[{'label': 'neutral', 'score': 0.7216910719871521}, {'label': 'realization', 'score': 0.2495718151330948}, {'label': 'confusion', 'score': 0.01997063122689724}, {'label': 'surprise', 'score': 0.001501948689110577}, {'label': 'approval', 'score': 0.0011885653948411345}]
[{'label': 'neutral', 'score': 0.8597652912139893}, {'label': 'realization', 'score': 0.13212184607982635}, {'label': 'confusion', 'score': 0.0019053173018619418}, {'label': 'disappointment', 'score': 0.0012073891703039408}, {'label': 'optimism', 'score': 0.0007518347119912505}]
[{'label': 'neutral', 'score': 0.7921255230903625}, {'label': 'realization', 'score': 0.19951406121253967}, {'label': 'confusion', 'score': 0.0023946459405124187}, {'label': 'disappointment', 'score': 0.001126830349676311}, {'label': 'approval', 'score': 0.000767439603805542}]
