[{'label': 'sadness', 'score': 0.9200335144996643}, {'label': 'disappointment', 'score': 0.04467884078621864}, {'label': 'anger', 'score': 0.0121521120890975}, {'label': 'neutral', 'score': 0.010963325388729572}, {'label': 'annoyance', 'score': 0.004911137744784355}]
[{'label': 'neutral', 'score': 0.993417501449585}, {'label': 'sadness', 'score': 0.0020381074864417315}, {'label': 'fear', 'score': 0.0005653516855090857}, {'label': 'approval', 'score': 0.0005180211155675352}, {'label': 'amusement', 'score': 0.00040983883081935346}]
[{'label': 'neutral', 'score': 0.9942440390586853}, {'label': 'sadness', 'score': 0.0008324647205881774}, {'label': 'admiration', 'score': 0.0008232700638473034}, {'label': 'fear', 'score': 0.0006367164896801114}, {'label': 'amusement', 'score': 0.0005707864766009152}]
[{'label': 'neutral', 'score': 0.9934799671173096}, {'label': 'admiration', 'score': 0.0012876027030870318}, {'label': 'anger', 'score': 0.0006536566652357578}, {'label': 'sadness', 'score': 0.000598774291574955}, {'label': 'approval', 'score': 0.0005406775162555277}]
[{'label': 'neutral', 'score': 0.9935775995254517}, {'label': 'sadness', 'score': 0.0019204007694497705}, {'label': 'fear', 'score': 0.000617845100350678}, {'label': 'optimism', 'score': 0.00042579445289447904}, {'label': 'approval', 'score': 0.0004007869283668697}]
[{'label': 'neutral', 'score': 0.9925730228424072}, {'label': 'sadness', 'score': 0.0030060606077313423}, {'label': 'amusement', 'score': 0.0005361309740692377}, {'label': 'admiration', 'score': 0.0004508722631726414}, {'label': 'approval', 'score': 0.0004477840266190469}]
[{'label': 'neutral', 'score': 0.9940748810768127}, {'label': 'sadness', 'score': 0.001214094110764563}, {'label': 'amusement', 'score': 0.000903237727470696}, {'label': 'admiration', 'score': 0.0004985631676390767}, {'label': 'approval', 'score': 0.00040935727884061635}]
[{'label': 'neutral', 'score': 0.9942711591720581}, {'label': 'amusement', 'score': 0.0009323545382358134}, {'label': 'sadness', 'score': 0.0009143839706666768}, {'label': 'admiration', 'score': 0.0006146970554254949}, {'label': 'optimism', 'score': 0.0005739751504734159}]
[{'label': 'neutral', 'score': 0.9910719990730286}, {'label': 'sadness', 'score': 0.0040025594644248486}, {'label': 'fear', 'score': 0.000783766619861126}, {'label': 'approval', 'score': 0.0004209571925457567}, {'label': 'disappointment', 'score': 0.00041737285209819674}]
[{'label': 'neutral', 'score': 0.9809747934341431}, {'label': 'sadness', 'score': 0.0104832723736763}, {'label': 'fear', 'score': 0.0020000676158815622}, {'label': 'approval', 'score': 0.0011551781790331006}, {'label': 'disappointment', 'score': 0.000940904370509088}]
[{'label': 'neutral', 'score': 0.9645869731903076}, {'label': 'sadness', 'score': 0.022814206779003143}, {'label': 'disappointment', 'score': 0.00317630497738719}, {'label': 'realization', 'score': 0.0027777189388871193}, {'label': 'approval', 'score': 0.0014727788511663675}]
[{'label': 'neutral', 'score': 0.974117636680603}, {'label': 'sadness', 'score': 0.01659204065799713}, {'label': 'disappointment', 'score': 0.0029381022322922945}, {'label': 'realization', 'score': 0.001842664321884513}, {'label': 'approval', 'score': 0.0008174297399818897}]
[{'label': 'neutral', 'score': 0.9881320595741272}, {'label': 'sadness', 'score': 0.004794437438249588}, {'label': 'realization', 'score': 0.0015492120292037725}, {'label': 'approval', 'score': 0.0014099146937951446}, {'label': 'disappointment', 'score': 0.0011969084152951837}]
[{'label': 'neutral', 'score': 0.9760871529579163}, {'label': 'sadness', 'score': 0.012033816426992416}, {'label': 'realization', 'score': 0.0030113402754068375}, {'label': 'approval', 'score': 0.002619045088067651}, {'label': 'disappointment', 'score': 0.0021119965240359306}]
[{'label': 'neutral', 'score': 0.9890962243080139}, {'label': 'sadness', 'score': 0.002964068204164505}, {'label': 'fear', 'score': 0.001600737334229052}, {'label': 'approval', 'score': 0.0009607598185539246}, {'label': 'disappointment', 'score': 0.0008503819699399173}]
[{'label': 'neutral', 'score': 0.9816270470619202}, {'label': 'fear', 'score': 0.005246319342404604}, {'label': 'sadness', 'score': 0.004746738355606794}, {'label': 'disappointment', 'score': 0.0018611297709867358}, {'label': 'disgust', 'score': 0.001032874803058803}]
[{'label': 'neutral', 'score': 0.9748700857162476}, {'label': 'sadness', 'score': 0.010153110139071941}, {'label': 'fear', 'score': 0.0038449433632194996}, {'label': 'disappointment', 'score': 0.002991813002154231}, {'label': 'approval', 'score': 0.0016402258770540357}]
[{'label': 'neutral', 'score': 0.9824070930480957}, {'label': 'sadness', 'score': 0.008747330866754055}, {'label': 'disappointment', 'score': 0.0016508919652551413}, {'label': 'optimism', 'score': 0.001571065979078412}, {'label': 'fear', 'score': 0.0014278915477916598}]
[{'label': 'neutral', 'score': 0.980776846408844}, {'label': 'sadness', 'score': 0.012002824805676937}, {'label': 'disappointment', 'score': 0.0013941422803327441}, {'label': 'optimism', 'score': 0.0011808417038992047}, {'label': 'approval', 'score': 0.0008036395884118974}]
[{'label': 'neutral', 'score': 0.9905431866645813}, {'label': 'sadness', 'score': 0.004318070597946644}, {'label': 'optimism', 'score': 0.0009186901152133942}, {'label': 'disappointment', 'score': 0.0007611463079228997}, {'label': 'approval', 'score': 0.0006547130178660154}]
[{'label': 'neutral', 'score': 0.9935170412063599}, {'label': 'sadness', 'score': 0.0012808105675503612}, {'label': 'optimism', 'score': 0.0012536051217466593}, {'label': 'approval', 'score': 0.000782084884122014}, {'label': 'admiration', 'score': 0.0005754284211434424}]
[{'label': 'neutral', 'score': 0.9868512749671936}, {'label': 'realization', 'score': 0.0027326594572514296}, {'label': 'approval', 'score': 0.0025559188798069954}, {'label': 'optimism', 'score': 0.0018770708702504635}, {'label': 'sadness', 'score': 0.001787502900697291}]
[{'label': 'neutral', 'score': 0.9816556572914124}, {'label': 'realization', 'score': 0.004497018177062273}, {'label': 'sadness', 'score': 0.0026727754157036543}, {'label': 'approval', 'score': 0.0023275974672287703}, {'label': 'optimism', 'score': 0.0018753863405436277}]
[{'label': 'neutral', 'score': 0.9891372323036194}, {'label': 'anger', 'score': 0.002425115555524826}, {'label': 'optimism', 'score': 0.0012180805206298828}, {'label': 'sadness', 'score': 0.0010748851345852017}, {'label': 'approval', 'score': 0.0009516889695078135}]
[{'label': 'neutral', 'score': 0.9894598722457886}, {'label': 'anger', 'score': 0.00247849035076797}, {'label': 'optimism', 'score': 0.0013157841749489307}, {'label': 'sadness', 'score': 0.0011728501413017511}, {'label': 'approval', 'score': 0.0009493081015534699}]
[{'label': 'neutral', 'score': 0.9914385080337524}, {'label': 'optimism', 'score': 0.0017666422063484788}, {'label': 'anger', 'score': 0.0011825307738035917}, {'label': 'sadness', 'score': 0.0010632530320435762}, {'label': 'approval', 'score': 0.0008635138510726392}]
[{'label': 'neutral', 'score': 0.9909586906433105}, {'label': 'optimism', 'score': 0.0033179568126797676}, {'label': 'anger', 'score': 0.0008449738961644471}, {'label': 'approval', 'score': 0.0007943004020489752}, {'label': 'sadness', 'score': 0.0007455908344127238}]
[{'label': 'neutral', 'score': 0.9900338053703308}, {'label': 'sadness', 'score': 0.0029486871790140867}, {'label': 'optimism', 'score': 0.0020865690894424915}, {'label': 'approval', 'score': 0.0009243556996807456}, {'label': 'admiration', 'score': 0.0006279497756622732}]
[{'label': 'neutral', 'score': 0.9785588979721069}, {'label': 'sadness', 'score': 0.011999068781733513}, {'label': 'optimism', 'score': 0.0019567033741623163}, {'label': 'disappointment', 'score': 0.0013109482824802399}, {'label': 'approval', 'score': 0.00125991296954453}]
[{'label': 'neutral', 'score': 0.9638054370880127}, {'label': 'sadness', 'score': 0.023839088156819344}, {'label': 'disappointment', 'score': 0.0034101989585906267}, {'label': 'optimism', 'score': 0.0014318592147901654}, {'label': 'approval', 'score': 0.0010946992551907897}]
[{'label': 'neutral', 'score': 0.9837781190872192}, {'label': 'sadness', 'score': 0.006434911862015724}, {'label': 'optimism', 'score': 0.0016640977701172233}, {'label': 'disappointment', 'score': 0.0016207380685955286}, {'label': 'approval', 'score': 0.001175816752947867}]
[{'label': 'neutral', 'score': 0.9788137674331665}, {'label': 'sadness', 'score': 0.005807921756058931}, {'label': 'optimism', 'score': 0.003351172897964716}, {'label': 'approval', 'score': 0.0020586305763572454}, {'label': 'realization', 'score': 0.0019305681344121695}]
[{'label': 'neutral', 'score': 0.9639650583267212}, {'label': 'sadness', 'score': 0.008388858288526535}, {'label': 'anger', 'score': 0.005514829885214567}, {'label': 'optimism', 'score': 0.005069323815405369}, {'label': 'approval', 'score': 0.004438486881554127}]
[{'label': 'neutral', 'score': 0.9787463545799255}, {'label': 'sadness', 'score': 0.0039551639929413795}, {'label': 'anger', 'score': 0.0036697036121040583}, {'label': 'optimism', 'score': 0.003405132098123431}, {'label': 'approval', 'score': 0.002609259681776166}]
[{'label': 'neutral', 'score': 0.9836138486862183}, {'label': 'optimism', 'score': 0.00522552290931344}, {'label': 'anger', 'score': 0.0035235148388892412}, {'label': 'sadness', 'score': 0.0012080133892595768}, {'label': 'approval', 'score': 0.001201922888867557}]
[{'label': 'neutral', 'score': 0.9896299242973328}, {'label': 'optimism', 'score': 0.003353562206029892}, {'label': 'anger', 'score': 0.0012598438188433647}, {'label': 'approval', 'score': 0.0010481757344678044}, {'label': 'sadness', 'score': 0.0008042975678108633}]
[{'label': 'neutral', 'score': 0.9907558560371399}, {'label': 'optimism', 'score': 0.004123736172914505}, {'label': 'approval', 'score': 0.0009064548648893833}, {'label': 'admiration', 'score': 0.0008026098366826773}, {'label': 'anger', 'score': 0.000669871165882796}]
[{'label': 'neutral', 'score': 0.9927197694778442}, {'label': 'optimism', 'score': 0.0030916344840079546}, {'label': 'admiration', 'score': 0.0008220730233006179}, {'label': 'anger', 'score': 0.0006679458892904222}, {'label': 'approval', 'score': 0.0005765968817286193}]
[{'label': 'neutral', 'score': 0.9938096404075623}, {'label': 'optimism', 'score': 0.002260183449834585}, {'label': 'admiration', 'score': 0.000950705143623054}, {'label': 'approval', 'score': 0.0006018790300004184}, {'label': 'anger', 'score': 0.0005957673420198262}]
[{'label': 'neutral', 'score': 0.9932048320770264}, {'label': 'optimism', 'score': 0.0022407190408557653}, {'label': 'admiration', 'score': 0.0008210478699766099}, {'label': 'approval', 'score': 0.000667238375172019}, {'label': 'anger', 'score': 0.00044932583114132285}]
[{'label': 'neutral', 'score': 0.9927734732627869}, {'label': 'optimism', 'score': 0.0031597577035427094}, {'label': 'approval', 'score': 0.0006552860140800476}, {'label': 'admiration', 'score': 0.0006227063131518662}, {'label': 'anger', 'score': 0.000521605194080621}]
[{'label': 'neutral', 'score': 0.9917451739311218}, {'label': 'optimism', 'score': 0.003600300755351782}, {'label': 'approval', 'score': 0.0007367602665908635}, {'label': 'admiration', 'score': 0.000626424269285053}, {'label': 'anger', 'score': 0.0005833202158100903}]
[{'label': 'neutral', 'score': 0.9888314008712769}, {'label': 'optimism', 'score': 0.004666255787014961}, {'label': 'anger', 'score': 0.0009825763991102576}, {'label': 'approval', 'score': 0.0007544084801338613}, {'label': 'sadness', 'score': 0.000719002855475992}]
[{'label': 'neutral', 'score': 0.9821663498878479}, {'label': 'optimism', 'score': 0.007427689153701067}, {'label': 'anger', 'score': 0.0023031325545161963}, {'label': 'caring', 'score': 0.0016412455588579178}, {'label': 'admiration', 'score': 0.0009028370841406286}]
[{'label': 'neutral', 'score': 0.9822245240211487}, {'label': 'optimism', 'score': 0.00543832266703248}, {'label': 'anger', 'score': 0.0028995703905820847}, {'label': 'caring', 'score': 0.002117942785844207}, {'label': 'fear', 'score': 0.0012133886339142919}]
[{'label': 'neutral', 'score': 0.97925865650177}, {'label': 'optimism', 'score': 0.005058971233665943}, {'label': 'anger', 'score': 0.00415429100394249}, {'label': 'caring', 'score': 0.002277366816997528}, {'label': 'fear', 'score': 0.002126523060724139}]
[{'label': 'neutral', 'score': 0.9688364267349243}, {'label': 'fear', 'score': 0.008135868236422539}, {'label': 'optimism', 'score': 0.00810640212148428}, {'label': 'anger', 'score': 0.002977515570819378}, {'label': 'caring', 'score': 0.0029246853664517403}]
[{'label': 'neutral', 'score': 0.9781396985054016}, {'label': 'optimism', 'score': 0.010393570177257061}, {'label': 'fear', 'score': 0.0023968557361513376}, {'label': 'approval', 'score': 0.0015312661416828632}, {'label': 'anger', 'score': 0.0014685713686048985}]
[{'label': 'neutral', 'score': 0.9808138012886047}, {'label': 'optimism', 'score': 0.007734547834843397}, {'label': 'fear', 'score': 0.0037908933591097593}, {'label': 'approval', 'score': 0.0014434787444770336}, {'label': 'caring', 'score': 0.001306900754570961}]
[{'label': 'neutral', 'score': 0.9803041815757751}, {'label': 'optimism', 'score': 0.008393438532948494}, {'label': 'fear', 'score': 0.0037612742744386196}, {'label': 'caring', 'score': 0.0013788577634841204}, {'label': 'approval', 'score': 0.00130488071590662}]
[{'label': 'neutral', 'score': 0.9673917293548584}, {'label': 'fear', 'score': 0.00987914577126503}, {'label': 'optimism', 'score': 0.006785005331039429}, {'label': 'caring', 'score': 0.004617985337972641}, {'label': 'sadness', 'score': 0.002212607068940997}]
[{'label': 'neutral', 'score': 0.9541487693786621}, {'label': 'caring', 'score': 0.012342250905930996}, {'label': 'fear', 'score': 0.008706134743988514}, {'label': 'optimism', 'score': 0.006087584421038628}, {'label': 'sadness', 'score': 0.0041827368550002575}]
[{'label': 'neutral', 'score': 0.9476534128189087}, {'label': 'caring', 'score': 0.016873957589268684}, {'label': 'optimism', 'score': 0.0088725620880723}, {'label': 'anger', 'score': 0.005258744116872549}, {'label': 'sadness', 'score': 0.004237609915435314}]
[{'label': 'neutral', 'score': 0.9427850246429443}, {'label': 'caring', 'score': 0.014636981301009655}, {'label': 'optimism', 'score': 0.009493062272667885}, {'label': 'anger', 'score': 0.005984441377222538}, {'label': 'sadness', 'score': 0.005791992414742708}]
[{'label': 'neutral', 'score': 0.9589426517486572}, {'label': 'optimism', 'score': 0.01585826463997364}, {'label': 'caring', 'score': 0.009192443452775478}, {'label': 'anger', 'score': 0.003310378408059478}, {'label': 'fear', 'score': 0.0021155124995857477}]
[{'label': 'neutral', 'score': 0.9498735666275024}, {'label': 'optimism', 'score': 0.032889872789382935}, {'label': 'caring', 'score': 0.004608227871358395}, {'label': 'anger', 'score': 0.0025259123649448156}, {'label': 'sadness', 'score': 0.001583724282681942}]
[{'label': 'neutral', 'score': 0.9580057859420776}, {'label': 'optimism', 'score': 0.023188551887869835}, {'label': 'caring', 'score': 0.005011117551475763}, {'label': 'anger', 'score': 0.003269415581598878}, {'label': 'sadness', 'score': 0.0017410728614777327}]
[{'label': 'neutral', 'score': 0.9644203186035156}, {'label': 'optimism', 'score': 0.02456817217171192}, {'label': 'caring', 'score': 0.0022302763536572456}, {'label': 'desire', 'score': 0.001847636653110385}, {'label': 'anger', 'score': 0.0016671866178512573}]
[{'label': 'neutral', 'score': 0.9631800651550293}, {'label': 'optimism', 'score': 0.0268789604306221}, {'label': 'caring', 'score': 0.002364879474043846}, {'label': 'desire', 'score': 0.0012555911671370268}, {'label': 'anger', 'score': 0.0011935931397601962}]
[{'label': 'neutral', 'score': 0.9688548445701599}, {'label': 'optimism', 'score': 0.02298676408827305}, {'label': 'caring', 'score': 0.001449080416932702}, {'label': 'sadness', 'score': 0.0009748908341862261}, {'label': 'desire', 'score': 0.0009317781659774482}]
[{'label': 'neutral', 'score': 0.9729124903678894}, {'label': 'optimism', 'score': 0.017894573509693146}, {'label': 'caring', 'score': 0.0028602590318769217}, {'label': 'anger', 'score': 0.0009024144383147359}, {'label': 'sadness', 'score': 0.000812917307484895}]
[{'label': 'neutral', 'score': 0.9711315631866455}, {'label': 'optimism', 'score': 0.018217548727989197}, {'label': 'caring', 'score': 0.003808887442573905}, {'label': 'anger', 'score': 0.0012651081196963787}, {'label': 'sadness', 'score': 0.0006970690446905792}]
[{'label': 'neutral', 'score': 0.9736531376838684}, {'label': 'optimism', 'score': 0.01740305684506893}, {'label': 'caring', 'score': 0.002121530007570982}, {'label': 'anger', 'score': 0.0013409145176410675}, {'label': 'disappointment', 'score': 0.0008302747155539691}]
[{'label': 'neutral', 'score': 0.9738230109214783}, {'label': 'optimism', 'score': 0.016248170286417007}, {'label': 'caring', 'score': 0.0018221389036625624}, {'label': 'anger', 'score': 0.0013607317814603448}, {'label': 'disappointment', 'score': 0.0012568077072501183}]
[{'label': 'neutral', 'score': 0.9697780013084412}, {'label': 'optimism', 'score': 0.019686739891767502}, {'label': 'caring', 'score': 0.0017617812845855951}, {'label': 'disappointment', 'score': 0.001536227879114449}, {'label': 'sadness', 'score': 0.001414742087945342}]
[{'label': 'neutral', 'score': 0.9524016380310059}, {'label': 'optimism', 'score': 0.03538338094949722}, {'label': 'realization', 'score': 0.0016688656760379672}, {'label': 'caring', 'score': 0.0016370831290259957}, {'label': 'approval', 'score': 0.0015708730788901448}]
[{'label': 'neutral', 'score': 0.9488472938537598}, {'label': 'optimism', 'score': 0.03926422446966171}, {'label': 'caring', 'score': 0.0022299590054899454}, {'label': 'approval', 'score': 0.0015472408849745989}, {'label': 'anger', 'score': 0.0015341785037890077}]
[{'label': 'neutral', 'score': 0.8949283361434937}, {'label': 'optimism', 'score': 0.09347884356975555}, {'label': 'approval', 'score': 0.0036450964398682117}, {'label': 'desire', 'score': 0.002013011369854212}, {'label': 'caring', 'score': 0.0008452680194750428}]
[{'label': 'neutral', 'score': 0.9206833839416504}, {'label': 'optimism', 'score': 0.07177630066871643}, {'label': 'desire', 'score': 0.0011880674865096807}, {'label': 'caring', 'score': 0.0008927671588025987}, {'label': 'anger', 'score': 0.0007228566100820899}]
[{'label': 'neutral', 'score': 0.8764050006866455}, {'label': 'optimism', 'score': 0.11564569920301437}, {'label': 'caring', 'score': 0.0013769520446658134}, {'label': 'desire', 'score': 0.001035421504639089}, {'label': 'anger', 'score': 0.0009746301220729947}]
[{'label': 'neutral', 'score': 0.9323464035987854}, {'label': 'optimism', 'score': 0.05845144763588905}, {'label': 'anger', 'score': 0.0015775173669680953}, {'label': 'caring', 'score': 0.0013873535208404064}, {'label': 'annoyance', 'score': 0.000694825837854296}]
[{'label': 'neutral', 'score': 0.9069688320159912}, {'label': 'optimism', 'score': 0.083882175385952}, {'label': 'caring', 'score': 0.0018876614049077034}, {'label': 'anger', 'score': 0.001289628678932786}, {'label': 'desire', 'score': 0.001093925442546606}]
[{'label': 'neutral', 'score': 0.8910740613937378}, {'label': 'optimism', 'score': 0.09906021505594254}, {'label': 'caring', 'score': 0.001811058958992362}, {'label': 'anger', 'score': 0.0014821846270933747}, {'label': 'desire', 'score': 0.0010983181418851018}]
[{'label': 'neutral', 'score': 0.9049833416938782}, {'label': 'optimism', 'score': 0.08243636786937714}, {'label': 'anger', 'score': 0.0027882931753993034}, {'label': 'caring', 'score': 0.001471234136261046}, {'label': 'annoyance', 'score': 0.001373021281324327}]
[{'label': 'neutral', 'score': 0.882685124874115}, {'label': 'optimism', 'score': 0.10241005569696426}, {'label': 'anger', 'score': 0.0036948679480701685}, {'label': 'annoyance', 'score': 0.0017316772136837244}, {'label': 'caring', 'score': 0.0015778758097440004}]
[{'label': 'neutral', 'score': 0.8943793177604675}, {'label': 'optimism', 'score': 0.0946776270866394}, {'label': 'caring', 'score': 0.002197371330112219}, {'label': 'anger', 'score': 0.0012670448049902916}, {'label': 'approval', 'score': 0.0008717746241018176}]
[{'label': 'neutral', 'score': 0.9088376760482788}, {'label': 'optimism', 'score': 0.081936776638031}, {'label': 'caring', 'score': 0.00180064607411623}, {'label': 'approval', 'score': 0.0008673251722939312}, {'label': 'realization', 'score': 0.0008037798688746989}]
[{'label': 'neutral', 'score': 0.9061987996101379}, {'label': 'optimism', 'score': 0.08579111099243164}, {'label': 'desire', 'score': 0.001365686533972621}, {'label': 'anger', 'score': 0.000886636960785836}, {'label': 'caring', 'score': 0.0007042919169180095}]
[{'label': 'neutral', 'score': 0.9454876184463501}, {'label': 'optimism', 'score': 0.046743713319301605}, {'label': 'desire', 'score': 0.0012441629078239202}, {'label': 'caring', 'score': 0.0009292445029132068}, {'label': 'anger', 'score': 0.0008426001877523959}]
[{'label': 'neutral', 'score': 0.8915358781814575}, {'label': 'optimism', 'score': 0.0991462916135788}, {'label': 'desire', 'score': 0.002639202866703272}, {'label': 'anger', 'score': 0.001104735885746777}, {'label': 'admiration', 'score': 0.0007932682638056576}]
[{'label': 'neutral', 'score': 0.8763190507888794}, {'label': 'optimism', 'score': 0.11255528777837753}, {'label': 'caring', 'score': 0.002415435155853629}, {'label': 'anger', 'score': 0.0017252740217372775}, {'label': 'desire', 'score': 0.0016877513844519854}]
[{'label': 'neutral', 'score': 0.9132160544395447}, {'label': 'optimism', 'score': 0.0747598335146904}, {'label': 'caring', 'score': 0.004070117603987455}, {'label': 'desire', 'score': 0.001638452522456646}, {'label': 'anger', 'score': 0.001357631990686059}]
[{'label': 'neutral', 'score': 0.9372867941856384}, {'label': 'optimism', 'score': 0.0402773879468441}, {'label': 'caring', 'score': 0.010250106453895569}, {'label': 'anger', 'score': 0.0036644760984927416}, {'label': 'annoyance', 'score': 0.0011631379602476954}]
[{'label': 'neutral', 'score': 0.935135543346405}, {'label': 'optimism', 'score': 0.04333961382508278}, {'label': 'caring', 'score': 0.008601765148341656}, {'label': 'anger', 'score': 0.0047118342481553555}, {'label': 'annoyance', 'score': 0.0011254125274717808}]
[{'label': 'neutral', 'score': 0.9471812844276428}, {'label': 'optimism', 'score': 0.04048855975270271}, {'label': 'caring', 'score': 0.003358665620908141}, {'label': 'anger', 'score': 0.002001131884753704}, {'label': 'admiration', 'score': 0.000832428049761802}]
[{'label': 'neutral', 'score': 0.9584628939628601}, {'label': 'optimism', 'score': 0.031150981783866882}, {'label': 'fear', 'score': 0.001662478200159967}, {'label': 'caring', 'score': 0.0014739970210939646}, {'label': 'anger', 'score': 0.0011008413275703788}]
[{'label': 'neutral', 'score': 0.9702338576316833}, {'label': 'optimism', 'score': 0.02109389193356037}, {'label': 'caring', 'score': 0.0016785389743745327}, {'label': 'anger', 'score': 0.0011576589895412326}, {'label': 'desire', 'score': 0.0007381244213320315}]
[{'label': 'neutral', 'score': 0.9126343131065369}, {'label': 'optimism', 'score': 0.04962920397520065}, {'label': 'fear', 'score': 0.01717711053788662}, {'label': 'approval', 'score': 0.004098465666174889}, {'label': 'caring', 'score': 0.003464287845417857}]
[{'label': 'neutral', 'score': 0.9555904865264893}, {'label': 'optimism', 'score': 0.028390349820256233}, {'label': 'fear', 'score': 0.0036954653915017843}, {'label': 'caring', 'score': 0.002390008419752121}, {'label': 'anger', 'score': 0.0023339204490184784}]
[{'label': 'neutral', 'score': 0.9756255745887756}, {'label': 'optimism', 'score': 0.017070114612579346}, {'label': 'anger', 'score': 0.0013856168370693922}, {'label': 'caring', 'score': 0.0010632083285599947}, {'label': 'admiration', 'score': 0.0006640506908297539}]
[{'label': 'neutral', 'score': 0.9755708575248718}, {'label': 'optimism', 'score': 0.017513681203126907}, {'label': 'anger', 'score': 0.0013504994567483664}, {'label': 'caring', 'score': 0.001021812902763486}, {'label': 'admiration', 'score': 0.0006597558385692537}]
[{'label': 'neutral', 'score': 0.9650534987449646}, {'label': 'optimism', 'score': 0.027957376092672348}, {'label': 'anger', 'score': 0.0011687830556184053}, {'label': 'admiration', 'score': 0.0009707509889267385}, {'label': 'caring', 'score': 0.0008759004413150251}]
[{'label': 'neutral', 'score': 0.9738680124282837}, {'label': 'optimism', 'score': 0.017466146498918533}, {'label': 'anger', 'score': 0.001759881153702736}, {'label': 'admiration', 'score': 0.0013414681889116764}, {'label': 'caring', 'score': 0.0009157508029602468}]
[{'label': 'neutral', 'score': 0.9706840515136719}, {'label': 'optimism', 'score': 0.021036194637417793}, {'label': 'anger', 'score': 0.0014800174394622445}, {'label': 'admiration', 'score': 0.0012939866865053773}, {'label': 'caring', 'score': 0.0008095658267848194}]
[{'label': 'neutral', 'score': 0.9666697978973389}, {'label': 'optimism', 'score': 0.02433428354561329}, {'label': 'admiration', 'score': 0.0013964659301564097}, {'label': 'fear', 'score': 0.0012005881872028112}, {'label': 'anger', 'score': 0.0011457623913884163}]
[{'label': 'neutral', 'score': 0.9566092491149902}, {'label': 'optimism', 'score': 0.02928323484957218}, {'label': 'fear', 'score': 0.004618271719664335}, {'label': 'admiration', 'score': 0.0013892860151827335}, {'label': 'anger', 'score': 0.0012717779027298093}]
[{'label': 'neutral', 'score': 0.9147608876228333}, {'label': 'optimism', 'score': 0.0750156044960022}, {'label': 'caring', 'score': 0.0015547677176073194}, {'label': 'fear', 'score': 0.0013493860606104136}, {'label': 'desire', 'score': 0.0009990311227738857}]
[{'label': 'neutral', 'score': 0.9057260155677795}, {'label': 'optimism', 'score': 0.08374522626399994}, {'label': 'caring', 'score': 0.001529293367639184}, {'label': 'fear', 'score': 0.0013652107445523143}, {'label': 'admiration', 'score': 0.0011028582230210304}]
[{'label': 'neutral', 'score': 0.9136492013931274}, {'label': 'optimism', 'score': 0.07704582810401917}, {'label': 'caring', 'score': 0.0013920177007094026}, {'label': 'fear', 'score': 0.001100553898140788}, {'label': 'admiration', 'score': 0.0009831237839534879}]
[{'label': 'neutral', 'score': 0.9381669163703918}, {'label': 'optimism', 'score': 0.05428877845406532}, {'label': 'admiration', 'score': 0.0014086209703236818}, {'label': 'caring', 'score': 0.0011221643071621656}, {'label': 'approval', 'score': 0.000662275473587215}]
[{'label': 'neutral', 'score': 0.9669527411460876}, {'label': 'optimism', 'score': 0.026872416958212852}, {'label': 'caring', 'score': 0.0010482727084308863}, {'label': 'admiration', 'score': 0.0009210211574099958}, {'label': 'approval', 'score': 0.0006137790624052286}]
[{'label': 'neutral', 'score': 0.9596676230430603}, {'label': 'optimism', 'score': 0.03458186984062195}, {'label': 'caring', 'score': 0.001038363086991012}, {'label': 'desire', 'score': 0.0007525641703978181}, {'label': 'admiration', 'score': 0.0005962710711173713}]
[{'label': 'neutral', 'score': 0.9205049872398376}, {'label': 'optimism', 'score': 0.07242786884307861}, {'label': 'caring', 'score': 0.0013425423530861735}, {'label': 'desire', 'score': 0.0010628001764416695}, {'label': 'approval', 'score': 0.0007418859167955816}]
[{'label': 'neutral', 'score': 0.9312324523925781}, {'label': 'optimism', 'score': 0.0595024935901165}, {'label': 'caring', 'score': 0.002066752640530467}, {'label': 'approval', 'score': 0.0008925408474169672}, {'label': 'confusion', 'score': 0.00073389703175053}]
[{'label': 'neutral', 'score': 0.9577645063400269}, {'label': 'optimism', 'score': 0.03440448269248009}, {'label': 'caring', 'score': 0.0013792142271995544}, {'label': 'admiration', 'score': 0.0008776343311183155}, {'label': 'approval', 'score': 0.0007400492904707789}]
[{'label': 'neutral', 'score': 0.9363104701042175}, {'label': 'optimism', 'score': 0.05478673055768013}, {'label': 'approval', 'score': 0.001597828813828528}, {'label': 'caring', 'score': 0.0012483068276196718}, {'label': 'admiration', 'score': 0.0010919312480837107}]
[{'label': 'neutral', 'score': 0.9512150883674622}, {'label': 'optimism', 'score': 0.04017423093318939}, {'label': 'approval', 'score': 0.002030871110036969}, {'label': 'admiration', 'score': 0.0010602674447000027}, {'label': 'caring', 'score': 0.00076006178278476}]
[{'label': 'neutral', 'score': 0.9538779854774475}, {'label': 'optimism', 'score': 0.037074148654937744}, {'label': 'approval', 'score': 0.0019626824650913477}, {'label': 'realization', 'score': 0.0009885014733299613}, {'label': 'confusion', 'score': 0.0009243868407793343}]
[{'label': 'neutral', 'score': 0.9531697630882263}, {'label': 'optimism', 'score': 0.011927423067390919}, {'label': 'fear', 'score': 0.008917726576328278}, {'label': 'sadness', 'score': 0.007801484316587448}, {'label': 'grief', 'score': 0.004124342929571867}]
[{'label': 'neutral', 'score': 0.837391197681427}, {'label': 'sadness', 'score': 0.1023823618888855}, {'label': 'grief', 'score': 0.013332231901586056}, {'label': 'disappointment', 'score': 0.01145391445606947}, {'label': 'optimism', 'score': 0.00917766708880663}]
