[{'label': 'fear', 'score': 0.39768972992897034}, {'label': 'realization', 'score': 0.3802420198917389}, {'label': 'approval', 'score': 0.13116179406642914}, {'label': 'neutral', 'score': 0.02718631736934185}, {'label': 'optimism', 'score': 0.013111941516399384}]
[{'label': 'realization', 'score': 0.48355725407600403}, {'label': 'surprise', 'score': 0.2986958920955658}, {'label': 'approval', 'score': 0.08228565007448196}, {'label': 'neutral', 'score': 0.04923669248819351}, {'label': 'curiosity', 'score': 0.02178509533405304}]
[{'label': 'realization', 'score': 0.5136239528656006}, {'label': 'neutral', 'score': 0.2850993871688843}, {'label': 'approval', 'score': 0.09421546012163162}, {'label': 'surprise', 'score': 0.05397697910666466}, {'label': 'optimism', 'score': 0.01319511141628027}]
[{'label': 'neutral', 'score': 0.3595522940158844}, {'label': 'approval', 'score': 0.18911340832710266}, {'label': 'realization', 'score': 0.17862267792224884}, {'label': 'surprise', 'score': 0.115452840924263}, {'label': 'curiosity', 'score': 0.05033128336071968}]
[{'label': 'realization', 'score': 0.5816971063613892}, {'label': 'surprise', 'score': 0.19033701717853546}, {'label': 'neutral', 'score': 0.15640456974506378}, {'label': 'approval', 'score': 0.018957197666168213}, {'label': 'excitement', 'score': 0.013384743593633175}]
[{'label': 'realization', 'score': 0.540725588798523}, {'label': 'neutral', 'score': 0.22978919744491577}, {'label': 'surprise', 'score': 0.18686290085315704}, {'label': 'approval', 'score': 0.009362567216157913}, {'label': 'confusion', 'score': 0.0056917727924883366}]
[{'label': 'realization', 'score': 0.5069090723991394}, {'label': 'neutral', 'score': 0.23885560035705566}, {'label': 'surprise', 'score': 0.19472205638885498}, {'label': 'approval', 'score': 0.01827593706548214}, {'label': 'confusion', 'score': 0.008326229639351368}]
[{'label': 'realization', 'score': 0.6656671762466431}, {'label': 'neutral', 'score': 0.15046294033527374}, {'label': 'surprise', 'score': 0.12780150771141052}, {'label': 'approval', 'score': 0.021177144721150398}, {'label': 'confusion', 'score': 0.0062902080826461315}]
[{'label': 'realization', 'score': 0.8729508519172668}, {'label': 'surprise', 'score': 0.06633773446083069}, {'label': 'neutral', 'score': 0.03695445507764816}, {'label': 'approval', 'score': 0.00985526479780674}, {'label': 'optimism', 'score': 0.0029675003606826067}]
[{'label': 'realization', 'score': 0.838465690612793}, {'label': 'neutral', 'score': 0.07474856078624725}, {'label': 'surprise', 'score': 0.05435584485530853}, {'label': 'approval', 'score': 0.017075935378670692}, {'label': 'optimism', 'score': 0.005097529850900173}]
[{'label': 'realization', 'score': 0.8033836483955383}, {'label': 'surprise', 'score': 0.0931224673986435}, {'label': 'neutral', 'score': 0.07596608251333237}, {'label': 'approval', 'score': 0.011029344983398914}, {'label': 'optimism', 'score': 0.0039080968126654625}]
[{'label': 'realization', 'score': 0.5802509784698486}, {'label': 'surprise', 'score': 0.16692209243774414}, {'label': 'neutral', 'score': 0.09799792617559433}, {'label': 'approval', 'score': 0.08325359970331192}, {'label': 'excitement', 'score': 0.034385114908218384}]
[{'label': 'realization', 'score': 0.5633485317230225}, {'label': 'surprise', 'score': 0.16707901656627655}, {'label': 'neutral', 'score': 0.11045683920383453}, {'label': 'approval', 'score': 0.08364667743444443}, {'label': 'excitement', 'score': 0.036111753433942795}]
[{'label': 'excitement', 'score': 0.3457493484020233}, {'label': 'neutral', 'score': 0.28192177414894104}, {'label': 'surprise', 'score': 0.11825666576623917}, {'label': 'realization', 'score': 0.10696162283420563}, {'label': 'approval', 'score': 0.08093562722206116}]
[{'label': 'neutral', 'score': 0.3233877420425415}, {'label': 'excitement', 'score': 0.32338201999664307}, {'label': 'surprise', 'score': 0.12411564588546753}, {'label': 'realization', 'score': 0.082606241106987}, {'label': 'approval', 'score': 0.05859179049730301}]
[{'label': 'excitement', 'score': 0.22413992881774902}, {'label': 'neutral', 'score': 0.18707218766212463}, {'label': 'realization', 'score': 0.1799830198287964}, {'label': 'surprise', 'score': 0.17882663011550903}, {'label': 'curiosity', 'score': 0.10960653424263}]
[{'label': 'excitement', 'score': 0.25931891798973083}, {'label': 'surprise', 'score': 0.1968698501586914}, {'label': 'realization', 'score': 0.16614845395088196}, {'label': 'neutral', 'score': 0.12769664824008942}, {'label': 'approval', 'score': 0.11576911807060242}]
[{'label': 'excitement', 'score': 0.24247236549854279}, {'label': 'neutral', 'score': 0.18941766023635864}, {'label': 'approval', 'score': 0.148733988404274}, {'label': 'curiosity', 'score': 0.12452864646911621}, {'label': 'surprise', 'score': 0.0950222909450531}]
[{'label': 'excitement', 'score': 0.26092344522476196}, {'label': 'neutral', 'score': 0.2399878203868866}, {'label': 'surprise', 'score': 0.15100978314876556}, {'label': 'realization', 'score': 0.09834887832403183}, {'label': 'curiosity', 'score': 0.09810185432434082}]
[{'label': 'excitement', 'score': 0.2540653645992279}, {'label': 'neutral', 'score': 0.2354518622159958}, {'label': 'surprise', 'score': 0.1682606041431427}, {'label': 'realization', 'score': 0.10245134681463242}, {'label': 'curiosity', 'score': 0.10004138946533203}]
[{'label': 'neutral', 'score': 0.3739457428455353}, {'label': 'curiosity', 'score': 0.2720283567905426}, {'label': 'surprise', 'score': 0.1953350156545639}, {'label': 'excitement', 'score': 0.05320103093981743}, {'label': 'realization', 'score': 0.04163562133908272}]
[{'label': 'curiosity', 'score': 0.42827871441841125}, {'label': 'neutral', 'score': 0.3576113283634186}, {'label': 'surprise', 'score': 0.089154452085495}, {'label': 'excitement', 'score': 0.04090341553092003}, {'label': 'realization', 'score': 0.021467670798301697}]
[{'label': 'curiosity', 'score': 0.6044279932975769}, {'label': 'neutral', 'score': 0.14903958141803741}, {'label': 'surprise', 'score': 0.07169733941555023}, {'label': 'approval', 'score': 0.04839574918150902}, {'label': 'confusion', 'score': 0.03891764581203461}]
[{'label': 'curiosity', 'score': 0.4141639769077301}, {'label': 'neutral', 'score': 0.186614990234375}, {'label': 'confusion', 'score': 0.14246010780334473}, {'label': 'approval', 'score': 0.13375957310199738}, {'label': 'surprise', 'score': 0.03029930777847767}]
[{'label': 'curiosity', 'score': 0.7092890739440918}, {'label': 'confusion', 'score': 0.14632749557495117}, {'label': 'neutral', 'score': 0.08018016815185547}, {'label': 'approval', 'score': 0.029530491679906845}, {'label': 'surprise', 'score': 0.007900625467300415}]
[{'label': 'curiosity', 'score': 0.6925297975540161}, {'label': 'confusion', 'score': 0.15348130464553833}, {'label': 'neutral', 'score': 0.08527995645999908}, {'label': 'approval', 'score': 0.031721800565719604}, {'label': 'surprise', 'score': 0.008722711354494095}]
[{'label': 'curiosity', 'score': 0.5944175124168396}, {'label': 'confusion', 'score': 0.23747557401657104}, {'label': 'surprise', 'score': 0.05203939601778984}, {'label': 'realization', 'score': 0.03082186169922352}, {'label': 'approval', 'score': 0.020510420203208923}]
[{'label': 'confusion', 'score': 0.4649323523044586}, {'label': 'curiosity', 'score': 0.16493873298168182}, {'label': 'neutral', 'score': 0.11232633143663406}, {'label': 'surprise', 'score': 0.10888676345348358}, {'label': 'realization', 'score': 0.09193022549152374}]
[{'label': 'neutral', 'score': 0.37640243768692017}, {'label': 'realization', 'score': 0.2322743535041809}, {'label': 'surprise', 'score': 0.1214151456952095}, {'label': 'confusion', 'score': 0.09566040337085724}, {'label': 'curiosity', 'score': 0.08726823329925537}]
[{'label': 'neutral', 'score': 0.46152225136756897}, {'label': 'realization', 'score': 0.29944655299186707}, {'label': 'surprise', 'score': 0.09559577703475952}, {'label': 'curiosity', 'score': 0.046539925038814545}, {'label': 'approval', 'score': 0.0259482990950346}]
[{'label': 'neutral', 'score': 0.4488086998462677}, {'label': 'realization', 'score': 0.3113551437854767}, {'label': 'surprise', 'score': 0.09273716062307358}, {'label': 'curiosity', 'score': 0.04675142839550972}, {'label': 'approval', 'score': 0.02890811674296856}]
[{'label': 'neutral', 'score': 0.6646698713302612}, {'label': 'realization', 'score': 0.19191572070121765}, {'label': 'approval', 'score': 0.06210549920797348}, {'label': 'surprise', 'score': 0.026843735948204994}, {'label': 'curiosity', 'score': 0.01493832003325224}]
[{'label': 'neutral', 'score': 0.7896171808242798}, {'label': 'approval', 'score': 0.09661877155303955}, {'label': 'realization', 'score': 0.06847590953111649}, {'label': 'surprise', 'score': 0.010503907687962055}, {'label': 'excitement', 'score': 0.007901037111878395}]
[{'label': 'neutral', 'score': 0.7794710993766785}, {'label': 'approval', 'score': 0.10778213292360306}, {'label': 'realization', 'score': 0.06612584739923477}, {'label': 'surprise', 'score': 0.009595116600394249}, {'label': 'curiosity', 'score': 0.00822885986417532}]
[{'label': 'realization', 'score': 0.4402422308921814}, {'label': 'neutral', 'score': 0.2252543866634369}, {'label': 'curiosity', 'score': 0.08826415985822678}, {'label': 'approval', 'score': 0.07701078057289124}, {'label': 'surprise', 'score': 0.0516761839389801}]
[{'label': 'realization', 'score': 0.4687458276748657}, {'label': 'neutral', 'score': 0.21656754612922668}, {'label': 'approval', 'score': 0.07715482264757156}, {'label': 'curiosity', 'score': 0.07377727329730988}, {'label': 'surprise', 'score': 0.04895002394914627}]
[{'label': 'realization', 'score': 0.8310524821281433}, {'label': 'neutral', 'score': 0.07742004841566086}, {'label': 'surprise', 'score': 0.03991546481847763}, {'label': 'approval', 'score': 0.012776905670762062}, {'label': 'excitement', 'score': 0.007752224337309599}]
[{'label': 'realization', 'score': 0.9120100140571594}, {'label': 'neutral', 'score': 0.035937126725912094}, {'label': 'surprise', 'score': 0.02800418809056282}, {'label': 'approval', 'score': 0.007550369016826153}, {'label': 'excitement', 'score': 0.004164549987763166}]
[{'label': 'realization', 'score': 0.8959022760391235}, {'label': 'neutral', 'score': 0.05729611590504646}, {'label': 'surprise', 'score': 0.025808844715356827}, {'label': 'approval', 'score': 0.007013832218945026}, {'label': 'excitement', 'score': 0.0027817722875624895}]
[{'label': 'realization', 'score': 0.8784501552581787}, {'label': 'neutral', 'score': 0.07138167321681976}, {'label': 'surprise', 'score': 0.022085191681981087}, {'label': 'approval', 'score': 0.01441793330013752}, {'label': 'excitement', 'score': 0.0019665476866066456}]
[{'label': 'realization', 'score': 0.8264098763465881}, {'label': 'neutral', 'score': 0.08470651507377625}, {'label': 'approval', 'score': 0.05899786576628685}, {'label': 'surprise', 'score': 0.011160220950841904}, {'label': 'relief', 'score': 0.0028235060162842274}]
[{'label': 'realization', 'score': 0.5832935571670532}, {'label': 'approval', 'score': 0.1785309612751007}, {'label': 'neutral', 'score': 0.1719912886619568}, {'label': 'surprise', 'score': 0.017464572563767433}, {'label': 'fear', 'score': 0.005962740164250135}]
[{'label': 'realization', 'score': 0.8885539770126343}, {'label': 'neutral', 'score': 0.047552965581417084}, {'label': 'approval', 'score': 0.01750323176383972}, {'label': 'surprise', 'score': 0.01586446538567543}, {'label': 'fear', 'score': 0.006097304634749889}]
[{'label': 'realization', 'score': 0.8894140124320984}, {'label': 'neutral', 'score': 0.04564143717288971}, {'label': 'surprise', 'score': 0.016863008961081505}, {'label': 'approval', 'score': 0.015755897387862206}, {'label': 'fear', 'score': 0.006895745638757944}]
[{'label': 'realization', 'score': 0.7715935111045837}, {'label': 'neutral', 'score': 0.1569286435842514}, {'label': 'surprise', 'score': 0.01626969687640667}, {'label': 'disappointment', 'score': 0.009981861338019371}, {'label': 'fear', 'score': 0.007671108469367027}]
[{'label': 'realization', 'score': 0.756956160068512}, {'label': 'neutral', 'score': 0.18166738748550415}, {'label': 'surprise', 'score': 0.023410795256495476}, {'label': 'disappointment', 'score': 0.007985750213265419}, {'label': 'sadness', 'score': 0.004657439421862364}]
[{'label': 'realization', 'score': 0.7831078767776489}, {'label': 'neutral', 'score': 0.1579909473657608}, {'label': 'surprise', 'score': 0.02286924421787262}, {'label': 'confusion', 'score': 0.009444398805499077}, {'label': 'disappointment', 'score': 0.003965230658650398}]
[{'label': 'realization', 'score': 0.8005903363227844}, {'label': 'neutral', 'score': 0.13742108643054962}, {'label': 'surprise', 'score': 0.023236393928527832}, {'label': 'confusion', 'score': 0.013389144092798233}, {'label': 'approval', 'score': 0.005697651766240597}]
[{'label': 'realization', 'score': 0.458890825510025}, {'label': 'confusion', 'score': 0.31160011887550354}, {'label': 'neutral', 'score': 0.08710430562496185}, {'label': 'curiosity', 'score': 0.06660977751016617}, {'label': 'surprise', 'score': 0.043719809502363205}]
[{'label': 'realization', 'score': 0.6093831658363342}, {'label': 'confusion', 'score': 0.21205468475818634}, {'label': 'neutral', 'score': 0.07588672637939453}, {'label': 'surprise', 'score': 0.0484192930161953}, {'label': 'curiosity', 'score': 0.02680487371981144}]
[{'label': 'realization', 'score': 0.7599346041679382}, {'label': 'confusion', 'score': 0.11280408501625061}, {'label': 'surprise', 'score': 0.065667062997818}, {'label': 'neutral', 'score': 0.02767885848879814}, {'label': 'curiosity', 'score': 0.007864895276725292}]
[{'label': 'realization', 'score': 0.8794708847999573}, {'label': 'confusion', 'score': 0.04226298630237579}, {'label': 'surprise', 'score': 0.040053144097328186}, {'label': 'neutral', 'score': 0.01135706901550293}, {'label': 'fear', 'score': 0.005037606693804264}]
[{'label': 'realization', 'score': 0.8853639364242554}, {'label': 'confusion', 'score': 0.04135890677571297}, {'label': 'surprise', 'score': 0.03332990035414696}, {'label': 'neutral', 'score': 0.013023179955780506}, {'label': 'fear', 'score': 0.005209729075431824}]
[{'label': 'realization', 'score': 0.9150263071060181}, {'label': 'surprise', 'score': 0.02491542510688305}, {'label': 'neutral', 'score': 0.02227233164012432}, {'label': 'fear', 'score': 0.008178825490176678}, {'label': 'confusion', 'score': 0.007462331559509039}]
[{'label': 'realization', 'score': 0.8853297233581543}, {'label': 'surprise', 'score': 0.035553645342588425}, {'label': 'neutral', 'score': 0.03449447080492973}, {'label': 'fear', 'score': 0.00964344386011362}, {'label': 'excitement', 'score': 0.005414792336523533}]
[{'label': 'realization', 'score': 0.893639862537384}, {'label': 'neutral', 'score': 0.059717997908592224}, {'label': 'surprise', 'score': 0.023768426850438118}, {'label': 'approval', 'score': 0.00522942841053009}, {'label': 'confusion', 'score': 0.002878152998164296}]
[{'label': 'realization', 'score': 0.88524329662323}, {'label': 'neutral', 'score': 0.059894099831581116}, {'label': 'surprise', 'score': 0.028649602085351944}, {'label': 'approval', 'score': 0.006219079717993736}, {'label': 'excitement', 'score': 0.0034014172852039337}]
[{'label': 'realization', 'score': 0.8235339522361755}, {'label': 'neutral', 'score': 0.1127346083521843}, {'label': 'surprise', 'score': 0.037547141313552856}, {'label': 'approval', 'score': 0.008425296284258366}, {'label': 'fear', 'score': 0.0028732987120747566}]
[{'label': 'realization', 'score': 0.8234773278236389}, {'label': 'neutral', 'score': 0.11514846235513687}, {'label': 'surprise', 'score': 0.035174205899238586}, {'label': 'approval', 'score': 0.008464393205940723}, {'label': 'fear', 'score': 0.002933189971372485}]
[{'label': 'realization', 'score': 0.9069734215736389}, {'label': 'neutral', 'score': 0.03770475462079048}, {'label': 'surprise', 'score': 0.03657592833042145}, {'label': 'approval', 'score': 0.0055647436529397964}, {'label': 'excitement', 'score': 0.002351963659748435}]
[{'label': 'realization', 'score': 0.9036660194396973}, {'label': 'surprise', 'score': 0.0400257371366024}, {'label': 'neutral', 'score': 0.039186324924230576}, {'label': 'approval', 'score': 0.004093654919415712}, {'label': 'fear', 'score': 0.0021285726688802242}]
[{'label': 'realization', 'score': 0.9014632701873779}, {'label': 'neutral', 'score': 0.04112063720822334}, {'label': 'surprise', 'score': 0.03987304866313934}, {'label': 'approval', 'score': 0.00335924094542861}, {'label': 'fear', 'score': 0.002615775214508176}]
[{'label': 'realization', 'score': 0.8318012952804565}, {'label': 'surprise', 'score': 0.09227655827999115}, {'label': 'neutral', 'score': 0.055950552225112915}, {'label': 'excitement', 'score': 0.003050614148378372}, {'label': 'approval', 'score': 0.0026865408290177584}]
[{'label': 'realization', 'score': 0.7644072771072388}, {'label': 'neutral', 'score': 0.12875179946422577}, {'label': 'surprise', 'score': 0.0748521164059639}, {'label': 'curiosity', 'score': 0.004485309589654207}, {'label': 'confusion', 'score': 0.003956933505833149}]
[{'label': 'realization', 'score': 0.7479736804962158}, {'label': 'neutral', 'score': 0.15399837493896484}, {'label': 'surprise', 'score': 0.05466467887163162}, {'label': 'curiosity', 'score': 0.01088991854339838}, {'label': 'approval', 'score': 0.007660348899662495}]
[{'label': 'realization', 'score': 0.7482761740684509}, {'label': 'neutral', 'score': 0.15752576291561127}, {'label': 'surprise', 'score': 0.051292531192302704}, {'label': 'curiosity', 'score': 0.010119735263288021}, {'label': 'approval', 'score': 0.007654824759811163}]
[{'label': 'realization', 'score': 0.8983548879623413}, {'label': 'neutral', 'score': 0.06598681956529617}, {'label': 'surprise', 'score': 0.018156735226511955}, {'label': 'confusion', 'score': 0.009277020581066608}, {'label': 'approval', 'score': 0.002030006144195795}]
[{'label': 'realization', 'score': 0.865229606628418}, {'label': 'neutral', 'score': 0.08505876362323761}, {'label': 'surprise', 'score': 0.030566615983843803}, {'label': 'confusion', 'score': 0.006714430171996355}, {'label': 'approval', 'score': 0.002039731713011861}]
[{'label': 'realization', 'score': 0.7272761464118958}, {'label': 'neutral', 'score': 0.18209823966026306}, {'label': 'surprise', 'score': 0.06517839431762695}, {'label': 'confusion', 'score': 0.007183695677667856}, {'label': 'disappointment', 'score': 0.0032020832877606153}]
[{'label': 'realization', 'score': 0.46698129177093506}, {'label': 'neutral', 'score': 0.41451534628868103}, {'label': 'surprise', 'score': 0.0580412931740284}, {'label': 'confusion', 'score': 0.03045809455215931}, {'label': 'disappointment', 'score': 0.005284118931740522}]
[{'label': 'neutral', 'score': 0.5041619539260864}, {'label': 'realization', 'score': 0.42945200204849243}, {'label': 'surprise', 'score': 0.026316866278648376}, {'label': 'confusion', 'score': 0.011453085578978062}, {'label': 'approval', 'score': 0.004259251523762941}]
[{'label': 'realization', 'score': 0.5235694050788879}, {'label': 'neutral', 'score': 0.4149680435657501}, {'label': 'surprise', 'score': 0.022948000580072403}, {'label': 'confusion', 'score': 0.008680932223796844}, {'label': 'approval', 'score': 0.006071440409868956}]
[{'label': 'realization', 'score': 0.6348999738693237}, {'label': 'neutral', 'score': 0.2844543755054474}, {'label': 'surprise', 'score': 0.02749546244740486}, {'label': 'confusion', 'score': 0.017047753557562828}, {'label': 'approval', 'score': 0.007882784120738506}]
[{'label': 'realization', 'score': 0.5993385910987854}, {'label': 'neutral', 'score': 0.2707536816596985}, {'label': 'confusion', 'score': 0.05710388720035553}, {'label': 'surprise', 'score': 0.0296781063079834}, {'label': 'approval', 'score': 0.009000870399177074}]
[{'label': 'realization', 'score': 0.5988237261772156}, {'label': 'neutral', 'score': 0.28367742896080017}, {'label': 'confusion', 'score': 0.046313196420669556}, {'label': 'surprise', 'score': 0.029916858300566673}, {'label': 'approval', 'score': 0.008519585244357586}]
[{'label': 'realization', 'score': 0.9115094542503357}, {'label': 'neutral', 'score': 0.0426311232149601}, {'label': 'surprise', 'score': 0.01987992227077484}, {'label': 'confusion', 'score': 0.006862183567136526}, {'label': 'approval', 'score': 0.004001581110060215}]
[{'label': 'realization', 'score': 0.9197460412979126}, {'label': 'neutral', 'score': 0.0435723215341568}, {'label': 'surprise', 'score': 0.015732141211628914}, {'label': 'approval', 'score': 0.004238154739141464}, {'label': 'confusion', 'score': 0.002136572264134884}]
[{'label': 'realization', 'score': 0.90056973695755}, {'label': 'neutral', 'score': 0.06320375204086304}, {'label': 'surprise', 'score': 0.01955043151974678}, {'label': 'disappointment', 'score': 0.0030227091629058123}, {'label': 'approval', 'score': 0.002443114761263132}]
[{'label': 'realization', 'score': 0.7686565518379211}, {'label': 'neutral', 'score': 0.17555375397205353}, {'label': 'surprise', 'score': 0.034707218408584595}, {'label': 'disappointment', 'score': 0.005061459727585316}, {'label': 'approval', 'score': 0.0031939842738211155}]
[{'label': 'realization', 'score': 0.6835488080978394}, {'label': 'neutral', 'score': 0.28253883123397827}, {'label': 'surprise', 'score': 0.01374400407075882}, {'label': 'disappointment', 'score': 0.004495406523346901}, {'label': 'approval', 'score': 0.00328658614307642}]
[{'label': 'realization', 'score': 0.8091539144515991}, {'label': 'neutral', 'score': 0.16678379476070404}, {'label': 'surprise', 'score': 0.008069653064012527}, {'label': 'approval', 'score': 0.004700809717178345}, {'label': 'optimism', 'score': 0.002412233967334032}]
[{'label': 'realization', 'score': 0.7031859159469604}, {'label': 'neutral', 'score': 0.26915502548217773}, {'label': 'surprise', 'score': 0.006661250721663237}, {'label': 'approval', 'score': 0.006386328488588333}, {'label': 'optimism', 'score': 0.004049985203891993}]
[{'label': 'realization', 'score': 0.6903788447380066}, {'label': 'neutral', 'score': 0.2825464904308319}, {'label': 'surprise', 'score': 0.006637968588620424}, {'label': 'approval', 'score': 0.0061864713206887245}, {'label': 'optimism', 'score': 0.0037651583552360535}]
[{'label': 'realization', 'score': 0.7262161374092102}, {'label': 'neutral', 'score': 0.23846092820167542}, {'label': 'surprise', 'score': 0.014257720671594143}, {'label': 'approval', 'score': 0.004796924535185099}, {'label': 'optimism', 'score': 0.0030269722919911146}]
[{'label': 'realization', 'score': 0.879960298538208}, {'label': 'neutral', 'score': 0.0935925766825676}, {'label': 'surprise', 'score': 0.013672754168510437}, {'label': 'approval', 'score': 0.0027237574104219675}, {'label': 'disappointment', 'score': 0.002056608907878399}]
[{'label': 'realization', 'score': 0.8749473690986633}, {'label': 'neutral', 'score': 0.09841117262840271}, {'label': 'surprise', 'score': 0.013820646330714226}, {'label': 'approval', 'score': 0.002815044252201915}, {'label': 'disappointment', 'score': 0.0020521769765764475}]
[{'label': 'realization', 'score': 0.9428848624229431}, {'label': 'neutral', 'score': 0.03270214423537254}, {'label': 'surprise', 'score': 0.01711488701403141}, {'label': 'optimism', 'score': 0.0012160891201347113}, {'label': 'approval', 'score': 0.0012136930599808693}]
[{'label': 'realization', 'score': 0.9165992140769958}, {'label': 'neutral', 'score': 0.06502150744199753}, {'label': 'surprise', 'score': 0.009578954428434372}, {'label': 'approval', 'score': 0.0016236650990322232}, {'label': 'optimism', 'score': 0.0015279975486919284}]
[{'label': 'realization', 'score': 0.9071015119552612}, {'label': 'neutral', 'score': 0.07047976553440094}, {'label': 'surprise', 'score': 0.008742389269173145}, {'label': 'approval', 'score': 0.003576600691303611}, {'label': 'optimism', 'score': 0.002284938469529152}]
[{'label': 'realization', 'score': 0.8528620600700378}, {'label': 'neutral', 'score': 0.10591620951890945}, {'label': 'surprise', 'score': 0.01342767383903265}, {'label': 'approval', 'score': 0.010504261590540409}, {'label': 'optimism', 'score': 0.004633493255823851}]
[{'label': 'realization', 'score': 0.5745692253112793}, {'label': 'neutral', 'score': 0.3279283940792084}, {'label': 'approval', 'score': 0.02699054777622223}, {'label': 'surprise', 'score': 0.022046949714422226}, {'label': 'confusion', 'score': 0.02044345997273922}]
[{'label': 'realization', 'score': 0.6813543438911438}, {'label': 'neutral', 'score': 0.23024502396583557}, {'label': 'approval', 'score': 0.025444848462939262}, {'label': 'surprise', 'score': 0.0219352375715971}, {'label': 'confusion', 'score': 0.009848549962043762}]
[{'label': 'realization', 'score': 0.7475300431251526}, {'label': 'neutral', 'score': 0.17173731327056885}, {'label': 'surprise', 'score': 0.04979618638753891}, {'label': 'approval', 'score': 0.006638016551733017}, {'label': 'disappointment', 'score': 0.005874398164451122}]
[{'label': 'realization', 'score': 0.6862586140632629}, {'label': 'neutral', 'score': 0.2202644795179367}, {'label': 'surprise', 'score': 0.05895571783185005}, {'label': 'disappointment', 'score': 0.007017537020146847}, {'label': 'approval', 'score': 0.005836127325892448}]
[{'label': 'neutral', 'score': 0.4650755226612091}, {'label': 'realization', 'score': 0.32727232575416565}, {'label': 'surprise', 'score': 0.06097150221467018}, {'label': 'approval', 'score': 0.04240037873387337}, {'label': 'disapproval', 'score': 0.03145884722471237}]
[{'label': 'neutral', 'score': 0.44878247380256653}, {'label': 'realization', 'score': 0.3424716591835022}, {'label': 'surprise', 'score': 0.08237797766923904}, {'label': 'approval', 'score': 0.0339607335627079}, {'label': 'disappointment', 'score': 0.029027024284005165}]
[{'label': 'realization', 'score': 0.3874669373035431}, {'label': 'neutral', 'score': 0.3719627261161804}, {'label': 'approval', 'score': 0.08668088167905807}, {'label': 'surprise', 'score': 0.051026005297899246}, {'label': 'optimism', 'score': 0.017615852877497673}]
[{'label': 'realization', 'score': 0.3687838912010193}, {'label': 'neutral', 'score': 0.3687629699707031}, {'label': 'approval', 'score': 0.08868224918842316}, {'label': 'surprise', 'score': 0.06625650823116302}, {'label': 'optimism', 'score': 0.017863458022475243}]
[{'label': 'neutral', 'score': 0.6426412463188171}, {'label': 'realization', 'score': 0.21702954173088074}, {'label': 'approval', 'score': 0.07715466618537903}, {'label': 'surprise', 'score': 0.011876177042722702}, {'label': 'disappointment', 'score': 0.01046442985534668}]
[{'label': 'neutral', 'score': 0.795987606048584}, {'label': 'realization', 'score': 0.05420120060443878}, {'label': 'approval', 'score': 0.05308068171143532}, {'label': 'surprise', 'score': 0.021162856370210648}, {'label': 'disappointment', 'score': 0.01653215102851391}]
[{'label': 'realization', 'score': 0.3505690395832062}, {'label': 'neutral', 'score': 0.3467087149620056}, {'label': 'surprise', 'score': 0.19706037640571594}, {'label': 'disappointment', 'score': 0.02387870103120804}, {'label': 'fear', 'score': 0.020128462463617325}]
[{'label': 'surprise', 'score': 0.41820430755615234}, {'label': 'neutral', 'score': 0.28638091683387756}, {'label': 'realization', 'score': 0.22239255905151367}, {'label': 'disappointment', 'score': 0.02197074331343174}, {'label': 'approval', 'score': 0.010121364146471024}]
[{'label': 'surprise', 'score': 0.43638309836387634}, {'label': 'neutral', 'score': 0.26792892813682556}, {'label': 'realization', 'score': 0.23412735760211945}, {'label': 'disappointment', 'score': 0.016944894567131996}, {'label': 'approval', 'score': 0.010251468978822231}]
[{'label': 'realization', 'score': 0.4055200219154358}, {'label': 'surprise', 'score': 0.29180875420570374}, {'label': 'neutral', 'score': 0.25133752822875977}, {'label': 'disappointment', 'score': 0.01246511097997427}, {'label': 'approval', 'score': 0.01020540576428175}]
[{'label': 'realization', 'score': 0.5302332639694214}, {'label': 'neutral', 'score': 0.3104075491428375}, {'label': 'surprise', 'score': 0.10444501787424088}, {'label': 'approval', 'score': 0.013558153063058853}, {'label': 'disappointment', 'score': 0.010949546471238136}]
[{'label': 'realization', 'score': 0.5631957650184631}, {'label': 'neutral', 'score': 0.27686721086502075}, {'label': 'surprise', 'score': 0.09453888237476349}, {'label': 'approval', 'score': 0.02075573429465294}, {'label': 'optimism', 'score': 0.007548929192125797}]
[{'label': 'realization', 'score': 0.5372517108917236}, {'label': 'neutral', 'score': 0.24765931069850922}, {'label': 'surprise', 'score': 0.13200511038303375}, {'label': 'approval', 'score': 0.02234484814107418}, {'label': 'curiosity', 'score': 0.015349493362009525}]
[{'label': 'neutral', 'score': 0.5734719634056091}, {'label': 'realization', 'score': 0.23763564229011536}, {'label': 'surprise', 'score': 0.10162179917097092}, {'label': 'approval', 'score': 0.020511019974946976}, {'label': 'excitement', 'score': 0.016264379024505615}]
[{'label': 'neutral', 'score': 0.7786339521408081}, {'label': 'realization', 'score': 0.10561294108629227}, {'label': 'surprise', 'score': 0.05627036467194557}, {'label': 'approval', 'score': 0.012376844882965088}, {'label': 'excitement', 'score': 0.008664623834192753}]
[{'label': 'neutral', 'score': 0.8656052350997925}, {'label': 'realization', 'score': 0.06525318324565887}, {'label': 'surprise', 'score': 0.03546478971838951}, {'label': 'disappointment', 'score': 0.006496429909020662}, {'label': 'approval', 'score': 0.0059082992374897}]
[{'label': 'neutral', 'score': 0.614753782749176}, {'label': 'realization', 'score': 0.2926267683506012}, {'label': 'surprise', 'score': 0.06396424770355225}, {'label': 'disappointment', 'score': 0.00858872476965189}, {'label': 'approval', 'score': 0.0038233043160289526}]
