[{'label': 'surprise', 'score': 0.9759148955345154}, {'label': 'realization', 'score': 0.013276294805109501}, {'label': 'neutral', 'score': 0.00579014653339982}, {'label': 'excitement', 'score': 0.0011472522746771574}, {'label': 'disapproval', 'score': 0.0008893171907402575}]
[{'label': 'surprise', 'score': 0.9202146530151367}, {'label': 'realization', 'score': 0.041365254670381546}, {'label': 'neutral', 'score': 0.014502503909170628}, {'label': 'confusion', 'score': 0.01311060693114996}, {'label': 'amusement', 'score': 0.002270199591293931}]
[{'label': 'surprise', 'score': 0.9594695568084717}, {'label': 'realization', 'score': 0.026485057547688484}, {'label': 'neutral', 'score': 0.005028058774769306}, {'label': 'confusion', 'score': 0.0028264359571039677}, {'label': 'excitement', 'score': 0.0015381420962512493}]
[{'label': 'surprise', 'score': 0.960178792476654}, {'label': 'realization', 'score': 0.026270627975463867}, {'label': 'neutral', 'score': 0.004912759177386761}, {'label': 'confusion', 'score': 0.0025954563170671463}, {'label': 'excitement', 'score': 0.0015543358167633414}]
[{'label': 'surprise', 'score': 0.949804961681366}, {'label': 'realization', 'score': 0.03606836125254631}, {'label': 'neutral', 'score': 0.00408150115981698}, {'label': 'confusion', 'score': 0.002988719381392002}, {'label': 'excitement', 'score': 0.001462342101149261}]
[{'label': 'surprise', 'score': 0.9538507461547852}, {'label': 'realization', 'score': 0.02990361675620079}, {'label': 'confusion', 'score': 0.0050523248501122}, {'label': 'neutral', 'score': 0.00300636887550354}, {'label': 'amusement', 'score': 0.001880108960904181}]
[{'label': 'surprise', 'score': 0.9579811692237854}, {'label': 'realization', 'score': 0.026165004819631577}, {'label': 'confusion', 'score': 0.005235739517956972}, {'label': 'neutral', 'score': 0.002648724243044853}, {'label': 'amusement', 'score': 0.0017780311172828078}]
[{'label': 'surprise', 'score': 0.9697719812393188}, {'label': 'realization', 'score': 0.017304060980677605}, {'label': 'confusion', 'score': 0.003686920739710331}, {'label': 'neutral', 'score': 0.002048060530796647}, {'label': 'excitement', 'score': 0.0018792966147884727}]
[{'label': 'surprise', 'score': 0.9795117378234863}, {'label': 'realization', 'score': 0.010935789905488491}, {'label': 'excitement', 'score': 0.0020050671882927418}, {'label': 'confusion', 'score': 0.0019390799570828676}, {'label': 'neutral', 'score': 0.0016417920123785734}]
[{'label': 'surprise', 'score': 0.9860462546348572}, {'label': 'realization', 'score': 0.007543008308857679}, {'label': 'excitement', 'score': 0.0017206193879246712}, {'label': 'neutral', 'score': 0.001081274007447064}, {'label': 'confusion', 'score': 0.0009403867297805846}]
[{'label': 'surprise', 'score': 0.9854309558868408}, {'label': 'realization', 'score': 0.009029511362314224}, {'label': 'excitement', 'score': 0.0016102035297080874}, {'label': 'neutral', 'score': 0.000810993486084044}, {'label': 'confusion', 'score': 0.0005833806935697794}]
[{'label': 'surprise', 'score': 0.98568195104599}, {'label': 'realization', 'score': 0.007858525961637497}, {'label': 'excitement', 'score': 0.001655398984439671}, {'label': 'neutral', 'score': 0.0011309183901175857}, {'label': 'confusion', 'score': 0.000983464065939188}]
[{'label': 'surprise', 'score': 0.9692081212997437}, {'label': 'realization', 'score': 0.020942093804478645}, {'label': 'neutral', 'score': 0.0021217644680291414}, {'label': 'excitement', 'score': 0.0020164810121059418}, {'label': 'confusion', 'score': 0.0015939921140670776}]
[{'label': 'surprise', 'score': 0.968636691570282}, {'label': 'realization', 'score': 0.021374356001615524}, {'label': 'neutral', 'score': 0.0021358877420425415}, {'label': 'excitement', 'score': 0.0020372895523905754}, {'label': 'confusion', 'score': 0.001624753582291305}]
[{'label': 'surprise', 'score': 0.9657251238822937}, {'label': 'realization', 'score': 0.024453019723296165}, {'label': 'confusion', 'score': 0.0020594776142388582}, {'label': 'excitement', 'score': 0.0017013747710734606}, {'label': 'neutral', 'score': 0.0015322963008657098}]
[{'label': 'surprise', 'score': 0.9516595005989075}, {'label': 'realization', 'score': 0.029957175254821777}, {'label': 'confusion', 'score': 0.008001602254807949}, {'label': 'excitement', 'score': 0.0018164505017921329}, {'label': 'amusement', 'score': 0.0016736926045268774}]
[{'label': 'surprise', 'score': 0.9313270449638367}, {'label': 'realization', 'score': 0.03891829401254654}, {'label': 'confusion', 'score': 0.014239860698580742}, {'label': 'excitement', 'score': 0.0029421995859593153}, {'label': 'neutral', 'score': 0.0027783000841736794}]
[{'label': 'surprise', 'score': 0.9765163064002991}, {'label': 'realization', 'score': 0.015584384091198444}, {'label': 'excitement', 'score': 0.002038921695202589}, {'label': 'confusion', 'score': 0.0013173737097531557}, {'label': 'neutral', 'score': 0.0011491638142615557}]
[{'label': 'surprise', 'score': 0.9770499467849731}, {'label': 'realization', 'score': 0.015073524788022041}, {'label': 'excitement', 'score': 0.002025521593168378}, {'label': 'confusion', 'score': 0.0014465227723121643}, {'label': 'neutral', 'score': 0.0009256951161660254}]
[{'label': 'surprise', 'score': 0.9594319462776184}, {'label': 'realization', 'score': 0.028569797053933144}, {'label': 'neutral', 'score': 0.003279010532423854}, {'label': 'excitement', 'score': 0.0018543734913691878}, {'label': 'confusion', 'score': 0.0016983692767098546}]
[{'label': 'surprise', 'score': 0.9592854976654053}, {'label': 'realization', 'score': 0.02821667306125164}, {'label': 'neutral', 'score': 0.004528822377324104}, {'label': 'excitement', 'score': 0.0017867694841697812}, {'label': 'confusion', 'score': 0.0014711589319631457}]
[{'label': 'surprise', 'score': 0.9568556547164917}, {'label': 'realization', 'score': 0.02807503379881382}, {'label': 'neutral', 'score': 0.00676428247243166}, {'label': 'excitement', 'score': 0.0019914445001631975}, {'label': 'disapproval', 'score': 0.001410736353136599}]
[{'label': 'surprise', 'score': 0.9556090831756592}, {'label': 'realization', 'score': 0.031036557629704475}, {'label': 'neutral', 'score': 0.0038758625742048025}, {'label': 'confusion', 'score': 0.0020309006795287132}, {'label': 'excitement', 'score': 0.0017747851088643074}]
[{'label': 'surprise', 'score': 0.9572975635528564}, {'label': 'realization', 'score': 0.027589304372668266}, {'label': 'neutral', 'score': 0.0037545838858932257}, {'label': 'confusion', 'score': 0.0037187524139881134}, {'label': 'excitement', 'score': 0.0017753997817635536}]
[{'label': 'surprise', 'score': 0.9538610577583313}, {'label': 'realization', 'score': 0.030293628573417664}, {'label': 'confusion', 'score': 0.004408780951052904}, {'label': 'neutral', 'score': 0.003461911343038082}, {'label': 'disapproval', 'score': 0.0018061725422739983}]
[{'label': 'surprise', 'score': 0.965056836605072}, {'label': 'realization', 'score': 0.022388042882084846}, {'label': 'confusion', 'score': 0.00374702550470829}, {'label': 'excitement', 'score': 0.0018899444257840514}, {'label': 'neutral', 'score': 0.0017940314719453454}]
[{'label': 'surprise', 'score': 0.9649736881256104}, {'label': 'realization', 'score': 0.02244148589670658}, {'label': 'confusion', 'score': 0.003656179178506136}, {'label': 'excitement', 'score': 0.0019038624595850706}, {'label': 'neutral', 'score': 0.0018901248695328832}]
[{'label': 'surprise', 'score': 0.969157338142395}, {'label': 'realization', 'score': 0.01853371597826481}, {'label': 'confusion', 'score': 0.0036563912872225046}, {'label': 'excitement', 'score': 0.002113085240125656}, {'label': 'amusement', 'score': 0.001539076678454876}]
[{'label': 'surprise', 'score': 0.9807588458061218}, {'label': 'realization', 'score': 0.01094112265855074}, {'label': 'confusion', 'score': 0.002021568361669779}, {'label': 'excitement', 'score': 0.0017089270986616611}, {'label': 'amusement', 'score': 0.0008234106353484094}]
[{'label': 'surprise', 'score': 0.9794741272926331}, {'label': 'realization', 'score': 0.011827705428004265}, {'label': 'confusion', 'score': 0.002014660742133856}, {'label': 'excitement', 'score': 0.001489599235355854}, {'label': 'neutral', 'score': 0.0011066986480727792}]
[{'label': 'surprise', 'score': 0.9379227757453918}, {'label': 'realization', 'score': 0.039135050028562546}, {'label': 'confusion', 'score': 0.006972815375775099}, {'label': 'neutral', 'score': 0.005377819295972586}, {'label': 'disapproval', 'score': 0.002597867976874113}]
[{'label': 'surprise', 'score': 0.9366326928138733}, {'label': 'realization', 'score': 0.04190634563565254}, {'label': 'confusion', 'score': 0.007206892594695091}, {'label': 'neutral', 'score': 0.0036901612766087055}, {'label': 'disapproval', 'score': 0.0024883276782929897}]
[{'label': 'surprise', 'score': 0.9128469824790955}, {'label': 'realization', 'score': 0.05698426067829132}, {'label': 'confusion', 'score': 0.012078232131898403}, {'label': 'neutral', 'score': 0.00434909900650382}, {'label': 'disapproval', 'score': 0.0031219301745295525}]
[{'label': 'surprise', 'score': 0.8799946308135986}, {'label': 'realization', 'score': 0.07962741702795029}, {'label': 'confusion', 'score': 0.01995307393372059}, {'label': 'amusement', 'score': 0.0037910372484475374}, {'label': 'neutral', 'score': 0.0036392537876963615}]
[{'label': 'surprise', 'score': 0.9386653304100037}, {'label': 'realization', 'score': 0.038499388843774796}, {'label': 'confusion', 'score': 0.008347650058567524}, {'label': 'disapproval', 'score': 0.003312661312520504}, {'label': 'amusement', 'score': 0.002648215275257826}]
[{'label': 'surprise', 'score': 0.9564267992973328}, {'label': 'realization', 'score': 0.029399223625659943}, {'label': 'confusion', 'score': 0.0033770499285310507}, {'label': 'disapproval', 'score': 0.0028447529766708612}, {'label': 'excitement', 'score': 0.0016753602540120482}]
[{'label': 'surprise', 'score': 0.97748863697052}, {'label': 'realization', 'score': 0.01526535302400589}, {'label': 'disapproval', 'score': 0.0013375581474974751}, {'label': 'neutral', 'score': 0.0012368567986413836}, {'label': 'excitement', 'score': 0.0011913791531696916}]
[{'label': 'surprise', 'score': 0.9792977571487427}, {'label': 'realization', 'score': 0.012801283970475197}, {'label': 'neutral', 'score': 0.0026827717665582895}, {'label': 'disapproval', 'score': 0.001175764249637723}, {'label': 'excitement', 'score': 0.001155257341451943}]
[{'label': 'surprise', 'score': 0.9804040789604187}, {'label': 'realization', 'score': 0.01190139353275299}, {'label': 'neutral', 'score': 0.002612845506519079}, {'label': 'disapproval', 'score': 0.0011419749353080988}, {'label': 'excitement', 'score': 0.0011404431425035}]
[{'label': 'surprise', 'score': 0.9149286150932312}, {'label': 'realization', 'score': 0.06501466780900955}, {'label': 'confusion', 'score': 0.005547205451875925}, {'label': 'neutral', 'score': 0.004442115314304829}, {'label': 'disapproval', 'score': 0.0025358281563967466}]
[{'label': 'surprise', 'score': 0.8919140696525574}, {'label': 'realization', 'score': 0.0813383162021637}, {'label': 'confusion', 'score': 0.008740558288991451}, {'label': 'neutral', 'score': 0.005005937535315752}, {'label': 'disapproval', 'score': 0.004020234569907188}]
[{'label': 'surprise', 'score': 0.8804980516433716}, {'label': 'realization', 'score': 0.08718377351760864}, {'label': 'confusion', 'score': 0.010021224617958069}, {'label': 'neutral', 'score': 0.006245612632483244}, {'label': 'disapproval', 'score': 0.0056673805229365826}]
[{'label': 'surprise', 'score': 0.8462397456169128}, {'label': 'realization', 'score': 0.10117124766111374}, {'label': 'confusion', 'score': 0.020059999078512192}, {'label': 'disapproval', 'score': 0.009440962225198746}, {'label': 'neutral', 'score': 0.008303659968078136}]
[{'label': 'surprise', 'score': 0.8475721478462219}, {'label': 'realization', 'score': 0.10176075249910355}, {'label': 'confusion', 'score': 0.01981862634420395}, {'label': 'disapproval', 'score': 0.008923727087676525}, {'label': 'neutral', 'score': 0.007517161313444376}]
[{'label': 'surprise', 'score': 0.86240154504776}, {'label': 'realization', 'score': 0.07982640713453293}, {'label': 'confusion', 'score': 0.021543938666582108}, {'label': 'disapproval', 'score': 0.011980317533016205}, {'label': 'neutral', 'score': 0.008341123349964619}]
[{'label': 'surprise', 'score': 0.9645934104919434}, {'label': 'realization', 'score': 0.019889751449227333}, {'label': 'neutral', 'score': 0.003744454588741064}, {'label': 'disapproval', 'score': 0.003260254394263029}, {'label': 'confusion', 'score': 0.002658311976119876}]
[{'label': 'surprise', 'score': 0.9621686935424805}, {'label': 'realization', 'score': 0.022441541776061058}, {'label': 'neutral', 'score': 0.004572419449687004}, {'label': 'disapproval', 'score': 0.002770432271063328}, {'label': 'confusion', 'score': 0.0021494266111403704}]
[{'label': 'surprise', 'score': 0.9386096596717834}, {'label': 'realization', 'score': 0.043188828974962234}, {'label': 'neutral', 'score': 0.0059571657329797745}, {'label': 'confusion', 'score': 0.003318952163681388}, {'label': 'disapproval', 'score': 0.002484664088115096}]
[{'label': 'surprise', 'score': 0.9373856782913208}, {'label': 'realization', 'score': 0.04414448142051697}, {'label': 'neutral', 'score': 0.006189515348523855}, {'label': 'confusion', 'score': 0.003283044556155801}, {'label': 'disapproval', 'score': 0.002355639822781086}]
[{'label': 'surprise', 'score': 0.9502015113830566}, {'label': 'realization', 'score': 0.03206760436296463}, {'label': 'neutral', 'score': 0.004869032185524702}, {'label': 'confusion', 'score': 0.003958444576710463}, {'label': 'disapproval', 'score': 0.0024132761172950268}]
[{'label': 'surprise', 'score': 0.9428644180297852}, {'label': 'realization', 'score': 0.0341007374227047}, {'label': 'confusion', 'score': 0.00899873673915863}, {'label': 'neutral', 'score': 0.0043653398752212524}, {'label': 'disapproval', 'score': 0.0020956206135451794}]
[{'label': 'surprise', 'score': 0.9330230951309204}, {'label': 'realization', 'score': 0.033536847680807114}, {'label': 'confusion', 'score': 0.0166682880371809}, {'label': 'neutral', 'score': 0.004347753711044788}, {'label': 'disapproval', 'score': 0.0027095945551991463}]
[{'label': 'surprise', 'score': 0.9364476203918457}, {'label': 'realization', 'score': 0.032598257064819336}, {'label': 'confusion', 'score': 0.013319023884832859}, {'label': 'neutral', 'score': 0.00519276550039649}, {'label': 'disapproval', 'score': 0.0029180743731558323}]
[{'label': 'surprise', 'score': 0.9354454278945923}, {'label': 'realization', 'score': 0.032580453902482986}, {'label': 'confusion', 'score': 0.014260507188737392}, {'label': 'neutral', 'score': 0.005007809028029442}, {'label': 'disapproval', 'score': 0.002955035772174597}]
[{'label': 'surprise', 'score': 0.9496657848358154}, {'label': 'realization', 'score': 0.029860395938158035}, {'label': 'confusion', 'score': 0.006383809726685286}, {'label': 'neutral', 'score': 0.00340202241204679}, {'label': 'disapproval', 'score': 0.0025676197838038206}]
[{'label': 'surprise', 'score': 0.9688470363616943}, {'label': 'realization', 'score': 0.016744006425142288}, {'label': 'confusion', 'score': 0.0037518173921853304}, {'label': 'neutral', 'score': 0.002415985334664583}, {'label': 'amusement', 'score': 0.0018889725906774402}]
[{'label': 'surprise', 'score': 0.9729380011558533}, {'label': 'realization', 'score': 0.01439362671226263}, {'label': 'confusion', 'score': 0.0031459536403417587}, {'label': 'amusement', 'score': 0.0019396052230149508}, {'label': 'neutral', 'score': 0.001846888568252325}]
[{'label': 'surprise', 'score': 0.9652075171470642}, {'label': 'realization', 'score': 0.01793763041496277}, {'label': 'confusion', 'score': 0.005226006731390953}, {'label': 'amusement', 'score': 0.0026316395960748196}, {'label': 'neutral', 'score': 0.0023228756617754698}]
[{'label': 'surprise', 'score': 0.9556635022163391}, {'label': 'realization', 'score': 0.02227695845067501}, {'label': 'confusion', 'score': 0.009174849838018417}, {'label': 'amusement', 'score': 0.0030347772408276796}, {'label': 'neutral', 'score': 0.002609391463920474}]
[{'label': 'surprise', 'score': 0.9057314991950989}, {'label': 'realization', 'score': 0.044036686420440674}, {'label': 'confusion', 'score': 0.026891939342021942}, {'label': 'neutral', 'score': 0.00817355141043663}, {'label': 'amusement', 'score': 0.004013379104435444}]
[{'label': 'surprise', 'score': 0.9330357313156128}, {'label': 'realization', 'score': 0.03354908898472786}, {'label': 'confusion', 'score': 0.017477568238973618}, {'label': 'neutral', 'score': 0.004113667644560337}, {'label': 'amusement', 'score': 0.0028960397467017174}]
[{'label': 'surprise', 'score': 0.9392019510269165}, {'label': 'realization', 'score': 0.031761348247528076}, {'label': 'confusion', 'score': 0.014347352087497711}, {'label': 'neutral', 'score': 0.0038244808092713356}, {'label': 'amusement', 'score': 0.002619301900267601}]
[{'label': 'surprise', 'score': 0.9520693421363831}, {'label': 'realization', 'score': 0.024804813787341118}, {'label': 'confusion', 'score': 0.00928014051169157}, {'label': 'amusement', 'score': 0.0033857228700071573}, {'label': 'neutral', 'score': 0.0026230779476463795}]
[{'label': 'surprise', 'score': 0.9094635248184204}, {'label': 'realization', 'score': 0.050609905272722244}, {'label': 'confusion', 'score': 0.017745917662978172}, {'label': 'amusement', 'score': 0.006347098387777805}, {'label': 'disapproval', 'score': 0.0043214717879891396}]
[{'label': 'surprise', 'score': 0.8810251951217651}, {'label': 'realization', 'score': 0.06097010523080826}, {'label': 'confusion', 'score': 0.021809332072734833}, {'label': 'amusement', 'score': 0.01044334564357996}, {'label': 'neutral', 'score': 0.007673909422010183}]
[{'label': 'surprise', 'score': 0.8685845732688904}, {'label': 'realization', 'score': 0.06690147519111633}, {'label': 'confusion', 'score': 0.025752924382686615}, {'label': 'amusement', 'score': 0.011304001323878765}, {'label': 'neutral', 'score': 0.008841241709887981}]
[{'label': 'surprise', 'score': 0.829518735408783}, {'label': 'realization', 'score': 0.05035296082496643}, {'label': 'confusion', 'score': 0.03953338414430618}, {'label': 'neutral', 'score': 0.03783150389790535}, {'label': 'amusement', 'score': 0.017925148829817772}]
[{'label': 'surprise', 'score': 0.9062625169754028}, {'label': 'realization', 'score': 0.02916784957051277}, {'label': 'neutral', 'score': 0.02116997539997101}, {'label': 'confusion', 'score': 0.020922210067510605}, {'label': 'amusement', 'score': 0.008666101843118668}]
[{'label': 'surprise', 'score': 0.9382041692733765}, {'label': 'realization', 'score': 0.02379416488111019}, {'label': 'confusion', 'score': 0.014673077501356602}, {'label': 'neutral', 'score': 0.011754189617931843}, {'label': 'amusement', 'score': 0.00306782522238791}]
[{'label': 'surprise', 'score': 0.9678037166595459}, {'label': 'realization', 'score': 0.01724846474826336}, {'label': 'neutral', 'score': 0.003912369254976511}, {'label': 'confusion', 'score': 0.003789604874327779}, {'label': 'amusement', 'score': 0.0015982616459950805}]
[{'label': 'surprise', 'score': 0.9741694331169128}, {'label': 'realization', 'score': 0.014351913705468178}, {'label': 'confusion', 'score': 0.0027319544460624456}, {'label': 'amusement', 'score': 0.001903032069094479}, {'label': 'disapproval', 'score': 0.001595070119947195}]
[{'label': 'surprise', 'score': 0.9652081727981567}, {'label': 'realization', 'score': 0.01707727089524269}, {'label': 'confusion', 'score': 0.005190256983041763}, {'label': 'amusement', 'score': 0.0034454672131687403}, {'label': 'disapproval', 'score': 0.0022002316545695066}]
[{'label': 'surprise', 'score': 0.945817232131958}, {'label': 'realization', 'score': 0.025639818981289864}, {'label': 'confusion', 'score': 0.008479665033519268}, {'label': 'neutral', 'score': 0.004921287763863802}, {'label': 'amusement', 'score': 0.004721098113805056}]
[{'label': 'surprise', 'score': 0.8907839059829712}, {'label': 'confusion', 'score': 0.03460638225078583}, {'label': 'realization', 'score': 0.031475603580474854}, {'label': 'neutral', 'score': 0.014905229210853577}, {'label': 'amusement', 'score': 0.010998966172337532}]
[{'label': 'surprise', 'score': 0.7901098132133484}, {'label': 'confusion', 'score': 0.10538309067487717}, {'label': 'realization', 'score': 0.041619133204221725}, {'label': 'neutral', 'score': 0.0266469344496727}, {'label': 'amusement', 'score': 0.014629934914410114}]
[{'label': 'surprise', 'score': 0.6314420700073242}, {'label': 'confusion', 'score': 0.26559412479400635}, {'label': 'realization', 'score': 0.039994072169065475}, {'label': 'neutral', 'score': 0.025188280269503593}, {'label': 'amusement', 'score': 0.014815847389400005}]
[{'label': 'surprise', 'score': 0.5112681984901428}, {'label': 'confusion', 'score': 0.41785183548927307}, {'label': 'realization', 'score': 0.030337104573845863}, {'label': 'amusement', 'score': 0.011772887781262398}, {'label': 'neutral', 'score': 0.0087883984670043}]
[{'label': 'confusion', 'score': 0.5146080851554871}, {'label': 'surprise', 'score': 0.4125790297985077}, {'label': 'realization', 'score': 0.031070182099938393}, {'label': 'amusement', 'score': 0.011854980140924454}, {'label': 'neutral', 'score': 0.009869021363556385}]
[{'label': 'surprise', 'score': 0.5030755996704102}, {'label': 'confusion', 'score': 0.41183996200561523}, {'label': 'realization', 'score': 0.04505741223692894}, {'label': 'amusement', 'score': 0.012355059385299683}, {'label': 'neutral', 'score': 0.005647235084325075}]
[{'label': 'confusion', 'score': 0.507660984992981}, {'label': 'surprise', 'score': 0.3839567005634308}, {'label': 'realization', 'score': 0.0559682697057724}, {'label': 'amusement', 'score': 0.017528297379612923}, {'label': 'neutral', 'score': 0.008603211492300034}]
[{'label': 'surprise', 'score': 0.6779574155807495}, {'label': 'confusion', 'score': 0.23510989546775818}, {'label': 'realization', 'score': 0.04631642624735832}, {'label': 'amusement', 'score': 0.013393896631896496}, {'label': 'neutral', 'score': 0.0067053427919745445}]
[{'label': 'surprise', 'score': 0.9561097621917725}, {'label': 'realization', 'score': 0.017670128494501114}, {'label': 'confusion', 'score': 0.013039413839578629}, {'label': 'amusement', 'score': 0.0035076201893389225}, {'label': 'neutral', 'score': 0.002286576433107257}]
[{'label': 'surprise', 'score': 0.9438542127609253}, {'label': 'realization', 'score': 0.023269781842827797}, {'label': 'confusion', 'score': 0.016637589782476425}, {'label': 'neutral', 'score': 0.004530035424977541}, {'label': 'amusement', 'score': 0.0035944099072366953}]
[{'label': 'surprise', 'score': 0.9739710092544556}, {'label': 'realization', 'score': 0.010350598953664303}, {'label': 'confusion', 'score': 0.006567726843059063}, {'label': 'neutral', 'score': 0.0033259300980716944}, {'label': 'amusement', 'score': 0.0013420369941741228}]
[{'label': 'surprise', 'score': 0.9576123952865601}, {'label': 'realization', 'score': 0.01526062935590744}, {'label': 'neutral', 'score': 0.011446558870375156}, {'label': 'confusion', 'score': 0.008776702918112278}, {'label': 'disapproval', 'score': 0.0015455344691872597}]
[{'label': 'confusion', 'score': 0.5534306764602661}, {'label': 'neutral', 'score': 0.3971066474914551}, {'label': 'realization', 'score': 0.014760024845600128}, {'label': 'surprise', 'score': 0.01144912838935852}, {'label': 'disapproval', 'score': 0.008943318389356136}]
[{'label': 'neutral', 'score': 0.49348944425582886}, {'label': 'confusion', 'score': 0.46889185905456543}, {'label': 'realization', 'score': 0.015367001295089722}, {'label': 'disapproval', 'score': 0.007592075504362583}, {'label': 'surprise', 'score': 0.0034312119241803885}]
[{'label': 'confusion', 'score': 0.8219820857048035}, {'label': 'neutral', 'score': 0.15617895126342773}, {'label': 'realization', 'score': 0.007435877341777086}, {'label': 'disapproval', 'score': 0.004080883227288723}, {'label': 'amusement', 'score': 0.0025282404385507107}]
[{'label': 'confusion', 'score': 0.8932514190673828}, {'label': 'neutral', 'score': 0.08897345513105392}, {'label': 'realization', 'score': 0.005533670075237751}, {'label': 'disapproval', 'score': 0.0033971560187637806}, {'label': 'amusement', 'score': 0.0023740760516375303}]
[{'label': 'confusion', 'score': 0.9008535742759705}, {'label': 'neutral', 'score': 0.08055976778268814}, {'label': 'realization', 'score': 0.005814054049551487}, {'label': 'disapproval', 'score': 0.0034708629827946424}, {'label': 'amusement', 'score': 0.0026845980901271105}]
[{'label': 'confusion', 'score': 0.8983092904090881}, {'label': 'neutral', 'score': 0.07938051968812943}, {'label': 'realization', 'score': 0.006394330412149429}, {'label': 'amusement', 'score': 0.004298425745218992}, {'label': 'disapproval', 'score': 0.003304400248453021}]
[{'label': 'confusion', 'score': 0.508173406124115}, {'label': 'neutral', 'score': 0.4475902318954468}, {'label': 'realization', 'score': 0.017032664269208908}, {'label': 'disapproval', 'score': 0.010856086388230324}, {'label': 'amusement', 'score': 0.004008279647678137}]
[{'label': 'neutral', 'score': 0.5672993063926697}, {'label': 'confusion', 'score': 0.39301708340644836}, {'label': 'realization', 'score': 0.014436326920986176}, {'label': 'disapproval', 'score': 0.01158288586884737}, {'label': 'amusement', 'score': 0.002977498574182391}]
[{'label': 'neutral', 'score': 0.749020516872406}, {'label': 'confusion', 'score': 0.21879872679710388}, {'label': 'realization', 'score': 0.013890744186937809}, {'label': 'disapproval', 'score': 0.007309660781174898}, {'label': 'amusement', 'score': 0.0020316739100962877}]
[{'label': 'confusion', 'score': 0.6588402390480042}, {'label': 'neutral', 'score': 0.3150510787963867}, {'label': 'realization', 'score': 0.008744931779801846}, {'label': 'disapproval', 'score': 0.00607598340138793}, {'label': 'amusement', 'score': 0.0026458369102329016}]
[{'label': 'confusion', 'score': 0.7223494052886963}, {'label': 'neutral', 'score': 0.2536071836948395}, {'label': 'realization', 'score': 0.007792803458869457}, {'label': 'disapproval', 'score': 0.004375910386443138}, {'label': 'amusement', 'score': 0.0030008209869265556}]
[{'label': 'confusion', 'score': 0.7904930710792542}, {'label': 'neutral', 'score': 0.183500275015831}, {'label': 'realization', 'score': 0.008075336925685406}, {'label': 'amusement', 'score': 0.00388804217800498}, {'label': 'disapproval', 'score': 0.0034339462872594595}]
[{'label': 'confusion', 'score': 0.8281511664390564}, {'label': 'neutral', 'score': 0.14686258137226105}, {'label': 'realization', 'score': 0.0069445231929421425}, {'label': 'amusement', 'score': 0.004176816903054714}, {'label': 'disapproval', 'score': 0.0030226712115108967}]
[{'label': 'confusion', 'score': 0.6562700271606445}, {'label': 'neutral', 'score': 0.3117125928401947}, {'label': 'realization', 'score': 0.009571820497512817}, {'label': 'disapproval', 'score': 0.005254372023046017}, {'label': 'amusement', 'score': 0.005207959096878767}]
[{'label': 'confusion', 'score': 0.6181145310401917}, {'label': 'neutral', 'score': 0.3452844023704529}, {'label': 'realization', 'score': 0.012454708106815815}, {'label': 'disapproval', 'score': 0.006832133047282696}, {'label': 'amusement', 'score': 0.005487930495291948}]
[{'label': 'confusion', 'score': 0.5541852712631226}, {'label': 'neutral', 'score': 0.40687254071235657}, {'label': 'realization', 'score': 0.013610070571303368}, {'label': 'disapproval', 'score': 0.007252170238643885}, {'label': 'amusement', 'score': 0.00563001586124301}]
[{'label': 'neutral', 'score': 0.7849038243293762}, {'label': 'confusion', 'score': 0.16632933914661407}, {'label': 'realization', 'score': 0.02260573022067547}, {'label': 'disapproval', 'score': 0.010107239708304405}, {'label': 'surprise', 'score': 0.004030661657452583}]
[{'label': 'neutral', 'score': 0.5721862316131592}, {'label': 'confusion', 'score': 0.3507857620716095}, {'label': 'realization', 'score': 0.0354529470205307}, {'label': 'surprise', 'score': 0.011780071072280407}, {'label': 'disapproval', 'score': 0.01035256776958704}]
[{'label': 'neutral', 'score': 0.48220229148864746}, {'label': 'confusion', 'score': 0.4484192430973053}, {'label': 'realization', 'score': 0.03237476572394371}, {'label': 'disapproval', 'score': 0.012069395743310452}, {'label': 'surprise', 'score': 0.006695200223475695}]
[{'label': 'neutral', 'score': 0.5561122894287109}, {'label': 'confusion', 'score': 0.3706222176551819}, {'label': 'realization', 'score': 0.035057082772254944}, {'label': 'disapproval', 'score': 0.013854552060365677}, {'label': 'amusement', 'score': 0.005217019468545914}]
[{'label': 'confusion', 'score': 0.5884785652160645}, {'label': 'neutral', 'score': 0.3503439128398895}, {'label': 'realization', 'score': 0.02610379457473755}, {'label': 'amusement', 'score': 0.008802576921880245}, {'label': 'surprise', 'score': 0.008204910904169083}]
[{'label': 'neutral', 'score': 0.6675554513931274}, {'label': 'confusion', 'score': 0.2708917260169983}, {'label': 'realization', 'score': 0.028938036412000656}, {'label': 'amusement', 'score': 0.008100737817585468}, {'label': 'surprise', 'score': 0.007491193246096373}]
[{'label': 'neutral', 'score': 0.7162910103797913}, {'label': 'confusion', 'score': 0.2242221236228943}, {'label': 'realization', 'score': 0.027154866605997086}, {'label': 'amusement', 'score': 0.008038547821342945}, {'label': 'surprise', 'score': 0.007721551228314638}]
[{'label': 'neutral', 'score': 0.8909505605697632}, {'label': 'confusion', 'score': 0.0826156809926033}, {'label': 'realization', 'score': 0.01544786524027586}, {'label': 'disapproval', 'score': 0.0028084642253816128}, {'label': 'amusement', 'score': 0.0018291946034878492}]
