[{'label': 'remorse', 'score': 0.3367615342140198}, {'label': 'sadness', 'score': 0.21818599104881287}, {'label': 'grief', 'score': 0.15338227152824402}, {'label': 'caring', 'score': 0.09675418585538864}, {'label': 'fear', 'score': 0.053386837244033813}]
[{'label': 'surprise', 'score': 0.8380962014198303}, {'label': 'embarrassment', 'score': 0.05944480001926422}, {'label': 'disappointment', 'score': 0.041105229407548904}, {'label': 'realization', 'score': 0.02293076179921627}, {'label': 'sadness', 'score': 0.011141521856188774}]
[{'label': 'sadness', 'score': 0.23121026158332825}, {'label': 'surprise', 'score': 0.21665795147418976}, {'label': 'disappointment', 'score': 0.15716877579689026}, {'label': 'embarrassment', 'score': 0.1382208615541458}, {'label': 'remorse', 'score': 0.10997526347637177}]
[{'label': 'sadness', 'score': 0.4955172836780548}, {'label': 'remorse', 'score': 0.16109351813793182}, {'label': 'disappointment', 'score': 0.0942896157503128}, {'label': 'fear', 'score': 0.06416414678096771}, {'label': 'embarrassment', 'score': 0.04756039008498192}]
[{'label': 'sadness', 'score': 0.5243484377861023}, {'label': 'remorse', 'score': 0.15415175259113312}, {'label': 'disappointment', 'score': 0.08656224608421326}, {'label': 'fear', 'score': 0.07320057600736618}, {'label': 'embarrassment', 'score': 0.03993716463446617}]
[{'label': 'sadness', 'score': 0.29632946848869324}, {'label': 'surprise', 'score': 0.17176413536071777}, {'label': 'disappointment', 'score': 0.1616288423538208}, {'label': 'embarrassment', 'score': 0.10807213187217712}, {'label': 'remorse', 'score': 0.10051653534173965}]
[{'label': 'disappointment', 'score': 0.2521439492702484}, {'label': 'sadness', 'score': 0.24699871242046356}, {'label': 'surprise', 'score': 0.1984933465719223}, {'label': 'remorse', 'score': 0.09051049500703812}, {'label': 'embarrassment', 'score': 0.08232787251472473}]
[{'label': 'disappointment', 'score': 0.2577761113643646}, {'label': 'sadness', 'score': 0.2450833022594452}, {'label': 'remorse', 'score': 0.21934257447719574}, {'label': 'embarrassment', 'score': 0.08148840069770813}, {'label': 'surprise', 'score': 0.06782792508602142}]
[{'label': 'remorse', 'score': 0.2293577641248703}, {'label': 'sadness', 'score': 0.22672393918037415}, {'label': 'disappointment', 'score': 0.21982581913471222}, {'label': 'embarrassment', 'score': 0.12507541477680206}, {'label': 'surprise', 'score': 0.09240195900201797}]
[{'label': 'sadness', 'score': 0.22679080069065094}, {'label': 'disappointment', 'score': 0.20727045834064484}, {'label': 'remorse', 'score': 0.18936407566070557}, {'label': 'surprise', 'score': 0.13983264565467834}, {'label': 'embarrassment', 'score': 0.12989556789398193}]
[{'label': 'disappointment', 'score': 0.24791955947875977}, {'label': 'embarrassment', 'score': 0.18393802642822266}, {'label': 'remorse', 'score': 0.16682344675064087}, {'label': 'sadness', 'score': 0.153304323554039}, {'label': 'surprise', 'score': 0.14556245505809784}]
[{'label': 'embarrassment', 'score': 0.27437853813171387}, {'label': 'surprise', 'score': 0.17958174645900726}, {'label': 'remorse', 'score': 0.17758141458034515}, {'label': 'disappointment', 'score': 0.15586243569850922}, {'label': 'sadness', 'score': 0.11740386486053467}]
[{'label': 'remorse', 'score': 0.25914934277534485}, {'label': 'embarrassment', 'score': 0.22205771505832672}, {'label': 'sadness', 'score': 0.19864514470100403}, {'label': 'disappointment', 'score': 0.1504891812801361}, {'label': 'surprise', 'score': 0.06588168442249298}]
[{'label': 'remorse', 'score': 0.4219909906387329}, {'label': 'sadness', 'score': 0.16548281908035278}, {'label': 'embarrassment', 'score': 0.1572958528995514}, {'label': 'disappointment', 'score': 0.1051982119679451}, {'label': 'gratitude', 'score': 0.056464727967977524}]
[{'label': 'remorse', 'score': 0.413912296295166}, {'label': 'sadness', 'score': 0.16360534727573395}, {'label': 'embarrassment', 'score': 0.16245219111442566}, {'label': 'disappointment', 'score': 0.10514458268880844}, {'label': 'gratitude', 'score': 0.05564766377210617}]
[{'label': 'remorse', 'score': 0.3309937119483948}, {'label': 'sadness', 'score': 0.22376438975334167}, {'label': 'disappointment', 'score': 0.1633770763874054}, {'label': 'embarrassment', 'score': 0.11394035071134567}, {'label': 'gratitude', 'score': 0.0523056760430336}]
[{'label': 'remorse', 'score': 0.3581990897655487}, {'label': 'sadness', 'score': 0.2010013610124588}, {'label': 'disappointment', 'score': 0.147536963224411}, {'label': 'embarrassment', 'score': 0.14525966346263885}, {'label': 'surprise', 'score': 0.045137010514736176}]
[{'label': 'remorse', 'score': 0.3152856230735779}, {'label': 'disappointment', 'score': 0.1800358146429062}, {'label': 'embarrassment', 'score': 0.17249877750873566}, {'label': 'sadness', 'score': 0.14472775161266327}, {'label': 'surprise', 'score': 0.0809163972735405}]
[{'label': 'remorse', 'score': 0.2843269407749176}, {'label': 'disappointment', 'score': 0.2134391814470291}, {'label': 'embarrassment', 'score': 0.158888578414917}, {'label': 'sadness', 'score': 0.14864522218704224}, {'label': 'surprise', 'score': 0.08155768364667892}]
[{'label': 'remorse', 'score': 0.3022618889808655}, {'label': 'disappointment', 'score': 0.2100735306739807}, {'label': 'embarrassment', 'score': 0.19781140983104706}, {'label': 'sadness', 'score': 0.11774607747793198}, {'label': 'gratitude', 'score': 0.05828463286161423}]
[{'label': 'disappointment', 'score': 0.26576945185661316}, {'label': 'remorse', 'score': 0.2573181986808777}, {'label': 'embarrassment', 'score': 0.2210891991853714}, {'label': 'sadness', 'score': 0.08576630055904388}, {'label': 'gratitude', 'score': 0.06467225402593613}]
[{'label': 'disappointment', 'score': 0.27326884865760803}, {'label': 'remorse', 'score': 0.26228728890419006}, {'label': 'embarrassment', 'score': 0.2046758532524109}, {'label': 'sadness', 'score': 0.08997754007577896}, {'label': 'gratitude', 'score': 0.06854504346847534}]
[{'label': 'disappointment', 'score': 0.30290859937667847}, {'label': 'remorse', 'score': 0.28904250264167786}, {'label': 'embarrassment', 'score': 0.18380458652973175}, {'label': 'sadness', 'score': 0.09057028591632843}, {'label': 'gratitude', 'score': 0.06743532419204712}]
[{'label': 'remorse', 'score': 0.41585573554039}, {'label': 'disappointment', 'score': 0.2074861377477646}, {'label': 'embarrassment', 'score': 0.14904344081878662}, {'label': 'sadness', 'score': 0.09430025517940521}, {'label': 'gratitude', 'score': 0.07327742874622345}]
[{'label': 'remorse', 'score': 0.40611979365348816}, {'label': 'disappointment', 'score': 0.22254008054733276}, {'label': 'sadness', 'score': 0.1308826506137848}, {'label': 'embarrassment', 'score': 0.11958686262369156}, {'label': 'gratitude', 'score': 0.06418949365615845}]
[{'label': 'remorse', 'score': 0.4029322564601898}, {'label': 'disappointment', 'score': 0.22735688090324402}, {'label': 'sadness', 'score': 0.14900042116641998}, {'label': 'embarrassment', 'score': 0.13779060542583466}, {'label': 'gratitude', 'score': 0.03483176976442337}]
[{'label': 'remorse', 'score': 0.28126901388168335}, {'label': 'disappointment', 'score': 0.26545995473861694}, {'label': 'embarrassment', 'score': 0.23662883043289185}, {'label': 'sadness', 'score': 0.12428009510040283}, {'label': 'realization', 'score': 0.023447319865226746}]
[{'label': 'disappointment', 'score': 0.3296035826206207}, {'label': 'remorse', 'score': 0.25045284628868103}, {'label': 'embarrassment', 'score': 0.18465860188007355}, {'label': 'sadness', 'score': 0.13408759236335754}, {'label': 'gratitude', 'score': 0.02536041848361492}]
[{'label': 'disappointment', 'score': 0.3228382170200348}, {'label': 'remorse', 'score': 0.2524449825286865}, {'label': 'embarrassment', 'score': 0.19046583771705627}, {'label': 'sadness', 'score': 0.13341280817985535}, {'label': 'gratitude', 'score': 0.02517145872116089}]
[{'label': 'remorse', 'score': 0.2873162627220154}, {'label': 'disappointment', 'score': 0.24038325250148773}, {'label': 'sadness', 'score': 0.18859316408634186}, {'label': 'embarrassment', 'score': 0.17670217156410217}, {'label': 'gratitude', 'score': 0.03745681047439575}]
[{'label': 'remorse', 'score': 0.26781412959098816}, {'label': 'disappointment', 'score': 0.21600665152072906}, {'label': 'sadness', 'score': 0.20044104754924774}, {'label': 'embarrassment', 'score': 0.16429920494556427}, {'label': 'gratitude', 'score': 0.056691236793994904}]
[{'label': 'embarrassment', 'score': 0.25028178095817566}, {'label': 'disappointment', 'score': 0.1966364085674286}, {'label': 'remorse', 'score': 0.16911107301712036}, {'label': 'sadness', 'score': 0.12933339178562164}, {'label': 'surprise', 'score': 0.10970912873744965}]
[{'label': 'embarrassment', 'score': 0.3485325872898102}, {'label': 'disappointment', 'score': 0.1687529981136322}, {'label': 'remorse', 'score': 0.15425711870193481}, {'label': 'surprise', 'score': 0.13438084721565247}, {'label': 'gratitude', 'score': 0.0628778487443924}]
[{'label': 'disappointment', 'score': 0.2884773015975952}, {'label': 'embarrassment', 'score': 0.26980483531951904}, {'label': 'remorse', 'score': 0.15269502997398376}, {'label': 'surprise', 'score': 0.10747518390417099}, {'label': 'sadness', 'score': 0.07292462140321732}]
[{'label': 'disappointment', 'score': 0.2912523150444031}, {'label': 'embarrassment', 'score': 0.25327324867248535}, {'label': 'remorse', 'score': 0.16447149217128754}, {'label': 'surprise', 'score': 0.09866641461849213}, {'label': 'sadness', 'score': 0.08152242749929428}]
[{'label': 'disappointment', 'score': 0.36756229400634766}, {'label': 'embarrassment', 'score': 0.1629941314458847}, {'label': 'remorse', 'score': 0.15523943305015564}, {'label': 'sadness', 'score': 0.12084352225065231}, {'label': 'surprise', 'score': 0.08554281294345856}]
[{'label': 'disappointment', 'score': 0.2534133195877075}, {'label': 'sadness', 'score': 0.2391727715730667}, {'label': 'remorse', 'score': 0.17907628417015076}, {'label': 'embarrassment', 'score': 0.15862759947776794}, {'label': 'surprise', 'score': 0.06776091456413269}]
[{'label': 'sadness', 'score': 0.28393328189849854}, {'label': 'disappointment', 'score': 0.23485326766967773}, {'label': 'remorse', 'score': 0.22816821932792664}, {'label': 'embarrassment', 'score': 0.14283505082130432}, {'label': 'surprise', 'score': 0.030601071193814278}]
[{'label': 'disappointment', 'score': 0.23940372467041016}, {'label': 'embarrassment', 'score': 0.23117564618587494}, {'label': 'sadness', 'score': 0.19177646934986115}, {'label': 'remorse', 'score': 0.18763062357902527}, {'label': 'surprise', 'score': 0.05975323170423508}]
[{'label': 'surprise', 'score': 0.799929678440094}, {'label': 'embarrassment', 'score': 0.059717584401369095}, {'label': 'disappointment', 'score': 0.05731271207332611}, {'label': 'realization', 'score': 0.03252018243074417}, {'label': 'sadness', 'score': 0.01755083166062832}]
[{'label': 'surprise', 'score': 0.8068668246269226}, {'label': 'embarrassment', 'score': 0.05795081704854965}, {'label': 'disappointment', 'score': 0.053840067237615585}, {'label': 'realization', 'score': 0.03466064855456352}, {'label': 'sadness', 'score': 0.01572321355342865}]
[{'label': 'surprise', 'score': 0.8070950508117676}, {'label': 'realization', 'score': 0.08345235139131546}, {'label': 'embarrassment', 'score': 0.045803748071193695}, {'label': 'disappointment', 'score': 0.03221654146909714}, {'label': 'remorse', 'score': 0.007132563274353743}]
[{'label': 'surprise', 'score': 0.6316571831703186}, {'label': 'realization', 'score': 0.15805599093437195}, {'label': 'embarrassment', 'score': 0.10662668198347092}, {'label': 'disappointment', 'score': 0.05507921054959297}, {'label': 'remorse', 'score': 0.014285679906606674}]
[{'label': 'surprise', 'score': 0.6146475672721863}, {'label': 'realization', 'score': 0.18361252546310425}, {'label': 'embarrassment', 'score': 0.08746319264173508}, {'label': 'disappointment', 'score': 0.06053318455815315}, {'label': 'remorse', 'score': 0.015173211693763733}]
[{'label': 'disappointment', 'score': 0.2792398929595947}, {'label': 'remorse', 'score': 0.20407895743846893}, {'label': 'sadness', 'score': 0.1617223620414734}, {'label': 'embarrassment', 'score': 0.13740882277488708}, {'label': 'gratitude', 'score': 0.06600143760442734}]
[{'label': 'sadness', 'score': 0.3326970934867859}, {'label': 'disappointment', 'score': 0.2801892161369324}, {'label': 'remorse', 'score': 0.14964520931243896}, {'label': 'embarrassment', 'score': 0.07798945903778076}, {'label': 'realization', 'score': 0.05089888349175453}]
[{'label': 'disappointment', 'score': 0.2797112762928009}, {'label': 'sadness', 'score': 0.2632913291454315}, {'label': 'remorse', 'score': 0.16829872131347656}, {'label': 'embarrassment', 'score': 0.10819590836763382}, {'label': 'realization', 'score': 0.06421644240617752}]
[{'label': 'surprise', 'score': 0.3898916244506836}, {'label': 'realization', 'score': 0.3013627529144287}, {'label': 'disappointment', 'score': 0.10960321128368378}, {'label': 'embarrassment', 'score': 0.07375087589025497}, {'label': 'sadness', 'score': 0.07295956462621689}]
[{'label': 'realization', 'score': 0.28097233176231384}, {'label': 'surprise', 'score': 0.2582833468914032}, {'label': 'embarrassment', 'score': 0.20295275747776031}, {'label': 'disappointment', 'score': 0.11476775258779526}, {'label': 'sadness', 'score': 0.057368747889995575}]
[{'label': 'surprise', 'score': 0.4856082797050476}, {'label': 'realization', 'score': 0.22979487478733063}, {'label': 'embarrassment', 'score': 0.18205267190933228}, {'label': 'disappointment', 'score': 0.03851372003555298}, {'label': 'remorse', 'score': 0.01875145174562931}]
[{'label': 'surprise', 'score': 0.6282481551170349}, {'label': 'realization', 'score': 0.18330621719360352}, {'label': 'embarrassment', 'score': 0.12198518216609955}, {'label': 'disappointment', 'score': 0.018553979694843292}, {'label': 'remorse', 'score': 0.011984518729150295}]
[{'label': 'surprise', 'score': 0.508735716342926}, {'label': 'realization', 'score': 0.2115279585123062}, {'label': 'embarrassment', 'score': 0.17664672434329987}, {'label': 'disappointment', 'score': 0.03860289976000786}, {'label': 'remorse', 'score': 0.01884310133755207}]
[{'label': 'surprise', 'score': 0.5679720044136047}, {'label': 'embarrassment', 'score': 0.19310633838176727}, {'label': 'realization', 'score': 0.160829097032547}, {'label': 'disappointment', 'score': 0.03155205771327019}, {'label': 'remorse', 'score': 0.012991217896342278}]
[{'label': 'surprise', 'score': 0.5547028183937073}, {'label': 'embarrassment', 'score': 0.19918157160282135}, {'label': 'realization', 'score': 0.1429940015077591}, {'label': 'disappointment', 'score': 0.05263066664338112}, {'label': 'remorse', 'score': 0.01326176431030035}]
[{'label': 'surprise', 'score': 0.3304867744445801}, {'label': 'embarrassment', 'score': 0.3287125527858734}, {'label': 'disappointment', 'score': 0.12769344449043274}, {'label': 'realization', 'score': 0.11773090809583664}, {'label': 'remorse', 'score': 0.03220195695757866}]
[{'label': 'embarrassment', 'score': 0.4641002416610718}, {'label': 'disappointment', 'score': 0.16201964020729065}, {'label': 'surprise', 'score': 0.11986351013183594}, {'label': 'realization', 'score': 0.09882126748561859}, {'label': 'remorse', 'score': 0.0689886137843132}]
[{'label': 'embarrassment', 'score': 0.43485113978385925}, {'label': 'disappointment', 'score': 0.2294386476278305}, {'label': 'remorse', 'score': 0.09509622305631638}, {'label': 'realization', 'score': 0.06825102865695953}, {'label': 'surprise', 'score': 0.06096148490905762}]
[{'label': 'surprise', 'score': 0.35696637630462646}, {'label': 'embarrassment', 'score': 0.21381992101669312}, {'label': 'realization', 'score': 0.15517400205135345}, {'label': 'disappointment', 'score': 0.15400034189224243}, {'label': 'sadness', 'score': 0.049995891749858856}]
[{'label': 'surprise', 'score': 0.5059731006622314}, {'label': 'realization', 'score': 0.18346524238586426}, {'label': 'embarrassment', 'score': 0.08970403671264648}, {'label': 'disappointment', 'score': 0.08551523834466934}, {'label': 'sadness', 'score': 0.07456661760807037}]
[{'label': 'surprise', 'score': 0.513053834438324}, {'label': 'sadness', 'score': 0.14184869825839996}, {'label': 'realization', 'score': 0.1104816272854805}, {'label': 'disappointment', 'score': 0.0959000363945961}, {'label': 'embarrassment', 'score': 0.06496603786945343}]
[{'label': 'surprise', 'score': 0.42462682723999023}, {'label': 'sadness', 'score': 0.15819142758846283}, {'label': 'embarrassment', 'score': 0.14561747014522552}, {'label': 'disappointment', 'score': 0.11080393940210342}, {'label': 'realization', 'score': 0.060631584376096725}]
[{'label': 'surprise', 'score': 0.6324172616004944}, {'label': 'embarrassment', 'score': 0.15578708052635193}, {'label': 'realization', 'score': 0.06073978915810585}, {'label': 'disappointment', 'score': 0.06034037843346596}, {'label': 'sadness', 'score': 0.03678763285279274}]
[{'label': 'surprise', 'score': 0.5884312987327576}, {'label': 'embarrassment', 'score': 0.21008352935314178}, {'label': 'realization', 'score': 0.06769360601902008}, {'label': 'disappointment', 'score': 0.06479678303003311}, {'label': 'sadness', 'score': 0.021489396691322327}]
[{'label': 'fear', 'score': 0.4456159174442291}, {'label': 'nervousness', 'score': 0.1437189131975174}, {'label': 'surprise', 'score': 0.10349513590335846}, {'label': 'embarrassment', 'score': 0.10020336508750916}, {'label': 'disappointment', 'score': 0.071137435734272}]
[{'label': 'fear', 'score': 0.35468578338623047}, {'label': 'nervousness', 'score': 0.13649624586105347}, {'label': 'embarrassment', 'score': 0.13380366563796997}, {'label': 'sadness', 'score': 0.11522318422794342}, {'label': 'disappointment', 'score': 0.11249799281358719}]
[{'label': 'fear', 'score': 0.569574773311615}, {'label': 'sadness', 'score': 0.15518702566623688}, {'label': 'nervousness', 'score': 0.12632706761360168}, {'label': 'disappointment', 'score': 0.08094209432601929}, {'label': 'embarrassment', 'score': 0.024857020005583763}]
[{'label': 'sadness', 'score': 0.33326879143714905}, {'label': 'disappointment', 'score': 0.24269843101501465}, {'label': 'fear', 'score': 0.12419779598712921}, {'label': 'embarrassment', 'score': 0.1014062836766243}, {'label': 'surprise', 'score': 0.06414578855037689}]
[{'label': 'disappointment', 'score': 0.237834632396698}, {'label': 'surprise', 'score': 0.20642295479774475}, {'label': 'sadness', 'score': 0.19380909204483032}, {'label': 'embarrassment', 'score': 0.1492559015750885}, {'label': 'realization', 'score': 0.08246996253728867}]
[{'label': 'surprise', 'score': 0.3320244550704956}, {'label': 'disappointment', 'score': 0.22511936724185944}, {'label': 'sadness', 'score': 0.1643466353416443}, {'label': 'embarrassment', 'score': 0.10828857123851776}, {'label': 'realization', 'score': 0.09223704040050507}]
[{'label': 'surprise', 'score': 0.36190304160118103}, {'label': 'disappointment', 'score': 0.22808237373828888}, {'label': 'sadness', 'score': 0.13540394604206085}, {'label': 'embarrassment', 'score': 0.10908345878124237}, {'label': 'realization', 'score': 0.09978422522544861}]
[{'label': 'surprise', 'score': 0.4384053349494934}, {'label': 'sadness', 'score': 0.15514901280403137}, {'label': 'disappointment', 'score': 0.1407356709241867}, {'label': 'realization', 'score': 0.1104232668876648}, {'label': 'embarrassment', 'score': 0.04725717753171921}]
[{'label': 'fear', 'score': 0.3127266466617584}, {'label': 'surprise', 'score': 0.20282840728759766}, {'label': 'sadness', 'score': 0.15223370492458344}, {'label': 'nervousness', 'score': 0.11732970923185349}, {'label': 'disappointment', 'score': 0.10498757660388947}]
[{'label': 'fear', 'score': 0.48877444863319397}, {'label': 'nervousness', 'score': 0.1429511457681656}, {'label': 'surprise', 'score': 0.12617920339107513}, {'label': 'sadness', 'score': 0.08979233354330063}, {'label': 'disappointment', 'score': 0.0752251073718071}]
[{'label': 'fear', 'score': 0.5016347169876099}, {'label': 'nervousness', 'score': 0.13951417803764343}, {'label': 'surprise', 'score': 0.11134019494056702}, {'label': 'sadness', 'score': 0.09385112673044205}, {'label': 'disappointment', 'score': 0.0788835883140564}]
[{'label': 'fear', 'score': 0.3345143496990204}, {'label': 'surprise', 'score': 0.27727532386779785}, {'label': 'nervousness', 'score': 0.15125441551208496}, {'label': 'realization', 'score': 0.0710059255361557}, {'label': 'sadness', 'score': 0.06128358095884323}]
[{'label': 'surprise', 'score': 0.641325831413269}, {'label': 'realization', 'score': 0.14986130595207214}, {'label': 'disappointment', 'score': 0.04484828561544418}, {'label': 'nervousness', 'score': 0.04000560939311981}, {'label': 'fear', 'score': 0.039601970463991165}]
[{'label': 'surprise', 'score': 0.7160872220993042}, {'label': 'realization', 'score': 0.14010094106197357}, {'label': 'disappointment', 'score': 0.04166168347001076}, {'label': 'embarrassment', 'score': 0.04089360311627388}, {'label': 'nervousness', 'score': 0.01630900241434574}]
[{'label': 'surprise', 'score': 0.6726838946342468}, {'label': 'realization', 'score': 0.15037481486797333}, {'label': 'embarrassment', 'score': 0.07966260612010956}, {'label': 'disappointment', 'score': 0.050707872956991196}, {'label': 'sadness', 'score': 0.009977326728403568}]
[{'label': 'surprise', 'score': 0.5795957446098328}, {'label': 'realization', 'score': 0.1676064431667328}, {'label': 'embarrassment', 'score': 0.1367160677909851}, {'label': 'disappointment', 'score': 0.057213351130485535}, {'label': 'sadness', 'score': 0.012527556158602238}]
[{'label': 'surprise', 'score': 0.34395891427993774}, {'label': 'realization', 'score': 0.23933932185173035}, {'label': 'fear', 'score': 0.11290536820888519}, {'label': 'embarrassment', 'score': 0.10018769651651382}, {'label': 'disappointment', 'score': 0.0707281306385994}]
[{'label': 'surprise', 'score': 0.3316197693347931}, {'label': 'realization', 'score': 0.2624434232711792}, {'label': 'fear', 'score': 0.10508625209331512}, {'label': 'embarrassment', 'score': 0.09325708448886871}, {'label': 'disappointment', 'score': 0.07502787560224533}]
[{'label': 'surprise', 'score': 0.38565924763679504}, {'label': 'realization', 'score': 0.297101765871048}, {'label': 'embarrassment', 'score': 0.07960152626037598}, {'label': 'fear', 'score': 0.07564865797758102}, {'label': 'disappointment', 'score': 0.05454530939459801}]
[{'label': 'surprise', 'score': 0.2886713743209839}, {'label': 'fear', 'score': 0.20773270726203918}, {'label': 'realization', 'score': 0.19539675116539001}, {'label': 'nervousness', 'score': 0.08777919411659241}, {'label': 'embarrassment', 'score': 0.07050343602895737}]
[{'label': 'realization', 'score': 0.2380496859550476}, {'label': 'fear', 'score': 0.15912026166915894}, {'label': 'surprise', 'score': 0.1545017659664154}, {'label': 'embarrassment', 'score': 0.1382453590631485}, {'label': 'nervousness', 'score': 0.09950212389230728}]
[{'label': 'realization', 'score': 0.29583993554115295}, {'label': 'embarrassment', 'score': 0.18626904487609863}, {'label': 'surprise', 'score': 0.17942897975444794}, {'label': 'disappointment', 'score': 0.08011182397603989}, {'label': 'sadness', 'score': 0.07538074254989624}]
[{'label': 'realization', 'score': 0.3667515814304352}, {'label': 'surprise', 'score': 0.2453373670578003}, {'label': 'embarrassment', 'score': 0.24243563413619995}, {'label': 'disappointment', 'score': 0.04768192023038864}, {'label': 'sadness', 'score': 0.022826144471764565}]
[{'label': 'embarrassment', 'score': 0.32342439889907837}, {'label': 'realization', 'score': 0.28029125928878784}, {'label': 'surprise', 'score': 0.23418797552585602}, {'label': 'disappointment', 'score': 0.05910366028547287}, {'label': 'sadness', 'score': 0.02399916760623455}]
[{'label': 'realization', 'score': 0.3638025224208832}, {'label': 'surprise', 'score': 0.3133462369441986}, {'label': 'embarrassment', 'score': 0.17747175693511963}, {'label': 'disappointment', 'score': 0.04035814478993416}, {'label': 'fear', 'score': 0.02989046275615692}]
[{'label': 'surprise', 'score': 0.5323219895362854}, {'label': 'realization', 'score': 0.24526694416999817}, {'label': 'embarrassment', 'score': 0.11760737001895905}, {'label': 'disappointment', 'score': 0.03191883862018585}, {'label': 'fear', 'score': 0.022689852863550186}]
[{'label': 'surprise', 'score': 0.4721860885620117}, {'label': 'realization', 'score': 0.3426900804042816}, {'label': 'embarrassment', 'score': 0.08834213018417358}, {'label': 'disappointment', 'score': 0.02663242816925049}, {'label': 'fear', 'score': 0.022035185247659683}]
[{'label': 'surprise', 'score': 0.4150158762931824}, {'label': 'realization', 'score': 0.37650787830352783}, {'label': 'embarrassment', 'score': 0.10311418026685715}, {'label': 'disappointment', 'score': 0.031322285532951355}, {'label': 'fear', 'score': 0.022221416234970093}]
[{'label': 'surprise', 'score': 0.46797803044319153}, {'label': 'realization', 'score': 0.26730257272720337}, {'label': 'embarrassment', 'score': 0.11378336697816849}, {'label': 'disappointment', 'score': 0.05381461977958679}, {'label': 'sadness', 'score': 0.025765953585505486}]
[{'label': 'surprise', 'score': 0.5282006859779358}, {'label': 'realization', 'score': 0.24183136224746704}, {'label': 'embarrassment', 'score': 0.07917812466621399}, {'label': 'disappointment', 'score': 0.04601879045367241}, {'label': 'sadness', 'score': 0.03160310536623001}]
[{'label': 'surprise', 'score': 0.591444730758667}, {'label': 'realization', 'score': 0.2658858001232147}, {'label': 'embarrassment', 'score': 0.05301789566874504}, {'label': 'disappointment', 'score': 0.03135789558291435}, {'label': 'sadness', 'score': 0.015604929067194462}]
[{'label': 'realization', 'score': 0.3014261722564697}, {'label': 'surprise', 'score': 0.2710917890071869}, {'label': 'embarrassment', 'score': 0.1912350356578827}, {'label': 'disappointment', 'score': 0.10891551524400711}, {'label': 'sadness', 'score': 0.03758116066455841}]
[{'label': 'surprise', 'score': 0.5731675028800964}, {'label': 'realization', 'score': 0.21670013666152954}, {'label': 'embarrassment', 'score': 0.08214985579252243}, {'label': 'disappointment', 'score': 0.05095401406288147}, {'label': 'fear', 'score': 0.020806381478905678}]
[{'label': 'surprise', 'score': 0.5457382202148438}, {'label': 'realization', 'score': 0.1367536336183548}, {'label': 'embarrassment', 'score': 0.10093037784099579}, {'label': 'disappointment', 'score': 0.08579548448324203}, {'label': 'fear', 'score': 0.04489046707749367}]
[{'label': 'surprise', 'score': 0.5654894113540649}, {'label': 'realization', 'score': 0.13831962645053864}, {'label': 'embarrassment', 'score': 0.10335074365139008}, {'label': 'disappointment', 'score': 0.0762878879904747}, {'label': 'fear', 'score': 0.03902919590473175}]
[{'label': 'surprise', 'score': 0.39708444476127625}, {'label': 'realization', 'score': 0.25411438941955566}, {'label': 'embarrassment', 'score': 0.21492892503738403}, {'label': 'disappointment', 'score': 0.06076444312930107}, {'label': 'nervousness', 'score': 0.017901353538036346}]
[{'label': 'realization', 'score': 0.38224664330482483}, {'label': 'surprise', 'score': 0.2892592251300812}, {'label': 'embarrassment', 'score': 0.19078631699085236}, {'label': 'disappointment', 'score': 0.051983561366796494}, {'label': 'nervousness', 'score': 0.024181416258215904}]
[{'label': 'realization', 'score': 0.42302045226097107}, {'label': 'surprise', 'score': 0.31430286169052124}, {'label': 'embarrassment', 'score': 0.12040088325738907}, {'label': 'disappointment', 'score': 0.049718666821718216}, {'label': 'nervousness', 'score': 0.03103668987751007}]
[{'label': 'realization', 'score': 0.358143150806427}, {'label': 'surprise', 'score': 0.2507779896259308}, {'label': 'embarrassment', 'score': 0.16333265602588654}, {'label': 'disappointment', 'score': 0.09949284791946411}, {'label': 'nervousness', 'score': 0.03829249367117882}]
[{'label': 'realization', 'score': 0.30855271220207214}, {'label': 'embarrassment', 'score': 0.2640582025051117}, {'label': 'surprise', 'score': 0.18623022735118866}, {'label': 'disappointment', 'score': 0.13337990641593933}, {'label': 'sadness', 'score': 0.041167888790369034}]
[{'label': 'disappointment', 'score': 0.2457396239042282}, {'label': 'surprise', 'score': 0.22569936513900757}, {'label': 'embarrassment', 'score': 0.20081284642219543}, {'label': 'realization', 'score': 0.19447799026966095}, {'label': 'sadness', 'score': 0.07145615667104721}]
[{'label': 'surprise', 'score': 0.5097261667251587}, {'label': 'realization', 'score': 0.20136329531669617}, {'label': 'disappointment', 'score': 0.1373993307352066}, {'label': 'embarrassment', 'score': 0.09345133602619171}, {'label': 'sadness', 'score': 0.022095102816820145}]
[{'label': 'surprise', 'score': 0.5166715383529663}, {'label': 'realization', 'score': 0.19245022535324097}, {'label': 'disappointment', 'score': 0.13685517013072968}, {'label': 'embarrassment', 'score': 0.09665559232234955}, {'label': 'sadness', 'score': 0.021668581292033195}]
[{'label': 'surprise', 'score': 0.5971575975418091}, {'label': 'realization', 'score': 0.17143550515174866}, {'label': 'disappointment', 'score': 0.11200950294733047}, {'label': 'embarrassment', 'score': 0.07193325459957123}, {'label': 'sadness', 'score': 0.01521176565438509}]
[{'label': 'surprise', 'score': 0.48362040519714355}, {'label': 'embarrassment', 'score': 0.2377341389656067}, {'label': 'realization', 'score': 0.16525548696517944}, {'label': 'disappointment', 'score': 0.0733010545372963}, {'label': 'remorse', 'score': 0.007003449369221926}]
