[{'label': 'neutral', 'score': 0.812856912612915}, {'label': 'surprise', 'score': 0.11989988386631012}, {'label': 'caring', 'score': 0.032059065997600555}, {'label': 'optimism', 'score': 0.010130050592124462}, {'label': 'amusement', 'score': 0.004133915062993765}]
[{'label': 'neutral', 'score': 0.8665791749954224}, {'label': 'surprise', 'score': 0.07816826552152634}, {'label': 'amusement', 'score': 0.033259570598602295}, {'label': 'realization', 'score': 0.005669649690389633}, {'label': 'sadness', 'score': 0.002881835214793682}]
[{'label': 'neutral', 'score': 0.8561911582946777}, {'label': 'surprise', 'score': 0.08363126963376999}, {'label': 'amusement', 'score': 0.03175288811326027}, {'label': 'realization', 'score': 0.00765687832608819}, {'label': 'annoyance', 'score': 0.005039007868617773}]
[{'label': 'neutral', 'score': 0.7760159969329834}, {'label': 'surprise', 'score': 0.18040847778320312}, {'label': 'amusement', 'score': 0.012080707587301731}, {'label': 'realization', 'score': 0.012036123313009739}, {'label': 'disappointment', 'score': 0.005275200121104717}]
[{'label': 'neutral', 'score': 0.7669946551322937}, {'label': 'surprise', 'score': 0.1839836686849594}, {'label': 'amusement', 'score': 0.01996687613427639}, {'label': 'realization', 'score': 0.013272917829453945}, {'label': 'optimism', 'score': 0.002932680072262883}]
[{'label': 'neutral', 'score': 0.8515662550926208}, {'label': 'surprise', 'score': 0.10594795644283295}, {'label': 'realization', 'score': 0.01570076495409012}, {'label': 'amusement', 'score': 0.01182673778384924}, {'label': 'optimism', 'score': 0.0035662176087498665}]
[{'label': 'neutral', 'score': 0.8519501686096191}, {'label': 'surprise', 'score': 0.10715765506029129}, {'label': 'realization', 'score': 0.01675543747842312}, {'label': 'amusement', 'score': 0.008625023998320103}, {'label': 'optimism', 'score': 0.003402570029720664}]
[{'label': 'neutral', 'score': 0.8704187273979187}, {'label': 'surprise', 'score': 0.09119704365730286}, {'label': 'realization', 'score': 0.01159198209643364}, {'label': 'amusement', 'score': 0.010034129023551941}, {'label': 'optimism', 'score': 0.003642274532467127}]
[{'label': 'neutral', 'score': 0.8058789968490601}, {'label': 'surprise', 'score': 0.1477515995502472}, {'label': 'realization', 'score': 0.016099408268928528}, {'label': 'amusement', 'score': 0.013739913702011108}, {'label': 'optimism', 'score': 0.0035358062013983727}]
[{'label': 'neutral', 'score': 0.867875337600708}, {'label': 'surprise', 'score': 0.0952698364853859}, {'label': 'amusement', 'score': 0.010884515009820461}, {'label': 'realization', 'score': 0.010000793263316154}, {'label': 'disappointment', 'score': 0.00384641089476645}]
[{'label': 'neutral', 'score': 0.8225197792053223}, {'label': 'surprise', 'score': 0.13220684230327606}, {'label': 'amusement', 'score': 0.014541122131049633}, {'label': 'realization', 'score': 0.014375469647347927}, {'label': 'disappointment', 'score': 0.0037629909347742796}]
[{'label': 'neutral', 'score': 0.6398175954818726}, {'label': 'surprise', 'score': 0.2917594313621521}, {'label': 'realization', 'score': 0.025979453697800636}, {'label': 'amusement', 'score': 0.025619452819228172}, {'label': 'optimism', 'score': 0.0035840095952153206}]
[{'label': 'neutral', 'score': 0.4876188337802887}, {'label': 'surprise', 'score': 0.4445817470550537}, {'label': 'amusement', 'score': 0.029844600707292557}, {'label': 'realization', 'score': 0.0214118380099535}, {'label': 'optimism', 'score': 0.004027544055134058}]
[{'label': 'neutral', 'score': 0.7859293818473816}, {'label': 'surprise', 'score': 0.16168856620788574}, {'label': 'amusement', 'score': 0.022594714537262917}, {'label': 'realization', 'score': 0.014176602475345135}, {'label': 'optimism', 'score': 0.004663505591452122}]
[{'label': 'neutral', 'score': 0.8707479238510132}, {'label': 'surprise', 'score': 0.08811337500810623}, {'label': 'amusement', 'score': 0.018490079790353775}, {'label': 'realization', 'score': 0.00810872670263052}, {'label': 'optimism', 'score': 0.004391712602227926}]
[{'label': 'surprise', 'score': 0.705682098865509}, {'label': 'neutral', 'score': 0.2660363018512726}, {'label': 'realization', 'score': 0.009176098741590977}, {'label': 'amusement', 'score': 0.006532270461320877}, {'label': 'optimism', 'score': 0.00208575208671391}]
[{'label': 'surprise', 'score': 0.7508995532989502}, {'label': 'neutral', 'score': 0.22820432484149933}, {'label': 'realization', 'score': 0.005371828563511372}, {'label': 'amusement', 'score': 0.0038860233034938574}, {'label': 'disappointment', 'score': 0.0023072347976267338}]
[{'label': 'surprise', 'score': 0.7149466276168823}, {'label': 'neutral', 'score': 0.2622531056404114}, {'label': 'realization', 'score': 0.005719585809856653}, {'label': 'amusement', 'score': 0.004105561412870884}, {'label': 'disappointment', 'score': 0.0027351046446710825}]
[{'label': 'neutral', 'score': 0.5813973546028137}, {'label': 'surprise', 'score': 0.26538315415382385}, {'label': 'amusement', 'score': 0.12404059618711472}, {'label': 'realization', 'score': 0.010118676349520683}, {'label': 'annoyance', 'score': 0.0038123768754303455}]
[{'label': 'neutral', 'score': 0.567099928855896}, {'label': 'surprise', 'score': 0.32062849402427673}, {'label': 'amusement', 'score': 0.08098740875720978}, {'label': 'realization', 'score': 0.01276464108377695}, {'label': 'annoyance', 'score': 0.0032535851933062077}]
[{'label': 'neutral', 'score': 0.46936753392219543}, {'label': 'surprise', 'score': 0.38265031576156616}, {'label': 'amusement', 'score': 0.11790527403354645}, {'label': 'realization', 'score': 0.011106980964541435}, {'label': 'annoyance', 'score': 0.003713296726346016}]
[{'label': 'neutral', 'score': 0.5930201411247253}, {'label': 'surprise', 'score': 0.20747636258602142}, {'label': 'amusement', 'score': 0.16834989190101624}, {'label': 'realization', 'score': 0.01197327021509409}, {'label': 'annoyance', 'score': 0.004486616235226393}]
[{'label': 'neutral', 'score': 0.4730367064476013}, {'label': 'amusement', 'score': 0.4681382179260254}, {'label': 'surprise', 'score': 0.043011777102947235}, {'label': 'realization', 'score': 0.003713941667228937}, {'label': 'joy', 'score': 0.0023763934150338173}]
[{'label': 'neutral', 'score': 0.6098033785820007}, {'label': 'amusement', 'score': 0.2340060919523239}, {'label': 'surprise', 'score': 0.13466191291809082}, {'label': 'realization', 'score': 0.006179284304380417}, {'label': 'excitement', 'score': 0.0026982962153851986}]
[{'label': 'neutral', 'score': 0.683151364326477}, {'label': 'surprise', 'score': 0.2257515788078308}, {'label': 'amusement', 'score': 0.06653139740228653}, {'label': 'realization', 'score': 0.008813662454485893}, {'label': 'excitement', 'score': 0.0030773882754147053}]
[{'label': 'neutral', 'score': 0.8243046402931213}, {'label': 'surprise', 'score': 0.13709008693695068}, {'label': 'amusement', 'score': 0.01950155571103096}, {'label': 'realization', 'score': 0.006228954531252384}, {'label': 'optimism', 'score': 0.0029617371037602425}]
[{'label': 'surprise', 'score': 0.5334933996200562}, {'label': 'neutral', 'score': 0.42011797428131104}, {'label': 'amusement', 'score': 0.024332202970981598}, {'label': 'realization', 'score': 0.00792733859270811}, {'label': 'optimism', 'score': 0.0032824536319822073}]
[{'label': 'surprise', 'score': 0.5586078763008118}, {'label': 'neutral', 'score': 0.397259920835495}, {'label': 'amusement', 'score': 0.023208891972899437}, {'label': 'realization', 'score': 0.00726399477571249}, {'label': 'optimism', 'score': 0.00316010694950819}]
[{'label': 'surprise', 'score': 0.6766307950019836}, {'label': 'neutral', 'score': 0.2825659513473511}, {'label': 'amusement', 'score': 0.019490504637360573}, {'label': 'realization', 'score': 0.007647352758795023}, {'label': 'optimism', 'score': 0.0036946272011846304}]
[{'label': 'neutral', 'score': 0.6100659370422363}, {'label': 'surprise', 'score': 0.3469642102718353}, {'label': 'amusement', 'score': 0.02022482454776764}, {'label': 'realization', 'score': 0.007196691352874041}, {'label': 'optimism', 'score': 0.004485950339585543}]
[{'label': 'neutral', 'score': 0.7286220192909241}, {'label': 'surprise', 'score': 0.22894412279129028}, {'label': 'amusement', 'score': 0.022382840514183044}, {'label': 'realization', 'score': 0.005420752801001072}, {'label': 'optimism', 'score': 0.004057807847857475}]
[{'label': 'neutral', 'score': 0.8144209980964661}, {'label': 'surprise', 'score': 0.12769769132137299}, {'label': 'amusement', 'score': 0.03959374129772186}, {'label': 'realization', 'score': 0.004958708304911852}, {'label': 'optimism', 'score': 0.002968843560665846}]
[{'label': 'neutral', 'score': 0.7271842956542969}, {'label': 'surprise', 'score': 0.22384659945964813}, {'label': 'amusement', 'score': 0.026492781937122345}, {'label': 'realization', 'score': 0.006946957670152187}, {'label': 'optimism', 'score': 0.0039417617954313755}]
[{'label': 'neutral', 'score': 0.5612872838973999}, {'label': 'surprise', 'score': 0.401724636554718}, {'label': 'amusement', 'score': 0.012485845945775509}, {'label': 'realization', 'score': 0.008745282888412476}, {'label': 'optimism', 'score': 0.0042801471427083015}]
[{'label': 'surprise', 'score': 0.7494727373123169}, {'label': 'neutral', 'score': 0.22151848673820496}, {'label': 'realization', 'score': 0.012046144343912601}, {'label': 'amusement', 'score': 0.00542861083522439}, {'label': 'optimism', 'score': 0.00310341315343976}]
[{'label': 'surprise', 'score': 0.5195744037628174}, {'label': 'neutral', 'score': 0.439431756734848}, {'label': 'realization', 'score': 0.013191834092140198}, {'label': 'amusement', 'score': 0.012878901325166225}, {'label': 'optimism', 'score': 0.0038501950912177563}]
[{'label': 'neutral', 'score': 0.609277069568634}, {'label': 'surprise', 'score': 0.3048687279224396}, {'label': 'amusement', 'score': 0.06181904301047325}, {'label': 'realization', 'score': 0.007917237468063831}, {'label': 'optimism', 'score': 0.0036948525812476873}]
[{'label': 'neutral', 'score': 0.6632755994796753}, {'label': 'amusement', 'score': 0.1879122108221054}, {'label': 'surprise', 'score': 0.1268812119960785}, {'label': 'realization', 'score': 0.006113828159868717}, {'label': 'optimism', 'score': 0.0025077476166188717}]
[{'label': 'neutral', 'score': 0.6045777797698975}, {'label': 'amusement', 'score': 0.3098372519016266}, {'label': 'surprise', 'score': 0.06734515726566315}, {'label': 'realization', 'score': 0.004883233457803726}, {'label': 'excitement', 'score': 0.0018432600190863013}]
[{'label': 'neutral', 'score': 0.5808389782905579}, {'label': 'amusement', 'score': 0.3351500332355499}, {'label': 'surprise', 'score': 0.06695050001144409}, {'label': 'realization', 'score': 0.003995170351117849}, {'label': 'excitement', 'score': 0.0021273039747029543}]
[{'label': 'neutral', 'score': 0.5852453112602234}, {'label': 'amusement', 'score': 0.31125423312187195}, {'label': 'surprise', 'score': 0.08539683371782303}, {'label': 'realization', 'score': 0.00454930542036891}, {'label': 'excitement', 'score': 0.0022526117973029613}]
[{'label': 'neutral', 'score': 0.45127370953559875}, {'label': 'amusement', 'score': 0.3179472088813782}, {'label': 'surprise', 'score': 0.20850332081317902}, {'label': 'realization', 'score': 0.006365044042468071}, {'label': 'excitement', 'score': 0.002658841898664832}]
[{'label': 'surprise', 'score': 0.6477053165435791}, {'label': 'neutral', 'score': 0.19820256531238556}, {'label': 'amusement', 'score': 0.1332385092973709}, {'label': 'realization', 'score': 0.007401909679174423}, {'label': 'excitement', 'score': 0.0024140302557498217}]
[{'label': 'surprise', 'score': 0.7116389274597168}, {'label': 'neutral', 'score': 0.1727934181690216}, {'label': 'amusement', 'score': 0.09548958390951157}, {'label': 'realization', 'score': 0.007448386866599321}, {'label': 'excitement', 'score': 0.002517514396458864}]
[{'label': 'surprise', 'score': 0.7028063535690308}, {'label': 'neutral', 'score': 0.18024858832359314}, {'label': 'amusement', 'score': 0.09657658636569977}, {'label': 'realization', 'score': 0.0076187727972865105}, {'label': 'excitement', 'score': 0.0025284960865974426}]
[{'label': 'surprise', 'score': 0.4988846778869629}, {'label': 'neutral', 'score': 0.2965003252029419}, {'label': 'amusement', 'score': 0.18124622106552124}, {'label': 'realization', 'score': 0.0075890435837209225}, {'label': 'excitement', 'score': 0.0030606002546846867}]
[{'label': 'neutral', 'score': 0.5654309391975403}, {'label': 'amusement', 'score': 0.38632747530937195}, {'label': 'surprise', 'score': 0.03427895903587341}, {'label': 'realization', 'score': 0.003220179583877325}, {'label': 'joy', 'score': 0.001691069919615984}]
[{'label': 'neutral', 'score': 0.5457817316055298}, {'label': 'amusement', 'score': 0.43060141801834106}, {'label': 'surprise', 'score': 0.012513981200754642}, {'label': 'realization', 'score': 0.00209064525552094}, {'label': 'annoyance', 'score': 0.0013254376826807857}]
[{'label': 'neutral', 'score': 0.5037789940834045}, {'label': 'amusement', 'score': 0.4612247943878174}, {'label': 'surprise', 'score': 0.02243546023964882}, {'label': 'realization', 'score': 0.00238502467982471}, {'label': 'annoyance', 'score': 0.00177977723069489}]
[{'label': 'neutral', 'score': 0.4943360686302185}, {'label': 'amusement', 'score': 0.43487343192100525}, {'label': 'surprise', 'score': 0.05482443422079086}, {'label': 'realization', 'score': 0.0035982767585664988}, {'label': 'annoyance', 'score': 0.0023939204402267933}]
[{'label': 'neutral', 'score': 0.5088673830032349}, {'label': 'amusement', 'score': 0.417320191860199}, {'label': 'surprise', 'score': 0.056779440492391586}, {'label': 'realization', 'score': 0.004122686572372913}, {'label': 'annoyance', 'score': 0.0024011072237044573}]
[{'label': 'amusement', 'score': 0.5440647006034851}, {'label': 'neutral', 'score': 0.3867705166339874}, {'label': 'surprise', 'score': 0.05191496014595032}, {'label': 'realization', 'score': 0.0046351817436516285}, {'label': 'joy', 'score': 0.0020006548147648573}]
[{'label': 'amusement', 'score': 0.5142828226089478}, {'label': 'neutral', 'score': 0.3677687346935272}, {'label': 'surprise', 'score': 0.09738179296255112}, {'label': 'realization', 'score': 0.006047939881682396}, {'label': 'joy', 'score': 0.002927881432697177}]
[{'label': 'neutral', 'score': 0.7976891398429871}, {'label': 'amusement', 'score': 0.11874435096979141}, {'label': 'surprise', 'score': 0.0654139295220375}, {'label': 'realization', 'score': 0.005495340097695589}, {'label': 'optimism', 'score': 0.0018216228345409036}]
[{'label': 'neutral', 'score': 0.9156690239906311}, {'label': 'amusement', 'score': 0.05935521423816681}, {'label': 'surprise', 'score': 0.013528593815863132}, {'label': 'realization', 'score': 0.0032770968973636627}, {'label': 'optimism', 'score': 0.0012865738244727254}]
[{'label': 'neutral', 'score': 0.9137285351753235}, {'label': 'amusement', 'score': 0.060917410999536514}, {'label': 'surprise', 'score': 0.013457081280648708}, {'label': 'realization', 'score': 0.0032347068190574646}, {'label': 'optimism', 'score': 0.0014364358503371477}]
[{'label': 'neutral', 'score': 0.8878868222236633}, {'label': 'amusement', 'score': 0.05209129676222801}, {'label': 'surprise', 'score': 0.043547339737415314}, {'label': 'realization', 'score': 0.005268997512757778}, {'label': 'optimism', 'score': 0.002004059264436364}]
[{'label': 'neutral', 'score': 0.8874730467796326}, {'label': 'amusement', 'score': 0.05236140638589859}, {'label': 'surprise', 'score': 0.04375125467777252}, {'label': 'realization', 'score': 0.005212256219238043}, {'label': 'optimism', 'score': 0.002046267967671156}]
[{'label': 'neutral', 'score': 0.7569290995597839}, {'label': 'surprise', 'score': 0.1252942681312561}, {'label': 'amusement', 'score': 0.08549731224775314}, {'label': 'realization', 'score': 0.015609564259648323}, {'label': 'approval', 'score': 0.0022954223677515984}]
[{'label': 'neutral', 'score': 0.6093666553497314}, {'label': 'surprise', 'score': 0.248182013630867}, {'label': 'amusement', 'score': 0.10113289207220078}, {'label': 'realization', 'score': 0.021959342062473297}, {'label': 'disappointment', 'score': 0.002744268625974655}]
[{'label': 'neutral', 'score': 0.6878491640090942}, {'label': 'surprise', 'score': 0.19135533273220062}, {'label': 'amusement', 'score': 0.08799989521503448}, {'label': 'realization', 'score': 0.0153376879170537}, {'label': 'optimism', 'score': 0.002371816663071513}]
[{'label': 'neutral', 'score': 0.7377741932868958}, {'label': 'surprise', 'score': 0.13340292870998383}, {'label': 'amusement', 'score': 0.10102197527885437}, {'label': 'realization', 'score': 0.01247996836900711}, {'label': 'optimism', 'score': 0.0021094800904393196}]
[{'label': 'neutral', 'score': 0.7673221230506897}, {'label': 'surprise', 'score': 0.10889451205730438}, {'label': 'amusement', 'score': 0.09106797724962234}, {'label': 'realization', 'score': 0.017732372507452965}, {'label': 'optimism', 'score': 0.0023758788593113422}]
[{'label': 'neutral', 'score': 0.7465158700942993}, {'label': 'amusement', 'score': 0.153092160820961}, {'label': 'surprise', 'score': 0.07617831230163574}, {'label': 'realization', 'score': 0.00962232705205679}, {'label': 'optimism', 'score': 0.0018830702174454927}]
[{'label': 'neutral', 'score': 0.7558090090751648}, {'label': 'amusement', 'score': 0.1305900365114212}, {'label': 'surprise', 'score': 0.0870007574558258}, {'label': 'realization', 'score': 0.012069755233824253}, {'label': 'optimism', 'score': 0.0020397580228745937}]
[{'label': 'neutral', 'score': 0.5419327020645142}, {'label': 'amusement', 'score': 0.36730390787124634}, {'label': 'surprise', 'score': 0.06693373620510101}, {'label': 'realization', 'score': 0.00857496913522482}, {'label': 'annoyance', 'score': 0.002382670296356082}]
[{'label': 'neutral', 'score': 0.5682493448257446}, {'label': 'amusement', 'score': 0.36627477407455444}, {'label': 'surprise', 'score': 0.04642966762185097}, {'label': 'realization', 'score': 0.005787394009530544}, {'label': 'annoyance', 'score': 0.0020555753726512194}]
[{'label': 'neutral', 'score': 0.6044591665267944}, {'label': 'amusement', 'score': 0.34510570764541626}, {'label': 'surprise', 'score': 0.03479670360684395}, {'label': 'realization', 'score': 0.004115862771868706}, {'label': 'joy', 'score': 0.0018036600667983294}]
[{'label': 'neutral', 'score': 0.7142977714538574}, {'label': 'amusement', 'score': 0.24038654565811157}, {'label': 'surprise', 'score': 0.030947647988796234}, {'label': 'realization', 'score': 0.003524577943608165}, {'label': 'joy', 'score': 0.001581720425747335}]
[{'label': 'neutral', 'score': 0.8309285640716553}, {'label': 'amusement', 'score': 0.14395545423030853}, {'label': 'surprise', 'score': 0.01368710771203041}, {'label': 'realization', 'score': 0.0023517771624028683}, {'label': 'optimism', 'score': 0.0011601891601458192}]
[{'label': 'neutral', 'score': 0.90752112865448}, {'label': 'amusement', 'score': 0.08070901781320572}, {'label': 'surprise', 'score': 0.0036290425341576338}, {'label': 'realization', 'score': 0.0011484926799312234}, {'label': 'optimism', 'score': 0.0009869365021586418}]
[{'label': 'neutral', 'score': 0.9084005951881409}, {'label': 'amusement', 'score': 0.0808192789554596}, {'label': 'surprise', 'score': 0.002858271123841405}, {'label': 'optimism', 'score': 0.0010365560883656144}, {'label': 'realization', 'score': 0.001019780640490353}]
[{'label': 'neutral', 'score': 0.8838860392570496}, {'label': 'amusement', 'score': 0.10178182274103165}, {'label': 'surprise', 'score': 0.004507603123784065}, {'label': 'realization', 'score': 0.00147675268817693}, {'label': 'optimism', 'score': 0.0013659532414749265}]
[{'label': 'neutral', 'score': 0.80704265832901}, {'label': 'amusement', 'score': 0.17630340158939362}, {'label': 'surprise', 'score': 0.005596419330686331}, {'label': 'realization', 'score': 0.0022225019056349993}, {'label': 'optimism', 'score': 0.0011941902339458466}]
[{'label': 'neutral', 'score': 0.7634314894676208}, {'label': 'amusement', 'score': 0.21544882655143738}, {'label': 'surprise', 'score': 0.00868103839457035}, {'label': 'realization', 'score': 0.0029267827048897743}, {'label': 'joy', 'score': 0.0012251908192411065}]
[{'label': 'neutral', 'score': 0.8117738366127014}, {'label': 'amusement', 'score': 0.16691803932189941}, {'label': 'surprise', 'score': 0.009393585845828056}, {'label': 'realization', 'score': 0.002499535446986556}, {'label': 'optimism', 'score': 0.001321679330430925}]
[{'label': 'neutral', 'score': 0.8405585885047913}, {'label': 'amusement', 'score': 0.14283785223960876}, {'label': 'surprise', 'score': 0.006076273042708635}, {'label': 'realization', 'score': 0.001816217671148479}, {'label': 'optimism', 'score': 0.0012252023443579674}]
[{'label': 'neutral', 'score': 0.8033128976821899}, {'label': 'amusement', 'score': 0.17987066507339478}, {'label': 'surprise', 'score': 0.006562578957527876}, {'label': 'realization', 'score': 0.0017249386291950941}, {'label': 'joy', 'score': 0.0012697638012468815}]
[{'label': 'neutral', 'score': 0.7111303210258484}, {'label': 'amusement', 'score': 0.2601887285709381}, {'label': 'surprise', 'score': 0.015574914403259754}, {'label': 'realization', 'score': 0.0025555319152772427}, {'label': 'joy', 'score': 0.001770133152604103}]
[{'label': 'neutral', 'score': 0.7300288677215576}, {'label': 'amusement', 'score': 0.23624880611896515}, {'label': 'surprise', 'score': 0.019598333165049553}, {'label': 'realization', 'score': 0.003006049431860447}, {'label': 'joy', 'score': 0.0018398731481283903}]
[{'label': 'neutral', 'score': 0.7298649549484253}, {'label': 'amusement', 'score': 0.20881059765815735}, {'label': 'surprise', 'score': 0.043424420058727264}, {'label': 'realization', 'score': 0.005152643658220768}, {'label': 'joy', 'score': 0.0018239470664411783}]
[{'label': 'neutral', 'score': 0.7248834371566772}, {'label': 'amusement', 'score': 0.18389560282230377}, {'label': 'surprise', 'score': 0.07069646567106247}, {'label': 'realization', 'score': 0.0064102644100785255}, {'label': 'optimism', 'score': 0.0017089132452383637}]
[{'label': 'neutral', 'score': 0.685531497001648}, {'label': 'amusement', 'score': 0.2389923334121704}, {'label': 'surprise', 'score': 0.05463757365942001}, {'label': 'realization', 'score': 0.006526319310069084}, {'label': 'optimism', 'score': 0.0017498171655461192}]
[{'label': 'neutral', 'score': 0.6989136934280396}, {'label': 'amusement', 'score': 0.22309115529060364}, {'label': 'surprise', 'score': 0.05697380751371384}, {'label': 'realization', 'score': 0.006778390612453222}, {'label': 'optimism', 'score': 0.0017611872171983123}]
[{'label': 'neutral', 'score': 0.7159290909767151}, {'label': 'amusement', 'score': 0.17183230817317963}, {'label': 'surprise', 'score': 0.08786909282207489}, {'label': 'realization', 'score': 0.010301814414560795}, {'label': 'optimism', 'score': 0.002110968576744199}]
[{'label': 'neutral', 'score': 0.731753408908844}, {'label': 'amusement', 'score': 0.18430140614509583}, {'label': 'surprise', 'score': 0.06221149116754532}, {'label': 'realization', 'score': 0.008904434740543365}, {'label': 'optimism', 'score': 0.001566322986036539}]
[{'label': 'neutral', 'score': 0.7388252019882202}, {'label': 'amusement', 'score': 0.17316588759422302}, {'label': 'surprise', 'score': 0.06669142842292786}, {'label': 'realization', 'score': 0.008382403291761875}, {'label': 'optimism', 'score': 0.001585471793077886}]
[{'label': 'neutral', 'score': 0.6067561507225037}, {'label': 'surprise', 'score': 0.20971670746803284}, {'label': 'amusement', 'score': 0.15504413843154907}, {'label': 'realization', 'score': 0.011990321800112724}, {'label': 'optimism', 'score': 0.0025901603512465954}]
[{'label': 'neutral', 'score': 0.45416876673698425}, {'label': 'surprise', 'score': 0.3127712309360504}, {'label': 'amusement', 'score': 0.20106659829616547}, {'label': 'realization', 'score': 0.01365530677139759}, {'label': 'optimism', 'score': 0.002790614729747176}]
[{'label': 'neutral', 'score': 0.3828984797000885}, {'label': 'surprise', 'score': 0.3820332884788513}, {'label': 'amusement', 'score': 0.20211216807365417}, {'label': 'realization', 'score': 0.014107448980212212}, {'label': 'optimism', 'score': 0.0033644905779510736}]
[{'label': 'surprise', 'score': 0.4568052589893341}, {'label': 'neutral', 'score': 0.32521307468414307}, {'label': 'amusement', 'score': 0.18302327394485474}, {'label': 'realization', 'score': 0.01611195132136345}, {'label': 'optimism', 'score': 0.0035719252191483974}]
[{'label': 'neutral', 'score': 0.4291955530643463}, {'label': 'surprise', 'score': 0.4012471139431}, {'label': 'amusement', 'score': 0.12939421832561493}, {'label': 'realization', 'score': 0.02064824290573597}, {'label': 'optimism', 'score': 0.004613171331584454}]
[{'label': 'neutral', 'score': 0.6556680798530579}, {'label': 'surprise', 'score': 0.21652477979660034}, {'label': 'amusement', 'score': 0.09840298444032669}, {'label': 'optimism', 'score': 0.007941294461488724}, {'label': 'realization', 'score': 0.007850129157304764}]
[{'label': 'neutral', 'score': 0.6720860004425049}, {'label': 'surprise', 'score': 0.20637091994285583}, {'label': 'amusement', 'score': 0.09204066544771194}, {'label': 'optimism', 'score': 0.008276836946606636}, {'label': 'realization', 'score': 0.007780453190207481}]
[{'label': 'neutral', 'score': 0.8817936778068542}, {'label': 'surprise', 'score': 0.053287506103515625}, {'label': 'amusement', 'score': 0.046675100922584534}, {'label': 'optimism', 'score': 0.005815451964735985}, {'label': 'realization', 'score': 0.0040200562216341496}]
[{'label': 'neutral', 'score': 0.8283418416976929}, {'label': 'surprise', 'score': 0.10622505843639374}, {'label': 'amusement', 'score': 0.04229480400681496}, {'label': 'realization', 'score': 0.00815596804022789}, {'label': 'optimism', 'score': 0.0048848167061805725}]
[{'label': 'neutral', 'score': 0.8087783455848694}, {'label': 'surprise', 'score': 0.12906098365783691}, {'label': 'amusement', 'score': 0.03821752592921257}, {'label': 'realization', 'score': 0.01053114328533411}, {'label': 'optimism', 'score': 0.0029553582426160574}]
[{'label': 'neutral', 'score': 0.7423542737960815}, {'label': 'surprise', 'score': 0.19381655752658844}, {'label': 'amusement', 'score': 0.03641485795378685}, {'label': 'realization', 'score': 0.013076909817755222}, {'label': 'optimism', 'score': 0.0025239670649170876}]
[{'label': 'neutral', 'score': 0.6055558919906616}, {'label': 'surprise', 'score': 0.3102806508541107}, {'label': 'amusement', 'score': 0.05393671989440918}, {'label': 'realization', 'score': 0.015167317353188992}, {'label': 'optimism', 'score': 0.0023961414117366076}]
[{'label': 'neutral', 'score': 0.6241128444671631}, {'label': 'surprise', 'score': 0.19267813861370087}, {'label': 'amusement', 'score': 0.15457652509212494}, {'label': 'realization', 'score': 0.012530996464192867}, {'label': 'optimism', 'score': 0.0021448046900331974}]
[{'label': 'neutral', 'score': 0.6175824999809265}, {'label': 'amusement', 'score': 0.2699039876461029}, {'label': 'surprise', 'score': 0.0878710225224495}, {'label': 'realization', 'score': 0.009319610893726349}, {'label': 'optimism', 'score': 0.002232996979728341}]
[{'label': 'neutral', 'score': 0.5948349237442017}, {'label': 'amusement', 'score': 0.2802105247974396}, {'label': 'surprise', 'score': 0.09895496070384979}, {'label': 'realization', 'score': 0.009984216652810574}, {'label': 'optimism', 'score': 0.002530853496864438}]
[{'label': 'neutral', 'score': 0.5712735056877136}, {'label': 'amusement', 'score': 0.37451422214508057}, {'label': 'surprise', 'score': 0.03631933778524399}, {'label': 'realization', 'score': 0.005435377825051546}, {'label': 'joy', 'score': 0.0018594140419736505}]
[{'label': 'neutral', 'score': 0.5551156401634216}, {'label': 'amusement', 'score': 0.42861559987068176}, {'label': 'surprise', 'score': 0.005747953895479441}, {'label': 'realization', 'score': 0.0018746814457699656}, {'label': 'joy', 'score': 0.0014676221180707216}]
[{'label': 'neutral', 'score': 0.5677499175071716}, {'label': 'amusement', 'score': 0.42113640904426575}, {'label': 'surprise', 'score': 0.002138899639248848}, {'label': 'realization', 'score': 0.0013007770758122206}, {'label': 'joy', 'score': 0.0012897094711661339}]
[{'label': 'neutral', 'score': 0.6666434407234192}, {'label': 'amusement', 'score': 0.3211340308189392}, {'label': 'surprise', 'score': 0.0027222316712141037}, {'label': 'realization', 'score': 0.001768337213434279}, {'label': 'joy', 'score': 0.0012279001530259848}]
[{'label': 'neutral', 'score': 0.8353762626647949}, {'label': 'amusement', 'score': 0.14887811243534088}, {'label': 'surprise', 'score': 0.004422067664563656}, {'label': 'realization', 'score': 0.0028233742341399193}, {'label': 'optimism', 'score': 0.0013392871478572488}]
[{'label': 'neutral', 'score': 0.8496293425559998}, {'label': 'amusement', 'score': 0.13051237165927887}, {'label': 'surprise', 'score': 0.007166047114878893}, {'label': 'realization', 'score': 0.0035278089344501495}, {'label': 'optimism', 'score': 0.0015074415132403374}]
[{'label': 'neutral', 'score': 0.8165189623832703}, {'label': 'amusement', 'score': 0.1226261556148529}, {'label': 'surprise', 'score': 0.038519538938999176}, {'label': 'realization', 'score': 0.006109606008976698}, {'label': 'optimism', 'score': 0.0034642317332327366}]
[{'label': 'neutral', 'score': 0.7140759825706482}, {'label': 'amusement', 'score': 0.24155518412590027}, {'label': 'surprise', 'score': 0.025905059650540352}, {'label': 'realization', 'score': 0.0048201000317931175}, {'label': 'optimism', 'score': 0.0025270837359130383}]
