[[{'label': 'sadness', 'score': 0.8917441964149475}, {'label': 'neutral', 'score': 0.06486320495605469}, {'label': 'disappointment', 'score': 0.015560392290353775}]]
[[{'label': 'approval', 'score': 0.5300918221473694}, {'label': 'neutral', 'score': 0.1496167927980423}, {'label': 'disapproval', 'score': 0.14096175134181976}]]
[[{'label': 'approval', 'score': 0.897786557674408}, {'label': 'neutral', 'score': 0.044782236218452454}, {'label': 'disapproval', 'score': 0.026933763176202774}]]
[[{'label': 'approval', 'score': 0.9463148713111877}, {'label': 'neutral', 'score': 0.02359519712626934}, {'label': 'disapproval', 'score': 0.014355321414768696}]]
[[{'label': 'approval', 'score': 0.9271549582481384}, {'label': 'neutral', 'score': 0.037150535732507706}, {'label': 'disapproval', 'score': 0.016420723870396614}]]
[[{'label': 'approval', 'score': 0.924899697303772}, {'label': 'neutral', 'score': 0.034171611070632935}, {'label': 'disapproval', 'score': 0.01569998636841774}]]
[[{'label': 'approval', 'score': 0.9572137594223022}, {'label': 'neutral', 'score': 0.018396779894828796}, {'label': 'disapproval', 'score': 0.007583522703498602}]]
[[{'label': 'approval', 'score': 0.9512127041816711}, {'label': 'neutral', 'score': 0.01780778542160988}, {'label': 'desire', 'score': 0.009907114319503307}]]
[[{'label': 'approval', 'score': 0.9393959045410156}, {'label': 'neutral', 'score': 0.019518427550792694}, {'label': 'disapproval', 'score': 0.012875725515186787}]]
[[{'label': 'approval', 'score': 0.9687871932983398}, {'label': 'neutral', 'score': 0.013425998389720917}, {'label': 'desire', 'score': 0.005066555924713612}]]
[[{'label': 'approval', 'score': 0.9376436471939087}, {'label': 'neutral', 'score': 0.03705562651157379}, {'label': 'desire', 'score': 0.008875356055796146}]]
[[{'label': 'approval', 'score': 0.9391739964485168}, {'label': 'neutral', 'score': 0.02547357976436615}, {'label': 'desire', 'score': 0.011465406976640224}]]
[[{'label': 'approval', 'score': 0.8983721137046814}, {'label': 'desire', 'score': 0.03393687307834625}, {'label': 'neutral', 'score': 0.025772863999009132}]]
[[{'label': 'approval', 'score': 0.9413806200027466}, {'label': 'neutral', 'score': 0.017619550228118896}, {'label': 'disapproval', 'score': 0.016265373677015305}]]
[[{'label': 'approval', 'score': 0.9703165888786316}, {'label': 'neutral', 'score': 0.009037334471940994}, {'label': 'optimism', 'score': 0.0046779317781329155}]]
[[{'label': 'approval', 'score': 0.8352694511413574}, {'label': 'neutral', 'score': 0.0420212522149086}, {'label': 'desire', 'score': 0.03230506181716919}]]
[[{'label': 'approval', 'score': 0.9834561944007874}, {'label': 'neutral', 'score': 0.005071659572422504}, {'label': 'optimism', 'score': 0.002040364546701312}]]
[[{'label': 'approval', 'score': 0.9846805930137634}, {'label': 'neutral', 'score': 0.0034148502163589}, {'label': 'optimism', 'score': 0.001904715085402131}]]
[[{'label': 'approval', 'score': 0.9484949707984924}, {'label': 'neutral', 'score': 0.014684763737022877}, {'label': 'desire', 'score': 0.012502534314990044}]]
[[{'label': 'approval', 'score': 0.8122010827064514}, {'label': 'neutral', 'score': 0.05526486784219742}, {'label': 'desire', 'score': 0.028459075838327408}]]
[[{'label': 'approval', 'score': 0.6887319087982178}, {'label': 'neutral', 'score': 0.13622258603572845}, {'label': 'desire', 'score': 0.04274987056851387}]]
[[{'label': 'approval', 'score': 0.7439456582069397}, {'label': 'fear', 'score': 0.11760597676038742}, {'label': 'disapproval', 'score': 0.037075530737638474}]]
[[{'label': 'approval', 'score': 0.9424533843994141}, {'label': 'neutral', 'score': 0.02536250837147236}, {'label': 'disapproval', 'score': 0.006906682159751654}]]
[[{'label': 'approval', 'score': 0.9763262867927551}, {'label': 'neutral', 'score': 0.010320087894797325}, {'label': 'optimism', 'score': 0.0037965085357427597}]]
[[{'label': 'approval', 'score': 0.9739694595336914}, {'label': 'neutral', 'score': 0.008718050085008144}, {'label': 'optimism', 'score': 0.004214776214212179}]]
[[{'label': 'approval', 'score': 0.8344276547431946}, {'label': 'disapproval', 'score': 0.07464651018381119}, {'label': 'fear', 'score': 0.03325723484158516}]]
[[{'label': 'approval', 'score': 0.4820793569087982}, {'label': 'fear', 'score': 0.42414000630378723}, {'label': 'disapproval', 'score': 0.0274350605905056}]]
[[{'label': 'fear', 'score': 0.9486303329467773}, {'label': 'approval', 'score': 0.021139437332749367}, {'label': 'disapproval', 'score': 0.009263941086828709}]]
[[{'label': 'fear', 'score': 0.6626026034355164}, {'label': 'approval', 'score': 0.20930452644824982}, {'label': 'disapproval', 'score': 0.03225402906537056}]]
[[{'label': 'neutral', 'score': 0.7228960990905762}, {'label': 'approval', 'score': 0.19779489934444427}, {'label': 'disapproval', 'score': 0.03655557706952095}]]
[[{'label': 'approval', 'score': 0.5414096117019653}, {'label': 'neutral', 'score': 0.41951197385787964}, {'label': 'desire', 'score': 0.013358132913708687}]]
[[{'label': 'approval', 'score': 0.9804303050041199}, {'label': 'neutral', 'score': 0.014577577821910381}, {'label': 'disapproval', 'score': 0.00192405772395432}]]
[[{'label': 'approval', 'score': 0.9799315333366394}, {'label': 'neutral', 'score': 0.015485379844903946}, {'label': 'disapproval', 'score': 0.001464690314605832}]]
[[{'label': 'approval', 'score': 0.9799883365631104}, {'label': 'neutral', 'score': 0.015569583512842655}, {'label': 'disapproval', 'score': 0.0011042598634958267}]]
[[{'label': 'approval', 'score': 0.8312212228775024}, {'label': 'neutral', 'score': 0.15702049434185028}, {'label': 'desire', 'score': 0.004303038585931063}]]
[[{'label': 'neutral', 'score': 0.5674944519996643}, {'label': 'approval', 'score': 0.4041113555431366}, {'label': 'desire', 'score': 0.011574200354516506}]]
[[{'label': 'neutral', 'score': 0.9436763525009155}, {'label': 'approval', 'score': 0.02340320684015751}, {'label': 'remorse', 'score': 0.013060622848570347}]]
[[{'label': 'neutral', 'score': 0.9651215672492981}, {'label': 'remorse', 'score': 0.009604960680007935}, {'label': 'approval', 'score': 0.00815916433930397}]]
[[{'label': 'neutral', 'score': 0.567973792552948}, {'label': 'remorse', 'score': 0.1717696487903595}, {'label': 'approval', 'score': 0.15505364537239075}]]
[[{'label': 'neutral', 'score': 0.5300261378288269}, {'label': 'approval', 'score': 0.34943798184394836}, {'label': 'remorse', 'score': 0.09034967422485352}]]
[[{'label': 'approval', 'score': 0.966289222240448}, {'label': 'neutral', 'score': 0.023064447566866875}, {'label': 'desire', 'score': 0.005069733131676912}]]
[[{'label': 'approval', 'score': 0.9772037267684937}, {'label': 'neutral', 'score': 0.016839176416397095}, {'label': 'disapproval', 'score': 0.0016218589153140783}]]
[[{'label': 'approval', 'score': 0.9172165989875793}, {'label': 'neutral', 'score': 0.07354700565338135}, {'label': 'desire', 'score': 0.002920418744906783}]]
[[{'label': 'approval', 'score': 0.9356251955032349}, {'label': 'neutral', 'score': 0.032572392374277115}, {'label': 'admiration', 'score': 0.012056165374815464}]]
[[{'label': 'approval', 'score': 0.9185376167297363}, {'label': 'neutral', 'score': 0.06339496374130249}, {'label': 'desire', 'score': 0.012090967036783695}]]
[[{'label': 'approval', 'score': 0.808960497379303}, {'label': 'neutral', 'score': 0.1379922330379486}, {'label': 'desire', 'score': 0.04297921806573868}]]
[[{'label': 'approval', 'score': 0.8940194845199585}, {'label': 'neutral', 'score': 0.06123332306742668}, {'label': 'desire', 'score': 0.036203641444444656}]]
[[{'label': 'approval', 'score': 0.9655079245567322}, {'label': 'neutral', 'score': 0.024028509855270386}, {'label': 'desire', 'score': 0.0060685486532747746}]]
[[{'label': 'approval', 'score': 0.9680787920951843}, {'label': 'neutral', 'score': 0.025213906541466713}, {'label': 'desire', 'score': 0.002861344488337636}]]
[[{'label': 'approval', 'score': 0.9570984244346619}, {'label': 'neutral', 'score': 0.035326290875673294}, {'label': 'desire', 'score': 0.003348909318447113}]]
[[{'label': 'approval', 'score': 0.7186514735221863}, {'label': 'neutral', 'score': 0.17207472026348114}, {'label': 'desire', 'score': 0.09251714497804642}]]
[[{'label': 'approval', 'score': 0.7355419993400574}, {'label': 'neutral', 'score': 0.14753882586956024}, {'label': 'desire', 'score': 0.1043488159775734}]]
[[{'label': 'approval', 'score': 0.8059297800064087}, {'label': 'neutral', 'score': 0.14299967885017395}, {'label': 'desire', 'score': 0.04199224337935448}]]
[[{'label': 'approval', 'score': 0.7055307626724243}, {'label': 'neutral', 'score': 0.2183743566274643}, {'label': 'desire', 'score': 0.0648108422756195}]]
[[{'label': 'approval', 'score': 0.7800249457359314}, {'label': 'neutral', 'score': 0.15558947622776031}, {'label': 'desire', 'score': 0.05309933051466942}]]
[[{'label': 'approval', 'score': 0.7175949215888977}, {'label': 'neutral', 'score': 0.18658697605133057}, {'label': 'desire', 'score': 0.08268994837999344}]]
[[{'label': 'approval', 'score': 0.9271222949028015}, {'label': 'neutral', 'score': 0.04283649101853371}, {'label': 'desire', 'score': 0.021975217387080193}]]
[[{'label': 'approval', 'score': 0.9432376623153687}, {'label': 'neutral', 'score': 0.02643726021051407}, {'label': 'desire', 'score': 0.023149501532316208}]]
[[{'label': 'approval', 'score': 0.8963564038276672}, {'label': 'desire', 'score': 0.05458147078752518}, {'label': 'neutral', 'score': 0.03986551985144615}]]
[[{'label': 'approval', 'score': 0.5170283913612366}, {'label': 'desire', 'score': 0.33532753586769104}, {'label': 'neutral', 'score': 0.1299447864294052}]]
[[{'label': 'desire', 'score': 0.3883689343929291}, {'label': 'approval', 'score': 0.37451207637786865}, {'label': 'neutral', 'score': 0.2199360728263855}]]
[[{'label': 'approval', 'score': 0.9584859609603882}, {'label': 'desire', 'score': 0.018247630447149277}, {'label': 'neutral', 'score': 0.01713641919195652}]]
[[{'label': 'approval', 'score': 0.9270228743553162}, {'label': 'desire', 'score': 0.03378532826900482}, {'label': 'neutral', 'score': 0.03050214610993862}]]
[[{'label': 'approval', 'score': 0.7167277336120605}, {'label': 'neutral', 'score': 0.21629416942596436}, {'label': 'desire', 'score': 0.051417842507362366}]]
[[{'label': 'approval', 'score': 0.5423943996429443}, {'label': 'neutral', 'score': 0.3693220019340515}, {'label': 'desire', 'score': 0.06832043081521988}]]
[[{'label': 'approval', 'score': 0.5988504886627197}, {'label': 'neutral', 'score': 0.21575729548931122}, {'label': 'desire', 'score': 0.16513729095458984}]]
[[{'label': 'approval', 'score': 0.7947057485580444}, {'label': 'desire', 'score': 0.09629599750041962}, {'label': 'neutral', 'score': 0.09626101702451706}]]
[[{'label': 'approval', 'score': 0.8073030710220337}, {'label': 'neutral', 'score': 0.1412656158208847}, {'label': 'desire', 'score': 0.04049692675471306}]]
[[{'label': 'approval', 'score': 0.796751856803894}, {'label': 'neutral', 'score': 0.16274668276309967}, {'label': 'desire', 'score': 0.030460065230727196}]]
[[{'label': 'approval', 'score': 0.6712489724159241}, {'label': 'neutral', 'score': 0.29703646898269653}, {'label': 'desire', 'score': 0.01913697086274624}]]
[[{'label': 'approval', 'score': 0.514457643032074}, {'label': 'neutral', 'score': 0.23068179190158844}, {'label': 'desire', 'score': 0.2268986701965332}]]
[[{'label': 'neutral', 'score': 0.3668590486049652}, {'label': 'approval', 'score': 0.3189847469329834}, {'label': 'desire', 'score': 0.284746915102005}]]
[[{'label': 'approval', 'score': 0.4855239987373352}, {'label': 'neutral', 'score': 0.31712478399276733}, {'label': 'desire', 'score': 0.1757892221212387}]]
[[{'label': 'approval', 'score': 0.628188967704773}, {'label': 'neutral', 'score': 0.3224927484989166}, {'label': 'desire', 'score': 0.039150312542915344}]]
[[{'label': 'approval', 'score': 0.9428429007530212}, {'label': 'neutral', 'score': 0.04828411713242531}, {'label': 'desire', 'score': 0.00469010416418314}]]
[[{'label': 'approval', 'score': 0.9647699594497681}, {'label': 'neutral', 'score': 0.029864540323615074}, {'label': 'desire', 'score': 0.002282602246850729}]]
[[{'label': 'approval', 'score': 0.9868778586387634}, {'label': 'neutral', 'score': 0.010142151266336441}, {'label': 'desire', 'score': 0.0005577353877015412}]]
[[{'label': 'approval', 'score': 0.9883004426956177}, {'label': 'neutral', 'score': 0.008175361901521683}, {'label': 'desire', 'score': 0.0008424519910477102}]]
[[{'label': 'neutral', 'score': 0.829208493232727}, {'label': 'approval', 'score': 0.0875842496752739}, {'label': 'desire', 'score': 0.06581108272075653}]]
[[{'label': 'neutral', 'score': 0.7064212560653687}, {'label': 'desire', 'score': 0.2107551544904709}, {'label': 'approval', 'score': 0.047886282205581665}]]
[[{'label': 'neutral', 'score': 0.5880976915359497}, {'label': 'desire', 'score': 0.33781012892723083}, {'label': 'approval', 'score': 0.02536749094724655}]]
[[{'label': 'desire', 'score': 0.44778111577033997}, {'label': 'neutral', 'score': 0.3247765898704529}, {'label': 'approval', 'score': 0.17086148262023926}]]
[[{'label': 'desire', 'score': 0.46719491481781006}, {'label': 'neutral', 'score': 0.24221554398536682}, {'label': 'approval', 'score': 0.19048884510993958}]]
[[{'label': 'desire', 'score': 0.4359295964241028}, {'label': 'approval', 'score': 0.24588024616241455}, {'label': 'neutral', 'score': 0.15437619388103485}]]
[[{'label': 'desire', 'score': 0.3612678050994873}, {'label': 'approval', 'score': 0.3022029399871826}, {'label': 'joy', 'score': 0.14262986183166504}]]
[[{'label': 'approval', 'score': 0.27313417196273804}, {'label': 'desire', 'score': 0.2710590362548828}, {'label': 'neutral', 'score': 0.20290690660476685}]]
[[{'label': 'neutral', 'score': 0.2764086425304413}, {'label': 'approval', 'score': 0.2663376033306122}, {'label': 'joy', 'score': 0.2205037921667099}]]
[[{'label': 'joy', 'score': 0.3550342619419098}, {'label': 'neutral', 'score': 0.26215848326683044}, {'label': 'approval', 'score': 0.23807746171951294}]]
[[{'label': 'joy', 'score': 0.3957081735134125}, {'label': 'approval', 'score': 0.2546687424182892}, {'label': 'neutral', 'score': 0.24221089482307434}]]
[[{'label': 'neutral', 'score': 0.6461030840873718}, {'label': 'caring', 'score': 0.1812279224395752}, {'label': 'joy', 'score': 0.07727211713790894}]]
[[{'label': 'neutral', 'score': 0.7488278150558472}, {'label': 'approval', 'score': 0.06726383417844772}, {'label': 'joy', 'score': 0.06654180586338043}]]
[[{'label': 'neutral', 'score': 0.6417567729949951}, {'label': 'approval', 'score': 0.18266096711158752}, {'label': 'joy', 'score': 0.07839251309633255}]]
[[{'label': 'approval', 'score': 0.5456515550613403}, {'label': 'neutral', 'score': 0.31926921010017395}, {'label': 'joy', 'score': 0.07797989994287491}]]
[[{'label': 'approval', 'score': 0.48116371035575867}, {'label': 'neutral', 'score': 0.39757800102233887}, {'label': 'joy', 'score': 0.06789970397949219}]]
[[{'label': 'neutral', 'score': 0.4604252874851227}, {'label': 'approval', 'score': 0.3755658268928528}, {'label': 'joy', 'score': 0.09741297364234924}]]
[[{'label': 'neutral', 'score': 0.7111918926239014}, {'label': 'approval', 'score': 0.1779857873916626}, {'label': 'joy', 'score': 0.05329219624400139}]]
[[{'label': 'neutral', 'score': 0.9364832639694214}, {'label': 'caring', 'score': 0.01877390220761299}, {'label': 'joy', 'score': 0.01739903725683689}]]
[[{'label': 'neutral', 'score': 0.9538533687591553}, {'label': 'joy', 'score': 0.010693193413317204}, {'label': 'caring', 'score': 0.010303325019776821}]]
[[{'label': 'neutral', 'score': 0.9251438975334167}, {'label': 'approval', 'score': 0.027447255328297615}, {'label': 'desire', 'score': 0.013767221942543983}]]
[[{'label': 'neutral', 'score': 0.922271192073822}, {'label': 'approval', 'score': 0.04502362757921219}, {'label': 'optimism', 'score': 0.020596712827682495}]]
[[{'label': 'neutral', 'score': 0.9496145248413086}, {'label': 'optimism', 'score': 0.017758430913090706}, {'label': 'approval', 'score': 0.016197403892874718}]]
[[{'label': 'neutral', 'score': 0.959580659866333}, {'label': 'optimism', 'score': 0.014006518758833408}, {'label': 'approval', 'score': 0.010947817005217075}]]
[[{'label': 'neutral', 'score': 0.96555095911026}, {'label': 'approval', 'score': 0.010360440239310265}, {'label': 'optimism', 'score': 0.008711552247405052}]]
[[{'label': 'neutral', 'score': 0.978640615940094}, {'label': 'caring', 'score': 0.0068544624373316765}, {'label': 'sadness', 'score': 0.00358206988312304}]]
[[{'label': 'neutral', 'score': 0.9614890217781067}, {'label': 'sadness', 'score': 0.009710300713777542}, {'label': 'approval', 'score': 0.008367314003407955}]]
[[{'label': 'neutral', 'score': 0.9709684252738953}, {'label': 'approval', 'score': 0.013035370968282223}, {'label': 'optimism', 'score': 0.0030063351150602102}]]
[[{'label': 'neutral', 'score': 0.9598853588104248}, {'label': 'approval', 'score': 0.019208939746022224}, {'label': 'optimism', 'score': 0.0048339031636714935}]]
[[{'label': 'neutral', 'score': 0.9773455858230591}, {'label': 'approval', 'score': 0.006404339801520109}, {'label': 'optimism', 'score': 0.004426293075084686}]]
[[{'label': 'neutral', 'score': 0.9760774970054626}, {'label': 'optimism', 'score': 0.005931135267019272}, {'label': 'approval', 'score': 0.00590301351621747}]]
[[{'label': 'neutral', 'score': 0.9652475118637085}, {'label': 'approval', 'score': 0.008551112376153469}, {'label': 'caring', 'score': 0.008027245290577412}]]
[[{'label': 'neutral', 'score': 0.9266326427459717}, {'label': 'caring', 'score': 0.029892997816205025}, {'label': 'sadness', 'score': 0.015358343720436096}]]
[[{'label': 'neutral', 'score': 0.9147916436195374}, {'label': 'sadness', 'score': 0.038173213601112366}, {'label': 'caring', 'score': 0.025261852890253067}]]
[[{'label': 'neutral', 'score': 0.938660204410553}, {'label': 'sadness', 'score': 0.026833225041627884}, {'label': 'caring', 'score': 0.01761181652545929}]]
[[{'label': 'sadness', 'score': 0.6958468556404114}, {'label': 'neutral', 'score': 0.2415493279695511}, {'label': 'caring', 'score': 0.02472219243645668}]]
[[{'label': 'neutral', 'score': 0.8254940509796143}, {'label': 'sadness', 'score': 0.07064647972583771}, {'label': 'caring', 'score': 0.0247858427464962}]]
[[{'label': 'joy', 'score': 0.9640330672264099}, {'label': 'approval', 'score': 0.022602014243602753}, {'label': 'neutral', 'score': 0.005684318952262402}]]
[[{'label': 'joy', 'score': 0.9549030065536499}, {'label': 'approval', 'score': 0.020082775503396988}, {'label': 'neutral', 'score': 0.0126519575715065}]]
[[{'label': 'joy', 'score': 0.5720866918563843}, {'label': 'neutral', 'score': 0.3403052091598511}, {'label': 'approval', 'score': 0.05408213660120964}]]
[[{'label': 'neutral', 'score': 0.6889069676399231}, {'label': 'joy', 'score': 0.22156676650047302}, {'label': 'approval', 'score': 0.03186291456222534}]]
[[{'label': 'joy', 'score': 0.6279968023300171}, {'label': 'neutral', 'score': 0.2789282202720642}, {'label': 'approval', 'score': 0.024409746751189232}]]
[[{'label': 'joy', 'score': 0.6411178708076477}, {'label': 'neutral', 'score': 0.25907638669013977}, {'label': 'approval', 'score': 0.02980445884168148}]]
[[{'label': 'joy', 'score': 0.8422225117683411}, {'label': 'neutral', 'score': 0.09011542052030563}, {'label': 'approval', 'score': 0.03683573752641678}]]
[[{'label': 'joy', 'score': 0.8417071104049683}, {'label': 'neutral', 'score': 0.08619334548711777}, {'label': 'approval', 'score': 0.03910956531763077}]]
[[{'label': 'joy', 'score': 0.8233663439750671}, {'label': 'neutral', 'score': 0.08845506608486176}, {'label': 'approval', 'score': 0.05935993418097496}]]
[[{'label': 'joy', 'score': 0.7941356897354126}, {'label': 'neutral', 'score': 0.12307435274124146}, {'label': 'approval', 'score': 0.05335206165909767}]]
[[{'label': 'joy', 'score': 0.5090901255607605}, {'label': 'neutral', 'score': 0.3889632523059845}, {'label': 'approval', 'score': 0.05282479524612427}]]
[[{'label': 'neutral', 'score': 0.5059964060783386}, {'label': 'joy', 'score': 0.4196646213531494}, {'label': 'approval', 'score': 0.036589499562978745}]]
[[{'label': 'neutral', 'score': 0.4966455101966858}, {'label': 'joy', 'score': 0.4344315528869629}, {'label': 'approval', 'score': 0.033435799181461334}]]
