[{'label': 'neutral', 'score': 0.875518798828125}, {'label': 'gratitude', 'score': 0.08768142759799957}, {'label': 'optimism', 'score': 0.010589150711894035}, {'label': 'annoyance', 'score': 0.008997276425361633}, {'label': 'disappointment', 'score': 0.0037941443733870983}]
[{'label': 'neutral', 'score': 0.7601650357246399}, {'label': 'fear', 'score': 0.08179587870836258}, {'label': 'sadness', 'score': 0.03820371627807617}, {'label': 'disappointment', 'score': 0.023494914174079895}, {'label': 'disapproval', 'score': 0.020701682195067406}]
[{'label': 'neutral', 'score': 0.7821806073188782}, {'label': 'fear', 'score': 0.08211933821439743}, {'label': 'sadness', 'score': 0.03223583847284317}, {'label': 'disappointment', 'score': 0.026582779362797737}, {'label': 'disapproval', 'score': 0.021162444725632668}]
[{'label': 'neutral', 'score': 0.8523819446563721}, {'label': 'amusement', 'score': 0.025931930169463158}, {'label': 'sadness', 'score': 0.02305847592651844}, {'label': 'fear', 'score': 0.01850188709795475}, {'label': 'approval', 'score': 0.015954885631799698}]
[{'label': 'neutral', 'score': 0.9141505360603333}, {'label': 'fear', 'score': 0.02256016619503498}, {'label': 'disappointment', 'score': 0.01377028413116932}, {'label': 'realization', 'score': 0.010481100529432297}, {'label': 'sadness', 'score': 0.010035086423158646}]
[{'label': 'neutral', 'score': 0.9238393306732178}, {'label': 'disappointment', 'score': 0.013904358260333538}, {'label': 'realization', 'score': 0.01219303347170353}, {'label': 'fear', 'score': 0.010546139441430569}, {'label': 'disapproval', 'score': 0.010311627760529518}]
[{'label': 'neutral', 'score': 0.9122644066810608}, {'label': 'fear', 'score': 0.024930987507104874}, {'label': 'disappointment', 'score': 0.01399329025298357}, {'label': 'sadness', 'score': 0.012866885401308537}, {'label': 'realization', 'score': 0.011404696851968765}]
[{'label': 'neutral', 'score': 0.862218976020813}, {'label': 'fear', 'score': 0.036034297198057175}, {'label': 'realization', 'score': 0.03318624570965767}, {'label': 'disappointment', 'score': 0.01796751841902733}, {'label': 'sadness', 'score': 0.016162458807229996}]
[{'label': 'neutral', 'score': 0.8171897530555725}, {'label': 'fear', 'score': 0.055348627269268036}, {'label': 'realization', 'score': 0.03678245469927788}, {'label': 'disappointment', 'score': 0.029073767364025116}, {'label': 'sadness', 'score': 0.02289813756942749}]
[{'label': 'neutral', 'score': 0.8459650278091431}, {'label': 'fear', 'score': 0.05800282210111618}, {'label': 'sadness', 'score': 0.02057219296693802}, {'label': 'realization', 'score': 0.01820763573050499}, {'label': 'disappointment', 'score': 0.01769382879137993}]
[{'label': 'neutral', 'score': 0.8936046361923218}, {'label': 'fear', 'score': 0.03730778768658638}, {'label': 'sadness', 'score': 0.01360335387289524}, {'label': 'disapproval', 'score': 0.011800790205597878}, {'label': 'realization', 'score': 0.010927054099738598}]
[{'label': 'neutral', 'score': 0.9343454837799072}, {'label': 'fear', 'score': 0.011843616142868996}, {'label': 'sadness', 'score': 0.009468619711697102}, {'label': 'approval', 'score': 0.008729017339646816}, {'label': 'disappointment', 'score': 0.008457674644887447}]
[{'label': 'neutral', 'score': 0.8665400743484497}, {'label': 'fear', 'score': 0.04174363613128662}, {'label': 'disappointment', 'score': 0.02945011667907238}, {'label': 'disapproval', 'score': 0.016143228858709335}, {'label': 'sadness', 'score': 0.01570114679634571}]
[{'label': 'neutral', 'score': 0.8749635219573975}, {'label': 'fear', 'score': 0.03901354968547821}, {'label': 'disappointment', 'score': 0.022166263312101364}, {'label': 'disapproval', 'score': 0.02088344655930996}, {'label': 'sadness', 'score': 0.011936458759009838}]
[{'label': 'neutral', 'score': 0.904477059841156}, {'label': 'fear', 'score': 0.03418867662549019}, {'label': 'disapproval', 'score': 0.01608363911509514}, {'label': 'disappointment', 'score': 0.010409075766801834}, {'label': 'sadness', 'score': 0.007983987219631672}]
[{'label': 'neutral', 'score': 0.8736213445663452}, {'label': 'fear', 'score': 0.055162180215120316}, {'label': 'disapproval', 'score': 0.018976496532559395}, {'label': 'disappointment', 'score': 0.011765880510210991}, {'label': 'realization', 'score': 0.008868209086358547}]
[{'label': 'neutral', 'score': 0.9159075021743774}, {'label': 'fear', 'score': 0.017180539667606354}, {'label': 'realization', 'score': 0.012457896955311298}, {'label': 'disapproval', 'score': 0.011541971936821938}, {'label': 'sadness', 'score': 0.010696309618651867}]
[{'label': 'neutral', 'score': 0.8740004301071167}, {'label': 'fear', 'score': 0.026066578924655914}, {'label': 'sadness', 'score': 0.020007310435175896}, {'label': 'realization', 'score': 0.019124118611216545}, {'label': 'disapproval', 'score': 0.016716862097382545}]
[{'label': 'neutral', 'score': 0.8422732949256897}, {'label': 'fear', 'score': 0.035043321549892426}, {'label': 'disapproval', 'score': 0.026936931535601616}, {'label': 'sadness', 'score': 0.022580936551094055}, {'label': 'realization', 'score': 0.021739428862929344}]
[{'label': 'neutral', 'score': 0.8531985282897949}, {'label': 'fear', 'score': 0.03508671000599861}, {'label': 'sadness', 'score': 0.021025553345680237}, {'label': 'disapproval', 'score': 0.020896432921290398}, {'label': 'realization', 'score': 0.020316937938332558}]
[{'label': 'neutral', 'score': 0.877034604549408}, {'label': 'fear', 'score': 0.033149246126413345}, {'label': 'disapproval', 'score': 0.023853689432144165}, {'label': 'disappointment', 'score': 0.0152675099670887}, {'label': 'approval', 'score': 0.012255914509296417}]
[{'label': 'neutral', 'score': 0.8691043257713318}, {'label': 'fear', 'score': 0.03409230709075928}, {'label': 'disapproval', 'score': 0.026048218831419945}, {'label': 'disappointment', 'score': 0.01757507026195526}, {'label': 'approval', 'score': 0.011908937245607376}]
[{'label': 'neutral', 'score': 0.8225804567337036}, {'label': 'fear', 'score': 0.09590429067611694}, {'label': 'disappointment', 'score': 0.021733298897743225}, {'label': 'sadness', 'score': 0.020489441230893135}, {'label': 'disapproval', 'score': 0.008033265359699726}]
[{'label': 'neutral', 'score': 0.8168554306030273}, {'label': 'fear', 'score': 0.059064801782369614}, {'label': 'disappointment', 'score': 0.035259660333395004}, {'label': 'sadness', 'score': 0.03090158849954605}, {'label': 'disapproval', 'score': 0.011494530364871025}]
[{'label': 'neutral', 'score': 0.7803627848625183}, {'label': 'amusement', 'score': 0.09631458669900894}, {'label': 'realization', 'score': 0.04952077567577362}, {'label': 'disapproval', 'score': 0.02309286966919899}, {'label': 'sadness', 'score': 0.01368710957467556}]
[{'label': 'neutral', 'score': 0.7892166972160339}, {'label': 'realization', 'score': 0.0845409482717514}, {'label': 'amusement', 'score': 0.04979698732495308}, {'label': 'disapproval', 'score': 0.026742106303572655}, {'label': 'disappointment', 'score': 0.012510779313743114}]
[{'label': 'neutral', 'score': 0.8070470094680786}, {'label': 'amusement', 'score': 0.06682845950126648}, {'label': 'realization', 'score': 0.057950057089328766}, {'label': 'disapproval', 'score': 0.025517594069242477}, {'label': 'sadness', 'score': 0.009476459585130215}]
[{'label': 'neutral', 'score': 0.7995854616165161}, {'label': 'amusement', 'score': 0.07650656253099442}, {'label': 'realization', 'score': 0.05304901674389839}, {'label': 'disapproval', 'score': 0.02307930774986744}, {'label': 'sadness', 'score': 0.011589156463742256}]
[{'label': 'neutral', 'score': 0.5214153528213501}, {'label': 'realization', 'score': 0.31670621037483215}, {'label': 'amusement', 'score': 0.053033556789159775}, {'label': 'disapproval', 'score': 0.04540850967168808}, {'label': 'approval', 'score': 0.012955263257026672}]
[{'label': 'neutral', 'score': 0.4460414946079254}, {'label': 'realization', 'score': 0.3829081356525421}, {'label': 'amusement', 'score': 0.05530395731329918}, {'label': 'disapproval', 'score': 0.0350617952644825}, {'label': 'approval', 'score': 0.017212169244885445}]
[{'label': 'neutral', 'score': 0.48310425877571106}, {'label': 'realization', 'score': 0.2901110351085663}, {'label': 'amusement', 'score': 0.09648917615413666}, {'label': 'disapproval', 'score': 0.0356520377099514}, {'label': 'approval', 'score': 0.020347800105810165}]
[{'label': 'neutral', 'score': 0.5042338371276855}, {'label': 'realization', 'score': 0.23900620639324188}, {'label': 'amusement', 'score': 0.11748100072145462}, {'label': 'disapproval', 'score': 0.042062804102897644}, {'label': 'sadness', 'score': 0.02248784713447094}]
[{'label': 'neutral', 'score': 0.5350497364997864}, {'label': 'realization', 'score': 0.2049538642168045}, {'label': 'amusement', 'score': 0.07646485418081284}, {'label': 'disapproval', 'score': 0.05233718082308769}, {'label': 'disappointment', 'score': 0.03880593553185463}]
[{'label': 'neutral', 'score': 0.6373013854026794}, {'label': 'realization', 'score': 0.11230070888996124}, {'label': 'disappointment', 'score': 0.05377218499779701}, {'label': 'disapproval', 'score': 0.049060601741075516}, {'label': 'sadness', 'score': 0.04646162688732147}]
[{'label': 'neutral', 'score': 0.6653738021850586}, {'label': 'realization', 'score': 0.09139234572649002}, {'label': 'disapproval', 'score': 0.047152988612651825}, {'label': 'disappointment', 'score': 0.04643786698579788}, {'label': 'sadness', 'score': 0.04111436754465103}]
[{'label': 'neutral', 'score': 0.7420031428337097}, {'label': 'realization', 'score': 0.08019663393497467}, {'label': 'disapproval', 'score': 0.03375810384750366}, {'label': 'sadness', 'score': 0.030901307240128517}, {'label': 'amusement', 'score': 0.027644338086247444}]
[{'label': 'neutral', 'score': 0.7179232239723206}, {'label': 'realization', 'score': 0.08970203250646591}, {'label': 'disapproval', 'score': 0.04326789826154709}, {'label': 'amusement', 'score': 0.028761770576238632}, {'label': 'disappointment', 'score': 0.027583695948123932}]
[{'label': 'neutral', 'score': 0.8174619078636169}, {'label': 'realization', 'score': 0.06669711321592331}, {'label': 'amusement', 'score': 0.04629034921526909}, {'label': 'disapproval', 'score': 0.016286907717585564}, {'label': 'sadness', 'score': 0.016145598143339157}]
[{'label': 'neutral', 'score': 0.8283967971801758}, {'label': 'realization', 'score': 0.07099493592977524}, {'label': 'amusement', 'score': 0.03193420544266701}, {'label': 'disapproval', 'score': 0.019086403772234917}, {'label': 'sadness', 'score': 0.015100447461009026}]
[{'label': 'neutral', 'score': 0.8008251786231995}, {'label': 'realization', 'score': 0.07901935279369354}, {'label': 'amusement', 'score': 0.028373636305332184}, {'label': 'disapproval', 'score': 0.025980709120631218}, {'label': 'sadness', 'score': 0.019384775310754776}]
[{'label': 'neutral', 'score': 0.7850538492202759}, {'label': 'realization', 'score': 0.07906290143728256}, {'label': 'amusement', 'score': 0.03380017355084419}, {'label': 'disapproval', 'score': 0.03174455463886261}, {'label': 'sadness', 'score': 0.020322799682617188}]
[{'label': 'neutral', 'score': 0.6062109470367432}, {'label': 'realization', 'score': 0.21008802950382233}, {'label': 'disappointment', 'score': 0.04214620217680931}, {'label': 'disapproval', 'score': 0.04127177968621254}, {'label': 'sadness', 'score': 0.03141417354345322}]
[{'label': 'neutral', 'score': 0.6029913425445557}, {'label': 'realization', 'score': 0.1769072264432907}, {'label': 'disapproval', 'score': 0.05595700815320015}, {'label': 'disappointment', 'score': 0.04956139251589775}, {'label': 'sadness', 'score': 0.036746200174093246}]
[{'label': 'neutral', 'score': 0.7761359810829163}, {'label': 'realization', 'score': 0.0556984469294548}, {'label': 'disappointment', 'score': 0.039551328867673874}, {'label': 'disapproval', 'score': 0.03920092433691025}, {'label': 'sadness', 'score': 0.03116213157773018}]
[{'label': 'neutral', 'score': 0.8389853239059448}, {'label': 'realization', 'score': 0.04172730818390846}, {'label': 'disapproval', 'score': 0.028996199369430542}, {'label': 'disappointment', 'score': 0.027407292276620865}, {'label': 'sadness', 'score': 0.01889887824654579}]
[{'label': 'neutral', 'score': 0.8383631706237793}, {'label': 'realization', 'score': 0.03939692676067352}, {'label': 'disapproval', 'score': 0.03691452369093895}, {'label': 'disappointment', 'score': 0.02848682552576065}, {'label': 'amusement', 'score': 0.017102574929594994}]
[{'label': 'neutral', 'score': 0.7821893692016602}, {'label': 'amusement', 'score': 0.07946983724832535}, {'label': 'realization', 'score': 0.05073074623942375}, {'label': 'disapproval', 'score': 0.03527484089136124}, {'label': 'sadness', 'score': 0.015298232436180115}]
[{'label': 'neutral', 'score': 0.7523295879364014}, {'label': 'realization', 'score': 0.07746897637844086}, {'label': 'disapproval', 'score': 0.06252923607826233}, {'label': 'amusement', 'score': 0.050940487533807755}, {'label': 'sadness', 'score': 0.01607358083128929}]
[{'label': 'neutral', 'score': 0.5139803290367126}, {'label': 'realization', 'score': 0.194832444190979}, {'label': 'amusement', 'score': 0.09685473889112473}, {'label': 'disapproval', 'score': 0.09252370893955231}, {'label': 'disappointment', 'score': 0.02714371308684349}]
[{'label': 'neutral', 'score': 0.39698323607444763}, {'label': 'realization', 'score': 0.2949990928173065}, {'label': 'amusement', 'score': 0.10388121008872986}, {'label': 'disapproval', 'score': 0.07498746365308762}, {'label': 'disappointment', 'score': 0.03151652589440346}]
[{'label': 'neutral', 'score': 0.44517749547958374}, {'label': 'realization', 'score': 0.24818691611289978}, {'label': 'amusement', 'score': 0.09234973043203354}, {'label': 'disapproval', 'score': 0.07321646064519882}, {'label': 'disappointment', 'score': 0.041701145470142365}]
[{'label': 'neutral', 'score': 0.5107020139694214}, {'label': 'realization', 'score': 0.2288099080324173}, {'label': 'disappointment', 'score': 0.0638282522559166}, {'label': 'disapproval', 'score': 0.05570952594280243}, {'label': 'amusement', 'score': 0.04554414749145508}]
