[{'label': 'sadness', 'score': 0.7678876519203186}, {'label': 'fear', 'score': 0.15435345470905304}, {'label': 'disappointment', 'score': 0.0493399053812027}, {'label': 'grief', 'score': 0.00836222991347313}, {'label': 'remorse', 'score': 0.007599496748298407}]
[{'label': 'sadness', 'score': 0.9488257169723511}, {'label': 'fear', 'score': 0.017175115644931793}, {'label': 'grief', 'score': 0.015358075499534607}, {'label': 'disappointment', 'score': 0.008006430231034756}, {'label': 'caring', 'score': 0.0023894580081105232}]
[{'label': 'sadness', 'score': 0.9538630247116089}, {'label': 'grief', 'score': 0.01498283352702856}, {'label': 'fear', 'score': 0.012588277459144592}, {'label': 'disappointment', 'score': 0.008655027486383915}, {'label': 'remorse', 'score': 0.002353173913434148}]
[{'label': 'sadness', 'score': 0.9367247223854065}, {'label': 'fear', 'score': 0.029094068333506584}, {'label': 'grief', 'score': 0.01437286101281643}, {'label': 'disappointment', 'score': 0.008092409931123257}, {'label': 'caring', 'score': 0.0026170352939516306}]
[{'label': 'sadness', 'score': 0.8551400303840637}, {'label': 'fear', 'score': 0.11109179258346558}, {'label': 'disappointment', 'score': 0.015094426460564137}, {'label': 'grief', 'score': 0.007393769454210997}, {'label': 'nervousness', 'score': 0.002431507222354412}]
[{'label': 'sadness', 'score': 0.708313524723053}, {'label': 'fear', 'score': 0.254711776971817}, {'label': 'disappointment', 'score': 0.012606537900865078}, {'label': 'grief', 'score': 0.00967746414244175}, {'label': 'nervousness', 'score': 0.00301668350584805}]
[{'label': 'sadness', 'score': 0.5739266872406006}, {'label': 'fear', 'score': 0.3815830647945404}, {'label': 'grief', 'score': 0.016360854730010033}, {'label': 'disappointment', 'score': 0.010867003351449966}, {'label': 'nervousness', 'score': 0.0033327636774629354}]
[{'label': 'sadness', 'score': 0.8563742637634277}, {'label': 'fear', 'score': 0.10228867828845978}, {'label': 'grief', 'score': 0.016754241660237312}, {'label': 'disappointment', 'score': 0.011510593816637993}, {'label': 'remorse', 'score': 0.0028297998942434788}]
[{'label': 'sadness', 'score': 0.9209773540496826}, {'label': 'fear', 'score': 0.04346013814210892}, {'label': 'disappointment', 'score': 0.011505966074764729}, {'label': 'grief', 'score': 0.010309017263352871}, {'label': 'caring', 'score': 0.003175965743139386}]
[{'label': 'sadness', 'score': 0.9092087149620056}, {'label': 'fear', 'score': 0.04890151694417}, {'label': 'disappointment', 'score': 0.014290893450379372}, {'label': 'grief', 'score': 0.010788634419441223}, {'label': 'caring', 'score': 0.0033755211625248194}]
[{'label': 'sadness', 'score': 0.8855651617050171}, {'label': 'fear', 'score': 0.0707024559378624}, {'label': 'disappointment', 'score': 0.019044458866119385}, {'label': 'grief', 'score': 0.00972010102123022}, {'label': 'love', 'score': 0.0029393339063972235}]
[{'label': 'sadness', 'score': 0.8797800540924072}, {'label': 'fear', 'score': 0.07651019841432571}, {'label': 'disappointment', 'score': 0.018650006502866745}, {'label': 'grief', 'score': 0.009809518232941628}, {'label': 'love', 'score': 0.0029217114206403494}]
[{'label': 'sadness', 'score': 0.6176257729530334}, {'label': 'fear', 'score': 0.3337039053440094}, {'label': 'disappointment', 'score': 0.024303341284394264}, {'label': 'grief', 'score': 0.007975705899298191}, {'label': 'nervousness', 'score': 0.003599364310503006}]
[{'label': 'sadness', 'score': 0.5424020290374756}, {'label': 'fear', 'score': 0.4099377691745758}, {'label': 'disappointment', 'score': 0.0229141004383564}, {'label': 'grief', 'score': 0.00797969289124012}, {'label': 'nervousness', 'score': 0.003780074417591095}]
[{'label': 'fear', 'score': 0.7425258755683899}, {'label': 'sadness', 'score': 0.22445262968540192}, {'label': 'disappointment', 'score': 0.013938717544078827}, {'label': 'grief', 'score': 0.0057116164825856686}, {'label': 'nervousness', 'score': 0.003411088837310672}]
[{'label': 'sadness', 'score': 0.6084879040718079}, {'label': 'fear', 'score': 0.34956666827201843}, {'label': 'disappointment', 'score': 0.0182523000985384}, {'label': 'grief', 'score': 0.008894932456314564}, {'label': 'nervousness', 'score': 0.0030450995545834303}]
[{'label': 'sadness', 'score': 0.9104343056678772}, {'label': 'fear', 'score': 0.04015789180994034}, {'label': 'grief', 'score': 0.022546222433447838}, {'label': 'disappointment', 'score': 0.010237185284495354}, {'label': 'remorse', 'score': 0.00817822851240635}]
[{'label': 'sadness', 'score': 0.9107500314712524}, {'label': 'grief', 'score': 0.03042588010430336}, {'label': 'remorse', 'score': 0.020883332937955856}, {'label': 'fear', 'score': 0.01731959730386734}, {'label': 'disappointment', 'score': 0.009863617829978466}]
[{'label': 'sadness', 'score': 0.823498010635376}, {'label': 'fear', 'score': 0.10309169441461563}, {'label': 'grief', 'score': 0.028555121272802353}, {'label': 'disappointment', 'score': 0.020350635051727295}, {'label': 'remorse', 'score': 0.011378461495041847}]
[{'label': 'sadness', 'score': 0.6186885237693787}, {'label': 'fear', 'score': 0.3203990161418915}, {'label': 'disappointment', 'score': 0.021372715011239052}, {'label': 'grief', 'score': 0.018891265615820885}, {'label': 'nervousness', 'score': 0.005326225887984037}]
[{'label': 'sadness', 'score': 0.5926073789596558}, {'label': 'fear', 'score': 0.3464950621128082}, {'label': 'disappointment', 'score': 0.02063571847975254}, {'label': 'grief', 'score': 0.019022809341549873}, {'label': 'nervousness', 'score': 0.0058764806017279625}]
[{'label': 'sadness', 'score': 0.8866124153137207}, {'label': 'fear', 'score': 0.07506991922855377}, {'label': 'disappointment', 'score': 0.014753032475709915}, {'label': 'grief', 'score': 0.011905384249985218}, {'label': 'remorse', 'score': 0.0030168918892741203}]
[{'label': 'sadness', 'score': 0.514380156993866}, {'label': 'fear', 'score': 0.44824087619781494}, {'label': 'disappointment', 'score': 0.015795648097991943}, {'label': 'grief', 'score': 0.006117416080087423}, {'label': 'nervousness', 'score': 0.0041436743922531605}]
[{'label': 'fear', 'score': 0.7387896776199341}, {'label': 'sadness', 'score': 0.23543214797973633}, {'label': 'disappointment', 'score': 0.011269048787653446}, {'label': 'nervousness', 'score': 0.0031603560782969}, {'label': 'grief', 'score': 0.0027563879266381264}]
[{'label': 'fear', 'score': 0.7140620350837708}, {'label': 'sadness', 'score': 0.2623303532600403}, {'label': 'disappointment', 'score': 0.00961852353066206}, {'label': 'nervousness', 'score': 0.0037453884724527597}, {'label': 'grief', 'score': 0.0024613228160887957}]
[{'label': 'fear', 'score': 0.500001847743988}, {'label': 'sadness', 'score': 0.4714047908782959}, {'label': 'disappointment', 'score': 0.010818960145115852}, {'label': 'grief', 'score': 0.004196559078991413}, {'label': 'nervousness', 'score': 0.0037324666045606136}]
[{'label': 'sadness', 'score': 0.6821708083152771}, {'label': 'fear', 'score': 0.28873857855796814}, {'label': 'disappointment', 'score': 0.011940768919885159}, {'label': 'grief', 'score': 0.004732230678200722}, {'label': 'nervousness', 'score': 0.003035926492884755}]
[{'label': 'sadness', 'score': 0.7958272099494934}, {'label': 'fear', 'score': 0.1662868708372116}, {'label': 'disappointment', 'score': 0.017712481319904327}, {'label': 'grief', 'score': 0.00673561729490757}, {'label': 'nervousness', 'score': 0.0025733986403793097}]
[{'label': 'sadness', 'score': 0.8948529958724976}, {'label': 'fear', 'score': 0.07498884946107864}, {'label': 'disappointment', 'score': 0.014871799387037754}, {'label': 'grief', 'score': 0.005337828770279884}, {'label': 'nervousness', 'score': 0.0016304519958794117}]
[{'label': 'sadness', 'score': 0.8641471266746521}, {'label': 'fear', 'score': 0.10525775700807571}, {'label': 'disappointment', 'score': 0.015166940167546272}, {'label': 'grief', 'score': 0.004774501547217369}, {'label': 'nervousness', 'score': 0.002063363790512085}]
[{'label': 'sadness', 'score': 0.7707082033157349}, {'label': 'fear', 'score': 0.18819557130336761}, {'label': 'disappointment', 'score': 0.020622123032808304}, {'label': 'grief', 'score': 0.006230843719094992}, {'label': 'love', 'score': 0.0031989843118935823}]
[{'label': 'sadness', 'score': 0.7746966481208801}, {'label': 'fear', 'score': 0.1845887005329132}, {'label': 'disappointment', 'score': 0.020102711394429207}, {'label': 'grief', 'score': 0.006576943211257458}, {'label': 'love', 'score': 0.0031083389185369015}]
[{'label': 'sadness', 'score': 0.6565464735031128}, {'label': 'fear', 'score': 0.30407458543777466}, {'label': 'disappointment', 'score': 0.01827816106379032}, {'label': 'grief', 'score': 0.005819902755320072}, {'label': 'nervousness', 'score': 0.003854726441204548}]
[{'label': 'sadness', 'score': 0.7266932725906372}, {'label': 'fear', 'score': 0.23436860740184784}, {'label': 'disappointment', 'score': 0.018131783232092857}, {'label': 'grief', 'score': 0.0057673524133861065}, {'label': 'nervousness', 'score': 0.0034614545293152332}]
[{'label': 'sadness', 'score': 0.8838101625442505}, {'label': 'fear', 'score': 0.07989796251058578}, {'label': 'disappointment', 'score': 0.017853638157248497}, {'label': 'grief', 'score': 0.005190723575651646}, {'label': 'remorse', 'score': 0.0038487939164042473}]
[{'label': 'sadness', 'score': 0.8971344232559204}, {'label': 'fear', 'score': 0.07018264383077621}, {'label': 'disappointment', 'score': 0.017006780952215195}, {'label': 'grief', 'score': 0.0033027909230440855}, {'label': 'nervousness', 'score': 0.0023477207869291306}]
[{'label': 'sadness', 'score': 0.892372190952301}, {'label': 'fear', 'score': 0.07467252016067505}, {'label': 'disappointment', 'score': 0.017234744504094124}, {'label': 'grief', 'score': 0.0033609222155064344}, {'label': 'nervousness', 'score': 0.002394741168245673}]
[{'label': 'sadness', 'score': 0.942646861076355}, {'label': 'fear', 'score': 0.032729372382164}, {'label': 'disappointment', 'score': 0.012971137650310993}, {'label': 'grief', 'score': 0.00285684154368937}, {'label': 'neutral', 'score': 0.001441566739231348}]
[{'label': 'sadness', 'score': 0.9534964561462402}, {'label': 'fear', 'score': 0.02286791056394577}, {'label': 'disappointment', 'score': 0.014086483046412468}, {'label': 'grief', 'score': 0.002476014429703355}, {'label': 'remorse', 'score': 0.0011198321590200067}]
[{'label': 'sadness', 'score': 0.8963032364845276}, {'label': 'fear', 'score': 0.06702525913715363}, {'label': 'disappointment', 'score': 0.020784536376595497}, {'label': 'grief', 'score': 0.003987173084169626}, {'label': 'remorse', 'score': 0.003576366463676095}]
[{'label': 'sadness', 'score': 0.7203699946403503}, {'label': 'fear', 'score': 0.23246698081493378}, {'label': 'disappointment', 'score': 0.024772722274065018}, {'label': 'grief', 'score': 0.005348915699869394}, {'label': 'love', 'score': 0.0036510820500552654}]
[{'label': 'sadness', 'score': 0.7202721834182739}, {'label': 'fear', 'score': 0.23246444761753082}, {'label': 'disappointment', 'score': 0.024795450270175934}, {'label': 'grief', 'score': 0.0053070345893502235}, {'label': 'love', 'score': 0.003750911448150873}]
[{'label': 'sadness', 'score': 0.8630133271217346}, {'label': 'fear', 'score': 0.09790419787168503}, {'label': 'disappointment', 'score': 0.015524969436228275}, {'label': 'grief', 'score': 0.008064692839980125}, {'label': 'love', 'score': 0.0037876577116549015}]
[{'label': 'sadness', 'score': 0.9301949739456177}, {'label': 'fear', 'score': 0.03891909122467041}, {'label': 'disappointment', 'score': 0.011077400296926498}, {'label': 'grief', 'score': 0.008105739951133728}, {'label': 'remorse', 'score': 0.0032510990276932716}]
[{'label': 'sadness', 'score': 0.785504162311554}, {'label': 'fear', 'score': 0.18421819806098938}, {'label': 'disappointment', 'score': 0.009821695275604725}, {'label': 'grief', 'score': 0.007740889210253954}, {'label': 'remorse', 'score': 0.0023998380638659}]
[{'label': 'fear', 'score': 0.7458011507987976}, {'label': 'sadness', 'score': 0.23239968717098236}, {'label': 'disappointment', 'score': 0.007089746184647083}, {'label': 'nervousness', 'score': 0.003528442932292819}, {'label': 'grief', 'score': 0.002415689406916499}]
[{'label': 'sadness', 'score': 0.7120576500892639}, {'label': 'fear', 'score': 0.25913840532302856}, {'label': 'disappointment', 'score': 0.010215685702860355}, {'label': 'grief', 'score': 0.004109060391783714}, {'label': 'nervousness', 'score': 0.003242053557187319}]
[{'label': 'sadness', 'score': 0.5912432670593262}, {'label': 'fear', 'score': 0.38083866238594055}, {'label': 'disappointment', 'score': 0.010174095630645752}, {'label': 'nervousness', 'score': 0.003559664823114872}, {'label': 'grief', 'score': 0.0035356164444237947}]
[{'label': 'sadness', 'score': 0.5088420510292053}, {'label': 'fear', 'score': 0.46003636717796326}, {'label': 'disappointment', 'score': 0.012589672580361366}, {'label': 'nervousness', 'score': 0.00416267104446888}, {'label': 'grief', 'score': 0.0036148466169834137}]
[{'label': 'fear', 'score': 0.8568935990333557}, {'label': 'sadness', 'score': 0.12485867738723755}, {'label': 'disappointment', 'score': 0.006207828409969807}, {'label': 'nervousness', 'score': 0.00320750311948359}, {'label': 'grief', 'score': 0.0018071583472192287}]
[{'label': 'fear', 'score': 0.9815857410430908}, {'label': 'sadness', 'score': 0.012119884602725506}, {'label': 'nervousness', 'score': 0.0014697492588311434}, {'label': 'disappointment', 'score': 0.0012268340215086937}, {'label': 'anger', 'score': 0.0005743145011365414}]
[{'label': 'fear', 'score': 0.9582988619804382}, {'label': 'sadness', 'score': 0.03267223760485649}, {'label': 'disappointment', 'score': 0.002156103728339076}, {'label': 'nervousness', 'score': 0.0019304666202515364}, {'label': 'grief', 'score': 0.0010292154038324952}]
[{'label': 'fear', 'score': 0.9164308905601501}, {'label': 'sadness', 'score': 0.06967847049236298}, {'label': 'disappointment', 'score': 0.002810367848724127}, {'label': 'nervousness', 'score': 0.0025948756374418736}, {'label': 'grief', 'score': 0.0020107445307075977}]
[{'label': 'sadness', 'score': 0.6131018400192261}, {'label': 'fear', 'score': 0.3250790238380432}, {'label': 'neutral', 'score': 0.019374905154109}, {'label': 'disappointment', 'score': 0.008723041042685509}, {'label': 'grief', 'score': 0.008305877447128296}]
[{'label': 'sadness', 'score': 0.6783657670021057}, {'label': 'curiosity', 'score': 0.23285669088363647}, {'label': 'neutral', 'score': 0.02079717069864273}, {'label': 'fear', 'score': 0.015952544286847115}, {'label': 'confusion', 'score': 0.013150869868695736}]
[{'label': 'sadness', 'score': 0.9349939823150635}, {'label': 'curiosity', 'score': 0.017787430435419083}, {'label': 'disappointment', 'score': 0.01148657500743866}, {'label': 'fear', 'score': 0.009932836517691612}, {'label': 'neutral', 'score': 0.008000730536878109}]
[{'label': 'sadness', 'score': 0.9678383469581604}, {'label': 'disappointment', 'score': 0.009975528344511986}, {'label': 'fear', 'score': 0.0060774642042815685}, {'label': 'curiosity', 'score': 0.003284185193479061}, {'label': 'neutral', 'score': 0.0029726673383265734}]
[{'label': 'sadness', 'score': 0.9676685929298401}, {'label': 'disappointment', 'score': 0.010246191173791885}, {'label': 'fear', 'score': 0.006052535958588123}, {'label': 'grief', 'score': 0.004673804622143507}, {'label': 'remorse', 'score': 0.003604102646932006}]
[{'label': 'sadness', 'score': 0.9600279331207275}, {'label': 'disappointment', 'score': 0.012640575878322124}, {'label': 'grief', 'score': 0.005120241083204746}, {'label': 'remorse', 'score': 0.005085533484816551}, {'label': 'curiosity', 'score': 0.004775193985551596}]
[{'label': 'sadness', 'score': 0.9670149087905884}, {'label': 'disappointment', 'score': 0.010398214682936668}, {'label': 'remorse', 'score': 0.006911526434123516}, {'label': 'grief', 'score': 0.0053336904384195805}, {'label': 'desire', 'score': 0.0023319488391280174}]
[{'label': 'sadness', 'score': 0.9650977849960327}, {'label': 'disappointment', 'score': 0.010937679558992386}, {'label': 'remorse', 'score': 0.007289575878530741}, {'label': 'grief', 'score': 0.005562252830713987}, {'label': 'desire', 'score': 0.0028196272905915976}]
[{'label': 'sadness', 'score': 0.9640676379203796}, {'label': 'remorse', 'score': 0.011683972552418709}, {'label': 'disappointment', 'score': 0.008036110550165176}, {'label': 'grief', 'score': 0.007757597602903843}, {'label': 'fear', 'score': 0.002690028864890337}]
[{'label': 'sadness', 'score': 0.9672720432281494}, {'label': 'disappointment', 'score': 0.008072993718087673}, {'label': 'remorse', 'score': 0.007517935708165169}, {'label': 'grief', 'score': 0.004622963722795248}, {'label': 'fear', 'score': 0.0038566968869417906}]
[{'label': 'sadness', 'score': 0.9698145985603333}, {'label': 'disappointment', 'score': 0.008007447235286236}, {'label': 'remorse', 'score': 0.006929590366780758}, {'label': 'grief', 'score': 0.004262340255081654}, {'label': 'fear', 'score': 0.0035666951444000006}]
[{'label': 'sadness', 'score': 0.9690569043159485}, {'label': 'disappointment', 'score': 0.009707107208669186}, {'label': 'remorse', 'score': 0.0066545214504003525}, {'label': 'curiosity', 'score': 0.003254324197769165}, {'label': 'grief', 'score': 0.0030764080584049225}]
[{'label': 'sadness', 'score': 0.9389098286628723}, {'label': 'fear', 'score': 0.024162380024790764}, {'label': 'remorse', 'score': 0.012258368544280529}, {'label': 'disappointment', 'score': 0.008575196377933025}, {'label': 'grief', 'score': 0.007493901997804642}]
[{'label': 'sadness', 'score': 0.7676501274108887}, {'label': 'fear', 'score': 0.20034395158290863}, {'label': 'disappointment', 'score': 0.009966104291379452}, {'label': 'grief', 'score': 0.0054959142580628395}, {'label': 'remorse', 'score': 0.00435113487765193}]
[{'label': 'fear', 'score': 0.743233323097229}, {'label': 'sadness', 'score': 0.22752907872200012}, {'label': 'disappointment', 'score': 0.005117925349622965}, {'label': 'grief', 'score': 0.004393322393298149}, {'label': 'nervousness', 'score': 0.0042251902632415295}]
[{'label': 'sadness', 'score': 0.5680311918258667}, {'label': 'fear', 'score': 0.36275121569633484}, {'label': 'curiosity', 'score': 0.012628925032913685}, {'label': 'grief', 'score': 0.010392370633780956}, {'label': 'disappointment', 'score': 0.00862411130219698}]
[{'label': 'sadness', 'score': 0.8353868722915649}, {'label': 'fear', 'score': 0.09763956069946289}, {'label': 'curiosity', 'score': 0.020618189126253128}, {'label': 'disappointment', 'score': 0.009127430617809296}, {'label': 'grief', 'score': 0.007229442708194256}]
[{'label': 'sadness', 'score': 0.8315552473068237}, {'label': 'fear', 'score': 0.1037491038441658}, {'label': 'curiosity', 'score': 0.019183343276381493}, {'label': 'disappointment', 'score': 0.009083535522222519}, {'label': 'grief', 'score': 0.006924196146428585}]
[{'label': 'sadness', 'score': 0.8888530135154724}, {'label': 'fear', 'score': 0.034977082163095474}, {'label': 'disappointment', 'score': 0.01859474554657936}, {'label': 'grief', 'score': 0.013593433424830437}, {'label': 'confusion', 'score': 0.008870238438248634}]
[{'label': 'sadness', 'score': 0.8969439268112183}, {'label': 'fear', 'score': 0.03622172027826309}, {'label': 'disappointment', 'score': 0.023671239614486694}, {'label': 'confusion', 'score': 0.008651768788695335}, {'label': 'neutral', 'score': 0.006318213418126106}]
[{'label': 'sadness', 'score': 0.9056498408317566}, {'label': 'fear', 'score': 0.02736377716064453}, {'label': 'curiosity', 'score': 0.016883639618754387}, {'label': 'disappointment', 'score': 0.013301949016749859}, {'label': 'confusion', 'score': 0.010858639143407345}]
[{'label': 'sadness', 'score': 0.8762224912643433}, {'label': 'fear', 'score': 0.05410609394311905}, {'label': 'curiosity', 'score': 0.021101213991642}, {'label': 'disappointment', 'score': 0.013473537750542164}, {'label': 'confusion', 'score': 0.009781844913959503}]
[{'label': 'sadness', 'score': 0.8047736287117004}, {'label': 'fear', 'score': 0.10091158002614975}, {'label': 'curiosity', 'score': 0.03949940204620361}, {'label': 'disappointment', 'score': 0.013403091579675674}, {'label': 'confusion', 'score': 0.013021626509726048}]
[{'label': 'sadness', 'score': 0.8772062659263611}, {'label': 'fear', 'score': 0.06513399630784988}, {'label': 'disappointment', 'score': 0.01617983728647232}, {'label': 'curiosity', 'score': 0.011355411261320114}, {'label': 'confusion', 'score': 0.008420352824032307}]
[{'label': 'sadness', 'score': 0.8143771886825562}, {'label': 'fear', 'score': 0.12791410088539124}, {'label': 'disappointment', 'score': 0.014848170801997185}, {'label': 'nervousness', 'score': 0.010142097249627113}, {'label': 'curiosity', 'score': 0.009852783754467964}]
[{'label': 'sadness', 'score': 0.800264835357666}, {'label': 'fear', 'score': 0.1363089680671692}, {'label': 'disappointment', 'score': 0.014686769805848598}, {'label': 'nervousness', 'score': 0.011658495292067528}, {'label': 'curiosity', 'score': 0.011640908196568489}]
[{'label': 'sadness', 'score': 0.7476442456245422}, {'label': 'fear', 'score': 0.19733639061450958}, {'label': 'nervousness', 'score': 0.019325509667396545}, {'label': 'disappointment', 'score': 0.013074448332190514}, {'label': 'curiosity', 'score': 0.005097235552966595}]
[{'label': 'sadness', 'score': 0.9043618440628052}, {'label': 'curiosity', 'score': 0.023838628083467484}, {'label': 'disappointment', 'score': 0.023279817774891853}, {'label': 'neutral', 'score': 0.01828920654952526}, {'label': 'fear', 'score': 0.011139688082039356}]
[{'label': 'sadness', 'score': 0.9390266537666321}, {'label': 'disappointment', 'score': 0.0175715871155262}, {'label': 'neutral', 'score': 0.017244774848222733}, {'label': 'curiosity', 'score': 0.009054073132574558}, {'label': 'fear', 'score': 0.006075701210647821}]
[{'label': 'sadness', 'score': 0.9445998668670654}, {'label': 'disappointment', 'score': 0.016823533922433853}, {'label': 'fear', 'score': 0.013057144358754158}, {'label': 'neutral', 'score': 0.010991114191710949}, {'label': 'curiosity', 'score': 0.00364384101703763}]
[{'label': 'sadness', 'score': 0.928794801235199}, {'label': 'fear', 'score': 0.02754824608564377}, {'label': 'disappointment', 'score': 0.020535802468657494}, {'label': 'neutral', 'score': 0.00662713497877121}, {'label': 'grief', 'score': 0.0035882170777767897}]
[{'label': 'sadness', 'score': 0.9418818354606628}, {'label': 'fear', 'score': 0.01853538118302822}, {'label': 'disappointment', 'score': 0.01578008197247982}, {'label': 'grief', 'score': 0.005515477154403925}, {'label': 'neutral', 'score': 0.004622006323188543}]
[{'label': 'sadness', 'score': 0.9355029463768005}, {'label': 'fear', 'score': 0.021509572863578796}, {'label': 'disappointment', 'score': 0.012281659059226513}, {'label': 'grief', 'score': 0.008281577378511429}, {'label': 'love', 'score': 0.006036412436515093}]
[{'label': 'sadness', 'score': 0.8806118369102478}, {'label': 'fear', 'score': 0.04517659544944763}, {'label': 'love', 'score': 0.01910373941063881}, {'label': 'grief', 'score': 0.016589924693107605}, {'label': 'disappointment', 'score': 0.014134692028164864}]
[{'label': 'sadness', 'score': 0.832424521446228}, {'label': 'fear', 'score': 0.08621309697628021}, {'label': 'love', 'score': 0.01869884319603443}, {'label': 'disappointment', 'score': 0.017009619623422623}, {'label': 'grief', 'score': 0.013494621962308884}]
[{'label': 'sadness', 'score': 0.870154619216919}, {'label': 'fear', 'score': 0.05579552799463272}, {'label': 'neutral', 'score': 0.012908967211842537}, {'label': 'disappointment', 'score': 0.012621650472283363}, {'label': 'grief', 'score': 0.010422618128359318}]
[{'label': 'sadness', 'score': 0.8762901425361633}, {'label': 'fear', 'score': 0.05413384735584259}, {'label': 'disappointment', 'score': 0.012839483097195625}, {'label': 'neutral', 'score': 0.01253420114517212}, {'label': 'grief', 'score': 0.009749173186719418}]
[{'label': 'sadness', 'score': 0.887679934501648}, {'label': 'fear', 'score': 0.06276202946901321}, {'label': 'neutral', 'score': 0.014907365664839745}, {'label': 'disappointment', 'score': 0.012411401607096195}, {'label': 'grief', 'score': 0.004239447880536318}]
[{'label': 'sadness', 'score': 0.8341580033302307}, {'label': 'fear', 'score': 0.09095966070890427}, {'label': 'neutral', 'score': 0.02490217424929142}, {'label': 'disappointment', 'score': 0.01547401212155819}, {'label': 'curiosity', 'score': 0.007494419813156128}]
[{'label': 'sadness', 'score': 0.7641947269439697}, {'label': 'fear', 'score': 0.07449522614479065}, {'label': 'curiosity', 'score': 0.07214150577783585}, {'label': 'neutral', 'score': 0.02302529290318489}, {'label': 'confusion', 'score': 0.019412336871027946}]
[{'label': 'sadness', 'score': 0.8544414639472961}, {'label': 'fear', 'score': 0.07285898178815842}, {'label': 'neutral', 'score': 0.028448620811104774}, {'label': 'disappointment', 'score': 0.015474584884941578}, {'label': 'curiosity', 'score': 0.006010920275002718}]
[{'label': 'sadness', 'score': 0.6502556204795837}, {'label': 'fear', 'score': 0.28262561559677124}, {'label': 'disappointment', 'score': 0.02528219483792782}, {'label': 'neutral', 'score': 0.016969949007034302}, {'label': 'grief', 'score': 0.004295681603252888}]
[{'label': 'fear', 'score': 0.472825288772583}, {'label': 'sadness', 'score': 0.46972885727882385}, {'label': 'disappointment', 'score': 0.01476302556693554}, {'label': 'neutral', 'score': 0.014274416491389275}, {'label': 'grief', 'score': 0.005827725864946842}]
[{'label': 'sadness', 'score': 0.7416491508483887}, {'label': 'fear', 'score': 0.1940631866455078}, {'label': 'disappointment', 'score': 0.01697658747434616}, {'label': 'neutral', 'score': 0.015768658369779587}, {'label': 'love', 'score': 0.008604904636740685}]
[{'label': 'fear', 'score': 0.6631611585617065}, {'label': 'sadness', 'score': 0.2921698987483978}, {'label': 'disappointment', 'score': 0.009611695073544979}, {'label': 'nervousness', 'score': 0.008875167928636074}, {'label': 'neutral', 'score': 0.008242865093052387}]
[{'label': 'fear', 'score': 0.9794131517410278}, {'label': 'sadness', 'score': 0.009503738954663277}, {'label': 'nervousness', 'score': 0.0033605750650167465}, {'label': 'confusion', 'score': 0.0017345005180686712}, {'label': 'neutral', 'score': 0.0017177656991407275}]
[{'label': 'fear', 'score': 0.9761554002761841}, {'label': 'sadness', 'score': 0.01114567182958126}, {'label': 'nervousness', 'score': 0.0033970442600548267}, {'label': 'confusion', 'score': 0.0022532804869115353}, {'label': 'neutral', 'score': 0.002210530685260892}]
[{'label': 'fear', 'score': 0.9958196878433228}, {'label': 'nervousness', 'score': 0.0008828886784613132}, {'label': 'sadness', 'score': 0.0008821223163977265}, {'label': 'confusion', 'score': 0.00042673861025832593}, {'label': 'neutral', 'score': 0.0003001450386364013}]
[{'label': 'fear', 'score': 0.9905744194984436}, {'label': 'sadness', 'score': 0.0037484129425138235}, {'label': 'neutral', 'score': 0.0014078367967158556}, {'label': 'nervousness', 'score': 0.0013140335213392973}, {'label': 'disappointment', 'score': 0.0005810391157865524}]
[{'label': 'fear', 'score': 0.6222921013832092}, {'label': 'sadness', 'score': 0.3094107508659363}, {'label': 'neutral', 'score': 0.025189176201820374}, {'label': 'disappointment', 'score': 0.0195297971367836}, {'label': 'nervousness', 'score': 0.0054457951337099075}]
[{'label': 'fear', 'score': 0.9902476668357849}, {'label': 'sadness', 'score': 0.0038456441834568977}, {'label': 'neutral', 'score': 0.0015862254658713937}, {'label': 'nervousness', 'score': 0.0014226909261196852}, {'label': 'disappointment', 'score': 0.0005667277728207409}]
[{'label': 'sadness', 'score': 0.6239619255065918}, {'label': 'fear', 'score': 0.2061561942100525}, {'label': 'neutral', 'score': 0.08017946034669876}, {'label': 'disappointment', 'score': 0.04277578741312027}, {'label': 'remorse', 'score': 0.008374652825295925}]
[{'label': 'sadness', 'score': 0.8836854100227356}, {'label': 'fear', 'score': 0.054784148931503296}, {'label': 'disappointment', 'score': 0.025856805965304375}, {'label': 'neutral', 'score': 0.013714400120079517}, {'label': 'love', 'score': 0.003745477646589279}]
[{'label': 'sadness', 'score': 0.8826453685760498}, {'label': 'fear', 'score': 0.05676360800862312}, {'label': 'disappointment', 'score': 0.026316577568650246}, {'label': 'neutral', 'score': 0.013327228836715221}, {'label': 'love', 'score': 0.0034425142221152782}]
[{'label': 'sadness', 'score': 0.8622688055038452}, {'label': 'fear', 'score': 0.09104590117931366}, {'label': 'disappointment', 'score': 0.021267835050821304}, {'label': 'neutral', 'score': 0.008072834461927414}, {'label': 'grief', 'score': 0.004173013381659985}]
[{'label': 'sadness', 'score': 0.7891380786895752}, {'label': 'fear', 'score': 0.1538390964269638}, {'label': 'disappointment', 'score': 0.01685558445751667}, {'label': 'neutral', 'score': 0.015834510326385498}, {'label': 'grief', 'score': 0.006326001603156328}]
[{'label': 'sadness', 'score': 0.6276304721832275}, {'label': 'fear', 'score': 0.2819170355796814}, {'label': 'neutral', 'score': 0.027926689013838768}, {'label': 'disappointment', 'score': 0.01517806388437748}, {'label': 'grief', 'score': 0.008628721348941326}]
