[{'label': 'fear', 'score': 0.914579451084137}, {'label': 'neutral', 'score': 0.03228474035859108}, {'label': 'sadness', 'score': 0.029377207159996033}, {'label': 'nervousness', 'score': 0.012540335766971111}, {'label': 'disappointment', 'score': 0.004342852160334587}]
[{'label': 'neutral', 'score': 0.8334850072860718}, {'label': 'realization', 'score': 0.1075378879904747}, {'label': 'surprise', 'score': 0.020730946213006973}, {'label': 'optimism', 'score': 0.012553456239402294}, {'label': 'approval', 'score': 0.009930995292961597}]
[{'label': 'neutral', 'score': 0.630048394203186}, {'label': 'realization', 'score': 0.20469780266284943}, {'label': 'surprise', 'score': 0.12221432477235794}, {'label': 'optimism', 'score': 0.01655980758368969}, {'label': 'approval', 'score': 0.007940402254462242}]
[{'label': 'neutral', 'score': 0.5718516707420349}, {'label': 'surprise', 'score': 0.242706298828125}, {'label': 'curiosity', 'score': 0.08249199390411377}, {'label': 'realization', 'score': 0.03896571323275566}, {'label': 'confusion', 'score': 0.02536049485206604}]
[{'label': 'neutral', 'score': 0.643980860710144}, {'label': 'surprise', 'score': 0.16002631187438965}, {'label': 'curiosity', 'score': 0.11042539775371552}, {'label': 'confusion', 'score': 0.02174445427954197}, {'label': 'realization', 'score': 0.017338072881102562}]
[{'label': 'surprise', 'score': 0.5152139067649841}, {'label': 'neutral', 'score': 0.25140780210494995}, {'label': 'curiosity', 'score': 0.16803811490535736}, {'label': 'realization', 'score': 0.020427163690328598}, {'label': 'confusion', 'score': 0.01821097359061241}]
[{'label': 'surprise', 'score': 0.5336363911628723}, {'label': 'neutral', 'score': 0.34588611125946045}, {'label': 'curiosity', 'score': 0.05172066390514374}, {'label': 'realization', 'score': 0.029745137318968773}, {'label': 'optimism', 'score': 0.009805956855416298}]
[{'label': 'surprise', 'score': 0.5842300057411194}, {'label': 'neutral', 'score': 0.326271653175354}, {'label': 'realization', 'score': 0.030179813504219055}, {'label': 'curiosity', 'score': 0.027689049020409584}, {'label': 'optimism', 'score': 0.008583113551139832}]
[{'label': 'surprise', 'score': 0.8583999276161194}, {'label': 'neutral', 'score': 0.09108507633209229}, {'label': 'realization', 'score': 0.03535587340593338}, {'label': 'excitement', 'score': 0.003495324170216918}, {'label': 'optimism', 'score': 0.0034376017283648252}]
[{'label': 'surprise', 'score': 0.9434491991996765}, {'label': 'neutral', 'score': 0.023981431499123573}, {'label': 'realization', 'score': 0.023768000304698944}, {'label': 'excitement', 'score': 0.00260470574721694}, {'label': 'optimism', 'score': 0.001858122181147337}]
[{'label': 'surprise', 'score': 0.87522292137146}, {'label': 'neutral', 'score': 0.0801684558391571}, {'label': 'realization', 'score': 0.03065887838602066}, {'label': 'excitement', 'score': 0.0031412914395332336}, {'label': 'optimism', 'score': 0.003136669285595417}]
[{'label': 'surprise', 'score': 0.967184841632843}, {'label': 'realization', 'score': 0.01393826398998499}, {'label': 'neutral', 'score': 0.012430024333298206}, {'label': 'excitement', 'score': 0.0022242756094783545}, {'label': 'optimism', 'score': 0.0011213694233447313}]
[{'label': 'surprise', 'score': 0.9768766760826111}, {'label': 'neutral', 'score': 0.011625782586634159}, {'label': 'realization', 'score': 0.006668927613645792}, {'label': 'disappointment', 'score': 0.001380509464070201}, {'label': 'excitement', 'score': 0.0009595136507414281}]
[{'label': 'surprise', 'score': 0.9757705926895142}, {'label': 'neutral', 'score': 0.012047301046550274}, {'label': 'realization', 'score': 0.007000223733484745}, {'label': 'disappointment', 'score': 0.0018540469463914633}, {'label': 'optimism', 'score': 0.0007891825516708195}]
[{'label': 'surprise', 'score': 0.9123424291610718}, {'label': 'neutral', 'score': 0.04555162414908409}, {'label': 'realization', 'score': 0.03045865148305893}, {'label': 'disappointment', 'score': 0.004334789235144854}, {'label': 'optimism', 'score': 0.0024397193919867277}]
[{'label': 'surprise', 'score': 0.6991419196128845}, {'label': 'neutral', 'score': 0.20890194177627563}, {'label': 'realization', 'score': 0.06481906026601791}, {'label': 'disappointment', 'score': 0.009022717364132404}, {'label': 'optimism', 'score': 0.006505892612040043}]
[{'label': 'surprise', 'score': 0.8463226556777954}, {'label': 'neutral', 'score': 0.08075147867202759}, {'label': 'curiosity', 'score': 0.04222462326288223}, {'label': 'realization', 'score': 0.014082413166761398}, {'label': 'optimism', 'score': 0.003806638065725565}]
[{'label': 'surprise', 'score': 0.9340410828590393}, {'label': 'neutral', 'score': 0.03145076707005501}, {'label': 'realization', 'score': 0.015371452085673809}, {'label': 'curiosity', 'score': 0.00960947573184967}, {'label': 'optimism', 'score': 0.0025259796530008316}]
[{'label': 'surprise', 'score': 0.953071653842926}, {'label': 'realization', 'score': 0.022951003164052963}, {'label': 'neutral', 'score': 0.016979850828647614}, {'label': 'optimism', 'score': 0.0014343325747177005}, {'label': 'disappointment', 'score': 0.0013122312957420945}]
[{'label': 'surprise', 'score': 0.8563505411148071}, {'label': 'neutral', 'score': 0.07583744823932648}, {'label': 'realization', 'score': 0.05418571084737778}, {'label': 'disappointment', 'score': 0.0036173847038298845}, {'label': 'optimism', 'score': 0.0025473872665315866}]
[{'label': 'surprise', 'score': 0.7113445997238159}, {'label': 'neutral', 'score': 0.152946338057518}, {'label': 'realization', 'score': 0.11265216767787933}, {'label': 'disappointment', 'score': 0.00654391385614872}, {'label': 'optimism', 'score': 0.0037213026080280542}]
[{'label': 'surprise', 'score': 0.5308470726013184}, {'label': 'neutral', 'score': 0.32733264565467834}, {'label': 'realization', 'score': 0.10450930148363113}, {'label': 'optimism', 'score': 0.011002485640347004}, {'label': 'approval', 'score': 0.005340363830327988}]
[{'label': 'neutral', 'score': 0.5383497476577759}, {'label': 'surprise', 'score': 0.30243271589279175}, {'label': 'realization', 'score': 0.11982955783605576}, {'label': 'optimism', 'score': 0.009982696734368801}, {'label': 'disappointment', 'score': 0.00627856282517314}]
[{'label': 'neutral', 'score': 0.7051417827606201}, {'label': 'surprise', 'score': 0.1954335868358612}, {'label': 'realization', 'score': 0.06857608258724213}, {'label': 'disappointment', 'score': 0.006840620189905167}, {'label': 'optimism', 'score': 0.005951154977083206}]
[{'label': 'neutral', 'score': 0.7911633253097534}, {'label': 'surprise', 'score': 0.1437150537967682}, {'label': 'realization', 'score': 0.03552713245153427}, {'label': 'disappointment', 'score': 0.005782152526080608}, {'label': 'optimism', 'score': 0.005710969213396311}]
[{'label': 'neutral', 'score': 0.7539226412773132}, {'label': 'surprise', 'score': 0.15347032248973846}, {'label': 'realization', 'score': 0.049617066979408264}, {'label': 'disappointment', 'score': 0.009328573010861874}, {'label': 'sadness', 'score': 0.00905691273510456}]
[{'label': 'neutral', 'score': 0.6601841449737549}, {'label': 'surprise', 'score': 0.2070276290178299}, {'label': 'realization', 'score': 0.06179795414209366}, {'label': 'disappointment', 'score': 0.020563432946801186}, {'label': 'sadness', 'score': 0.01608995720744133}]
[{'label': 'surprise', 'score': 0.8562506437301636}, {'label': 'neutral', 'score': 0.0961606428027153}, {'label': 'realization', 'score': 0.027628472074866295}, {'label': 'curiosity', 'score': 0.004967526998370886}, {'label': 'disappointment', 'score': 0.004600099287927151}]
[{'label': 'surprise', 'score': 0.9249929785728455}, {'label': 'neutral', 'score': 0.048264455050230026}, {'label': 'realization', 'score': 0.014021187089383602}, {'label': 'disappointment', 'score': 0.004279815126210451}, {'label': 'curiosity', 'score': 0.0018524875631555915}]
[{'label': 'surprise', 'score': 0.9460664987564087}, {'label': 'neutral', 'score': 0.02612425945699215}, {'label': 'realization', 'score': 0.019576752558350563}, {'label': 'disappointment', 'score': 0.002404987346380949}, {'label': 'optimism', 'score': 0.0010340975131839514}]
[{'label': 'surprise', 'score': 0.9596099853515625}, {'label': 'realization', 'score': 0.01832735352218151}, {'label': 'neutral', 'score': 0.015531972050666809}, {'label': 'disappointment', 'score': 0.0021597144659608603}, {'label': 'optimism', 'score': 0.001000939984805882}]
[{'label': 'surprise', 'score': 0.9262252449989319}, {'label': 'neutral', 'score': 0.03129643574357033}, {'label': 'realization', 'score': 0.031199060380458832}, {'label': 'disappointment', 'score': 0.004492159001529217}, {'label': 'optimism', 'score': 0.0019043866777792573}]
[{'label': 'surprise', 'score': 0.8743203282356262}, {'label': 'neutral', 'score': 0.06037929654121399}, {'label': 'realization', 'score': 0.048852648586034775}, {'label': 'disappointment', 'score': 0.007337379269301891}, {'label': 'optimism', 'score': 0.0022951264400035143}]
[{'label': 'surprise', 'score': 0.6947138905525208}, {'label': 'neutral', 'score': 0.1551375687122345}, {'label': 'realization', 'score': 0.12628035247325897}, {'label': 'disappointment', 'score': 0.010385249741375446}, {'label': 'optimism', 'score': 0.002205511787906289}]
[{'label': 'neutral', 'score': 0.4372249245643616}, {'label': 'surprise', 'score': 0.3467983603477478}, {'label': 'realization', 'score': 0.18437460064888}, {'label': 'disappointment', 'score': 0.00957935769110918}, {'label': 'approval', 'score': 0.004523812793195248}]
[{'label': 'neutral', 'score': 0.6809266805648804}, {'label': 'surprise', 'score': 0.17596442997455597}, {'label': 'realization', 'score': 0.104471355676651}, {'label': 'disappointment', 'score': 0.007825900800526142}, {'label': 'sadness', 'score': 0.007016393356025219}]
[{'label': 'neutral', 'score': 0.48739561438560486}, {'label': 'surprise', 'score': 0.4051952064037323}, {'label': 'curiosity', 'score': 0.041958048939704895}, {'label': 'realization', 'score': 0.02794637344777584}, {'label': 'sadness', 'score': 0.008484160527586937}]
[{'label': 'neutral', 'score': 0.5503646731376648}, {'label': 'surprise', 'score': 0.34831640124320984}, {'label': 'curiosity', 'score': 0.0378352515399456}, {'label': 'realization', 'score': 0.030409565195441246}, {'label': 'optimism', 'score': 0.00596406776458025}]
[{'label': 'surprise', 'score': 0.5535712838172913}, {'label': 'neutral', 'score': 0.3565654456615448}, {'label': 'realization', 'score': 0.037114690989255905}, {'label': 'curiosity', 'score': 0.023646924644708633}, {'label': 'sadness', 'score': 0.0054308269172906876}]
[{'label': 'surprise', 'score': 0.5866994857788086}, {'label': 'neutral', 'score': 0.3404330015182495}, {'label': 'realization', 'score': 0.044961076229810715}, {'label': 'curiosity', 'score': 0.0091995969414711}, {'label': 'optimism', 'score': 0.003070658538490534}]
[{'label': 'surprise', 'score': 0.46696293354034424}, {'label': 'neutral', 'score': 0.4441453516483307}, {'label': 'realization', 'score': 0.0498662069439888}, {'label': 'curiosity', 'score': 0.015814192593097687}, {'label': 'optimism', 'score': 0.003934674896299839}]
[{'label': 'neutral', 'score': 0.5808525085449219}, {'label': 'surprise', 'score': 0.3377504348754883}, {'label': 'realization', 'score': 0.05409962311387062}, {'label': 'excitement', 'score': 0.0064804148860275745}, {'label': 'curiosity', 'score': 0.004033299628645182}]
[{'label': 'surprise', 'score': 0.6368212103843689}, {'label': 'neutral', 'score': 0.3054005801677704}, {'label': 'realization', 'score': 0.037370465695858}, {'label': 'excitement', 'score': 0.004783728159964085}, {'label': 'curiosity', 'score': 0.002833631355315447}]
[{'label': 'surprise', 'score': 0.7792060375213623}, {'label': 'neutral', 'score': 0.177885964512825}, {'label': 'realization', 'score': 0.024593016132712364}, {'label': 'curiosity', 'score': 0.003338636364787817}, {'label': 'excitement', 'score': 0.0030036699026823044}]
[{'label': 'surprise', 'score': 0.6311368942260742}, {'label': 'neutral', 'score': 0.3135068118572235}, {'label': 'realization', 'score': 0.0316728875041008}, {'label': 'disappointment', 'score': 0.005114710424095392}, {'label': 'optimism', 'score': 0.0033875268418341875}]
[{'label': 'surprise', 'score': 0.782543420791626}, {'label': 'neutral', 'score': 0.1745729148387909}, {'label': 'realization', 'score': 0.025121252983808517}, {'label': 'excitement', 'score': 0.002912482712417841}, {'label': 'curiosity', 'score': 0.0028299589175730944}]
[{'label': 'surprise', 'score': 0.9572563767433167}, {'label': 'neutral', 'score': 0.031012900173664093}, {'label': 'realization', 'score': 0.005052811931818724}, {'label': 'disappointment', 'score': 0.0015530138043686748}, {'label': 'optimism', 'score': 0.0010881605558097363}]
[{'label': 'surprise', 'score': 0.9899227023124695}, {'label': 'neutral', 'score': 0.0042977952398359776}, {'label': 'realization', 'score': 0.0028906692750751972}, {'label': 'excitement', 'score': 0.0006141226040199399}, {'label': 'disappointment', 'score': 0.00041367989615537226}]
[{'label': 'surprise', 'score': 0.9908378720283508}, {'label': 'realization', 'score': 0.004499905742704868}, {'label': 'neutral', 'score': 0.00207688519731164}, {'label': 'disappointment', 'score': 0.0005237102741375566}, {'label': 'excitement', 'score': 0.00048771887668408453}]
[{'label': 'surprise', 'score': 0.9869484901428223}, {'label': 'realization', 'score': 0.006568859331309795}, {'label': 'neutral', 'score': 0.0031436560675501823}, {'label': 'disappointment', 'score': 0.0009023744496516883}, {'label': 'excitement', 'score': 0.0005046540754847229}]
[{'label': 'surprise', 'score': 0.9746110439300537}, {'label': 'realization', 'score': 0.0117788789793849}, {'label': 'neutral', 'score': 0.00809552799910307}, {'label': 'disappointment', 'score': 0.001964436611160636}, {'label': 'optimism', 'score': 0.0006502051837742329}]
[{'label': 'surprise', 'score': 0.9654395580291748}, {'label': 'realization', 'score': 0.016277441754937172}, {'label': 'neutral', 'score': 0.012281287461519241}, {'label': 'disappointment', 'score': 0.0014767900574952364}, {'label': 'optimism', 'score': 0.0008573422092013061}]
[{'label': 'surprise', 'score': 0.9051821231842041}, {'label': 'neutral', 'score': 0.05410720780491829}, {'label': 'realization', 'score': 0.02742074988782406}, {'label': 'curiosity', 'score': 0.002567883348092437}, {'label': 'disappointment', 'score': 0.001783807878382504}]
[{'label': 'surprise', 'score': 0.6480087637901306}, {'label': 'neutral', 'score': 0.23300164937973022}, {'label': 'realization', 'score': 0.04823438823223114}, {'label': 'curiosity', 'score': 0.02873970754444599}, {'label': 'confusion', 'score': 0.01066612359136343}]
[{'label': 'surprise', 'score': 0.77013099193573}, {'label': 'neutral', 'score': 0.13065950572490692}, {'label': 'realization', 'score': 0.045326024293899536}, {'label': 'curiosity', 'score': 0.01985447108745575}, {'label': 'confusion', 'score': 0.00841542985290289}]
[{'label': 'surprise', 'score': 0.5435202121734619}, {'label': 'neutral', 'score': 0.3418204188346863}, {'label': 'realization', 'score': 0.0365268811583519}, {'label': 'excitement', 'score': 0.015742801129817963}, {'label': 'curiosity', 'score': 0.013505361042916775}]
[{'label': 'neutral', 'score': 0.45321568846702576}, {'label': 'surprise', 'score': 0.4123802185058594}, {'label': 'realization', 'score': 0.037652384489774704}, {'label': 'amusement', 'score': 0.028794966638088226}, {'label': 'excitement', 'score': 0.025542687624692917}]
[{'label': 'surprise', 'score': 0.69975745677948}, {'label': 'neutral', 'score': 0.23995395004749298}, {'label': 'realization', 'score': 0.025720926001667976}, {'label': 'excitement', 'score': 0.011487101204693317}, {'label': 'amusement', 'score': 0.0038349158130586147}]
[{'label': 'surprise', 'score': 0.6678988337516785}, {'label': 'neutral', 'score': 0.2695600986480713}, {'label': 'curiosity', 'score': 0.01777873933315277}, {'label': 'realization', 'score': 0.014339749701321125}, {'label': 'sadness', 'score': 0.005480598658323288}]
[{'label': 'surprise', 'score': 0.7735763192176819}, {'label': 'neutral', 'score': 0.15203160047531128}, {'label': 'curiosity', 'score': 0.02365652658045292}, {'label': 'realization', 'score': 0.015939638018608093}, {'label': 'sadness', 'score': 0.006586157251149416}]
[{'label': 'surprise', 'score': 0.7826807498931885}, {'label': 'neutral', 'score': 0.18282361328601837}, {'label': 'realization', 'score': 0.010877600871026516}, {'label': 'excitement', 'score': 0.007985520176589489}, {'label': 'curiosity', 'score': 0.0055428436025977135}]
[{'label': 'surprise', 'score': 0.9407780170440674}, {'label': 'neutral', 'score': 0.04059380665421486}, {'label': 'realization', 'score': 0.006087581627070904}, {'label': 'excitement', 'score': 0.005481917876750231}, {'label': 'curiosity', 'score': 0.0022876823786646128}]
[{'label': 'surprise', 'score': 0.9147417545318604}, {'label': 'neutral', 'score': 0.05756703019142151}, {'label': 'realization', 'score': 0.010798460803925991}, {'label': 'excitement', 'score': 0.00687509635463357}, {'label': 'curiosity', 'score': 0.0026148417964577675}]
[{'label': 'neutral', 'score': 0.9907993674278259}, {'label': 'curiosity', 'score': 0.0016745126340538263}, {'label': 'sadness', 'score': 0.0013748540077358484}, {'label': 'optimism', 'score': 0.0009591015405021608}, {'label': 'admiration', 'score': 0.0007938721100799739}]
[{'label': 'neutral', 'score': 0.988593578338623}, {'label': 'curiosity', 'score': 0.0027178169693797827}, {'label': 'sadness', 'score': 0.0021805879659950733}, {'label': 'admiration', 'score': 0.0010909570846706629}, {'label': 'approval', 'score': 0.0008923148270696402}]
[{'label': 'neutral', 'score': 0.9843544960021973}, {'label': 'curiosity', 'score': 0.004663852974772453}, {'label': 'admiration', 'score': 0.0018916490953415632}, {'label': 'optimism', 'score': 0.0016556448535993695}, {'label': 'approval', 'score': 0.0014083547284826636}]
[{'label': 'neutral', 'score': 0.9788427352905273}, {'label': 'approval', 'score': 0.005043546669185162}, {'label': 'admiration', 'score': 0.003195690456777811}, {'label': 'curiosity', 'score': 0.003189653856679797}, {'label': 'optimism', 'score': 0.0027271967846900225}]
[{'label': 'neutral', 'score': 0.9673126935958862}, {'label': 'optimism', 'score': 0.007161961402744055}, {'label': 'approval', 'score': 0.00569714093580842}, {'label': 'curiosity', 'score': 0.0029946693684905767}, {'label': 'amusement', 'score': 0.0021957149729132652}]
[{'label': 'neutral', 'score': 0.9723262786865234}, {'label': 'optimism', 'score': 0.005560974590480328}, {'label': 'approval', 'score': 0.0047666276805102825}, {'label': 'curiosity', 'score': 0.002149654785171151}, {'label': 'realization', 'score': 0.001867358572781086}]
[{'label': 'neutral', 'score': 0.96271151304245}, {'label': 'realization', 'score': 0.009059739299118519}, {'label': 'amusement', 'score': 0.006107589229941368}, {'label': 'disapproval', 'score': 0.0047250716015696526}, {'label': 'optimism', 'score': 0.004299705848097801}]
[{'label': 'neutral', 'score': 0.9525681734085083}, {'label': 'realization', 'score': 0.012948207557201385}, {'label': 'amusement', 'score': 0.009849818423390388}, {'label': 'disapproval', 'score': 0.005382856819778681}, {'label': 'optimism', 'score': 0.0042458404786884785}]
[{'label': 'neutral', 'score': 0.9724023938179016}, {'label': 'realization', 'score': 0.005072575993835926}, {'label': 'amusement', 'score': 0.004992756526917219}, {'label': 'optimism', 'score': 0.003925332799553871}, {'label': 'disapproval', 'score': 0.0032830003183335066}]
[{'label': 'neutral', 'score': 0.9929026961326599}, {'label': 'optimism', 'score': 0.0009195094462484121}, {'label': 'sadness', 'score': 0.0007692983490414917}, {'label': 'disapproval', 'score': 0.0007189136813394725}, {'label': 'realization', 'score': 0.0005758125917054713}]
[{'label': 'neutral', 'score': 0.994650661945343}, {'label': 'optimism', 'score': 0.0007326805498450994}, {'label': 'sadness', 'score': 0.0006044960464350879}, {'label': 'curiosity', 'score': 0.0005302228382788599}, {'label': 'confusion', 'score': 0.0004971244488842785}]
[{'label': 'neutral', 'score': 0.9913222789764404}, {'label': 'curiosity', 'score': 0.0017092726193368435}, {'label': 'confusion', 'score': 0.0014195200055837631}, {'label': 'optimism', 'score': 0.0010261593852192163}, {'label': 'approval', 'score': 0.0007860066834837198}]
[{'label': 'neutral', 'score': 0.9908663630485535}, {'label': 'optimism', 'score': 0.0024840973783284426}, {'label': 'approval', 'score': 0.0012053287355229259}, {'label': 'admiration', 'score': 0.0007217898382805288}, {'label': 'realization', 'score': 0.0006729266024194658}]
[{'label': 'neutral', 'score': 0.9619128108024597}, {'label': 'approval', 'score': 0.009791315533220768}, {'label': 'realization', 'score': 0.007453152444213629}, {'label': 'optimism', 'score': 0.006529124919325113}, {'label': 'amusement', 'score': 0.004436403512954712}]
[{'label': 'neutral', 'score': 0.9804045557975769}, {'label': 'optimism', 'score': 0.003916256595402956}, {'label': 'realization', 'score': 0.003684893948957324}, {'label': 'amusement', 'score': 0.0023045563139021397}, {'label': 'approval', 'score': 0.0021497453562915325}]
[{'label': 'neutral', 'score': 0.986979603767395}, {'label': 'optimism', 'score': 0.0019280998967587948}, {'label': 'realization', 'score': 0.0018140231259167194}, {'label': 'amusement', 'score': 0.001603225595317781}, {'label': 'approval', 'score': 0.001237949705682695}]
[{'label': 'neutral', 'score': 0.9799932837486267}, {'label': 'realization', 'score': 0.003407274140045047}, {'label': 'amusement', 'score': 0.0024709641002118587}, {'label': 'disapproval', 'score': 0.0023294989950954914}, {'label': 'approval', 'score': 0.0021912571974098682}]
[{'label': 'neutral', 'score': 0.980866551399231}, {'label': 'realization', 'score': 0.003230877686291933}, {'label': 'amusement', 'score': 0.0025868734810501337}, {'label': 'disapproval', 'score': 0.0024158922024071217}, {'label': 'optimism', 'score': 0.0020483953412622213}]
[{'label': 'neutral', 'score': 0.9627258777618408}, {'label': 'surprise', 'score': 0.009352137334644794}, {'label': 'realization', 'score': 0.004869564902037382}, {'label': 'disappointment', 'score': 0.0031617842614650726}, {'label': 'curiosity', 'score': 0.0030982606112957}]
[{'label': 'neutral', 'score': 0.9616488218307495}, {'label': 'surprise', 'score': 0.009915902279317379}, {'label': 'realization', 'score': 0.005247172899544239}, {'label': 'disappointment', 'score': 0.003342532552778721}, {'label': 'sadness', 'score': 0.0029737409204244614}]
[{'label': 'neutral', 'score': 0.9902383089065552}, {'label': 'sadness', 'score': 0.0020076665095984936}, {'label': 'approval', 'score': 0.0013027252862229943}, {'label': 'curiosity', 'score': 0.0012788856402039528}, {'label': 'disappointment', 'score': 0.001015597372315824}]
[{'label': 'neutral', 'score': 0.9926906228065491}, {'label': 'approval', 'score': 0.0018456418765708804}, {'label': 'curiosity', 'score': 0.0009868965717032552}, {'label': 'sadness', 'score': 0.000899979320820421}, {'label': 'optimism', 'score': 0.0007766105118207633}]
[{'label': 'neutral', 'score': 0.992110550403595}, {'label': 'approval', 'score': 0.001775261596776545}, {'label': 'curiosity', 'score': 0.001282178214751184}, {'label': 'sadness', 'score': 0.000964456470683217}, {'label': 'optimism', 'score': 0.0008923745481297374}]
[{'label': 'neutral', 'score': 0.991962730884552}, {'label': 'approval', 'score': 0.0017546021845191717}, {'label': 'curiosity', 'score': 0.0014073114143684506}, {'label': 'sadness', 'score': 0.000981851015239954}, {'label': 'optimism', 'score': 0.0009363881545141339}]
[{'label': 'neutral', 'score': 0.9918838739395142}, {'label': 'curiosity', 'score': 0.0023957255762070417}, {'label': 'approval', 'score': 0.0013996456982567906}, {'label': 'optimism', 'score': 0.0007105732802301645}, {'label': 'confusion', 'score': 0.0005995674291625619}]
[{'label': 'neutral', 'score': 0.9917526841163635}, {'label': 'curiosity', 'score': 0.002589271403849125}, {'label': 'approval', 'score': 0.0013633555499836802}, {'label': 'optimism', 'score': 0.0006908721406944096}, {'label': 'confusion', 'score': 0.0006449564825743437}]
[{'label': 'neutral', 'score': 0.9520447254180908}, {'label': 'surprise', 'score': 0.01994684524834156}, {'label': 'disappointment', 'score': 0.005762768443673849}, {'label': 'realization', 'score': 0.004535592161118984}, {'label': 'optimism', 'score': 0.004072393756359816}]
[{'label': 'neutral', 'score': 0.9178813695907593}, {'label': 'surprise', 'score': 0.04243103042244911}, {'label': 'disappointment', 'score': 0.008345182985067368}, {'label': 'realization', 'score': 0.00632089376449585}, {'label': 'optimism', 'score': 0.005354283843189478}]
[{'label': 'neutral', 'score': 0.69500732421875}, {'label': 'surprise', 'score': 0.24199379980564117}, {'label': 'realization', 'score': 0.027812866494059563}, {'label': 'optimism', 'score': 0.012105443514883518}, {'label': 'disappointment', 'score': 0.005590215791016817}]
[{'label': 'neutral', 'score': 0.9934149980545044}, {'label': 'desire', 'score': 0.0019643642008304596}, {'label': 'optimism', 'score': 0.0018992030527442694}, {'label': 'approval', 'score': 0.0004964491236023605}, {'label': 'curiosity', 'score': 0.0002413278998574242}]
[{'label': 'neutral', 'score': 0.9920708537101746}, {'label': 'optimism', 'score': 0.0021758617367595434}, {'label': 'confusion', 'score': 0.0009232700103893876}, {'label': 'realization', 'score': 0.0006528506055474281}, {'label': 'approval', 'score': 0.0005448911688290536}]
[{'label': 'neutral', 'score': 0.9713937640190125}, {'label': 'curiosity', 'score': 0.013512690551578999}, {'label': 'confusion', 'score': 0.007810177747160196}, {'label': 'optimism', 'score': 0.0018626513192430139}, {'label': 'desire', 'score': 0.0006794717046432197}]
[{'label': 'neutral', 'score': 0.8928190469741821}, {'label': 'curiosity', 'score': 0.08000864833593369}, {'label': 'confusion', 'score': 0.019615478813648224}, {'label': 'surprise', 'score': 0.0012136321747675538}, {'label': 'optimism', 'score': 0.0010407333029434085}]
[{'label': 'neutral', 'score': 0.9474002718925476}, {'label': 'curiosity', 'score': 0.028782909736037254}, {'label': 'confusion', 'score': 0.01365513727068901}, {'label': 'surprise', 'score': 0.0021663312800228596}, {'label': 'optimism', 'score': 0.0020121196284890175}]
[{'label': 'neutral', 'score': 0.950393795967102}, {'label': 'curiosity', 'score': 0.023973824456334114}, {'label': 'confusion', 'score': 0.007931837812066078}, {'label': 'surprise', 'score': 0.0062546697445213795}, {'label': 'optimism', 'score': 0.003372287843376398}]
[{'label': 'neutral', 'score': 0.9593733549118042}, {'label': 'surprise', 'score': 0.01422564871609211}, {'label': 'optimism', 'score': 0.007812312338501215}, {'label': 'curiosity', 'score': 0.005391161423176527}, {'label': 'desire', 'score': 0.004171166568994522}]
[{'label': 'neutral', 'score': 0.9815052151679993}, {'label': 'optimism', 'score': 0.0065860203467309475}, {'label': 'desire', 'score': 0.002920205472037196}, {'label': 'surprise', 'score': 0.0017039778176695108}, {'label': 'realization', 'score': 0.0011588556226342916}]
[{'label': 'neutral', 'score': 0.9816601276397705}, {'label': 'optimism', 'score': 0.004394344054162502}, {'label': 'surprise', 'score': 0.0035189599730074406}, {'label': 'amusement', 'score': 0.0019857671577483416}, {'label': 'excitement', 'score': 0.001784331863746047}]
[{'label': 'neutral', 'score': 0.9905369877815247}, {'label': 'approval', 'score': 0.002423536032438278}, {'label': 'admiration', 'score': 0.001794390962459147}, {'label': 'realization', 'score': 0.0011506489245221019}, {'label': 'optimism', 'score': 0.0011391440639272332}]
[{'label': 'neutral', 'score': 0.9937403202056885}, {'label': 'admiration', 'score': 0.0018347527366131544}, {'label': 'approval', 'score': 0.0010716526303440332}, {'label': 'optimism', 'score': 0.0008438035729341209}, {'label': 'realization', 'score': 0.0002969423949252814}]
[{'label': 'neutral', 'score': 0.9919919371604919}, {'label': 'admiration', 'score': 0.0018011822830885649}, {'label': 'optimism', 'score': 0.0011693676933646202}, {'label': 'approval', 'score': 0.0010819153394550085}, {'label': 'curiosity', 'score': 0.0009981358889490366}]
[{'label': 'neutral', 'score': 0.9646245837211609}, {'label': 'surprise', 'score': 0.010158480145037174}, {'label': 'admiration', 'score': 0.006897234823554754}, {'label': 'approval', 'score': 0.0030640081968158484}, {'label': 'curiosity', 'score': 0.0029195037204772234}]
[{'label': 'neutral', 'score': 0.9230126142501831}, {'label': 'admiration', 'score': 0.036755383014678955}, {'label': 'surprise', 'score': 0.008980224840342999}, {'label': 'approval', 'score': 0.00636602658778429}, {'label': 'optimism', 'score': 0.004263930954039097}]
[{'label': 'neutral', 'score': 0.8986649513244629}, {'label': 'admiration', 'score': 0.03593866527080536}, {'label': 'surprise', 'score': 0.011351465247571468}, {'label': 'optimism', 'score': 0.009505277499556541}, {'label': 'realization', 'score': 0.008778219111263752}]
[{'label': 'neutral', 'score': 0.9761249423027039}, {'label': 'admiration', 'score': 0.010357409715652466}, {'label': 'approval', 'score': 0.0031554035376757383}, {'label': 'optimism', 'score': 0.0025082677602767944}, {'label': 'realization', 'score': 0.0012870995560660958}]
[{'label': 'neutral', 'score': 0.9754316806793213}, {'label': 'admiration', 'score': 0.010905339382588863}, {'label': 'approval', 'score': 0.003418323351070285}, {'label': 'optimism', 'score': 0.002699559321627021}, {'label': 'disapproval', 'score': 0.0011904139537364244}]
