[{'label': 'neutral', 'score': 0.7436450719833374}, {'label': 'sadness', 'score': 0.1223127469420433}, {'label': 'anger', 'score': 0.04056321457028389}, {'label': 'disappointment', 'score': 0.030165070667862892}, {'label': 'annoyance', 'score': 0.02187240496277809}]
[{'label': 'neutral', 'score': 0.7920931577682495}, {'label': 'anger', 'score': 0.13084439933300018}, {'label': 'sadness', 'score': 0.019155634567141533}, {'label': 'annoyance', 'score': 0.009904432110488415}, {'label': 'disappointment', 'score': 0.0073554785922169685}]
[{'label': 'neutral', 'score': 0.7660512328147888}, {'label': 'anger', 'score': 0.08424164354801178}, {'label': 'sadness', 'score': 0.06821398437023163}, {'label': 'disappointment', 'score': 0.015621479600667953}, {'label': 'fear', 'score': 0.0132730882614851}]
[{'label': 'neutral', 'score': 0.9230135083198547}, {'label': 'sadness', 'score': 0.0302316565066576}, {'label': 'anger', 'score': 0.009574737399816513}, {'label': 'optimism', 'score': 0.008177247829735279}, {'label': 'grief', 'score': 0.0057638660073280334}]
[{'label': 'neutral', 'score': 0.9482239484786987}, {'label': 'sadness', 'score': 0.01822488009929657}, {'label': 'optimism', 'score': 0.005645819008350372}, {'label': 'anger', 'score': 0.005046156235039234}, {'label': 'grief', 'score': 0.004963653162121773}]
[{'label': 'neutral', 'score': 0.9739924073219299}, {'label': 'sadness', 'score': 0.004662264138460159}, {'label': 'grief', 'score': 0.004554350394755602}, {'label': 'optimism', 'score': 0.0029902728274464607}, {'label': 'admiration', 'score': 0.0024383491836488247}]
[{'label': 'neutral', 'score': 0.9726260900497437}, {'label': 'sadness', 'score': 0.00582251138985157}, {'label': 'grief', 'score': 0.004764654207974672}, {'label': 'admiration', 'score': 0.002804554533213377}, {'label': 'optimism', 'score': 0.0025402656756341457}]
[{'label': 'neutral', 'score': 0.9789463877677917}, {'label': 'sadness', 'score': 0.0036032022908329964}, {'label': 'grief', 'score': 0.003385061863809824}, {'label': 'admiration', 'score': 0.002530997386202216}, {'label': 'optimism', 'score': 0.0022873564157634974}]
[{'label': 'neutral', 'score': 0.958771824836731}, {'label': 'sadness', 'score': 0.009646645747125149}, {'label': 'optimism', 'score': 0.005792838055640459}, {'label': 'grief', 'score': 0.005019961856305599}, {'label': 'admiration', 'score': 0.004936762619763613}]
[{'label': 'neutral', 'score': 0.9452281594276428}, {'label': 'sadness', 'score': 0.016066722571849823}, {'label': 'grief', 'score': 0.007615781854838133}, {'label': 'admiration', 'score': 0.006411034148186445}, {'label': 'optimism', 'score': 0.005745785776525736}]
[{'label': 'neutral', 'score': 0.9283801317214966}, {'label': 'sadness', 'score': 0.028524057939648628}, {'label': 'grief', 'score': 0.007464568596333265}, {'label': 'optimism', 'score': 0.006964677479118109}, {'label': 'disappointment', 'score': 0.005560736637562513}]
[{'label': 'neutral', 'score': 0.899298906326294}, {'label': 'sadness', 'score': 0.05045013502240181}, {'label': 'disappointment', 'score': 0.00797485001385212}, {'label': 'grief', 'score': 0.007904785685241222}, {'label': 'admiration', 'score': 0.00739480322226882}]
[{'label': 'neutral', 'score': 0.9117336869239807}, {'label': 'sadness', 'score': 0.045353107154369354}, {'label': 'anger', 'score': 0.006443107966333628}, {'label': 'disappointment', 'score': 0.006327047012746334}, {'label': 'admiration', 'score': 0.005046880338340998}]
[{'label': 'neutral', 'score': 0.9270191192626953}, {'label': 'sadness', 'score': 0.03486446291208267}, {'label': 'anger', 'score': 0.007531146984547377}, {'label': 'disappointment', 'score': 0.006199707742780447}, {'label': 'optimism', 'score': 0.0052804891020059586}]
[{'label': 'neutral', 'score': 0.9356817007064819}, {'label': 'sadness', 'score': 0.024730343371629715}, {'label': 'anger', 'score': 0.007528752088546753}, {'label': 'disappointment', 'score': 0.005362123250961304}, {'label': 'optimism', 'score': 0.005034030880779028}]
[{'label': 'neutral', 'score': 0.9365290999412537}, {'label': 'sadness', 'score': 0.02554062195122242}, {'label': 'anger', 'score': 0.006193571258336306}, {'label': 'disappointment', 'score': 0.004981506150215864}, {'label': 'optimism', 'score': 0.004833327606320381}]
[{'label': 'neutral', 'score': 0.9522528648376465}, {'label': 'sadness', 'score': 0.015118781477212906}, {'label': 'admiration', 'score': 0.0052353753708302975}, {'label': 'grief', 'score': 0.004722705110907555}, {'label': 'optimism', 'score': 0.004489541985094547}]
[{'label': 'neutral', 'score': 0.9526526927947998}, {'label': 'sadness', 'score': 0.011068562045693398}, {'label': 'admiration', 'score': 0.00757574150338769}, {'label': 'grief', 'score': 0.004687300883233547}, {'label': 'optimism', 'score': 0.004215327091515064}]
[{'label': 'neutral', 'score': 0.765464186668396}, {'label': 'anger', 'score': 0.07593289017677307}, {'label': 'sadness', 'score': 0.037214260548353195}, {'label': 'optimism', 'score': 0.01968356966972351}, {'label': 'grief', 'score': 0.01873311959207058}]
[{'label': 'neutral', 'score': 0.8536657691001892}, {'label': 'anger', 'score': 0.04727064073085785}, {'label': 'admiration', 'score': 0.01746550388634205}, {'label': 'grief', 'score': 0.01543017104268074}, {'label': 'sadness', 'score': 0.013566331006586552}]
[{'label': 'neutral', 'score': 0.9558704495429993}, {'label': 'optimism', 'score': 0.007024786900728941}, {'label': 'sadness', 'score': 0.00674285925924778}, {'label': 'anger', 'score': 0.006023946218192577}, {'label': 'admiration', 'score': 0.005522741470485926}]
[{'label': 'neutral', 'score': 0.9632149338722229}, {'label': 'sadness', 'score': 0.007003799080848694}, {'label': 'admiration', 'score': 0.005187613423913717}, {'label': 'optimism', 'score': 0.004419144708663225}, {'label': 'anger', 'score': 0.004042852204293013}]
[{'label': 'neutral', 'score': 0.9599784016609192}, {'label': 'sadness', 'score': 0.015272984281182289}, {'label': 'grief', 'score': 0.0035935763735324144}, {'label': 'optimism', 'score': 0.003206022782251239}, {'label': 'remorse', 'score': 0.003176506608724594}]
[{'label': 'neutral', 'score': 0.9277465343475342}, {'label': 'sadness', 'score': 0.02959882840514183}, {'label': 'optimism', 'score': 0.006294801831245422}, {'label': 'disappointment', 'score': 0.0059968396089971066}, {'label': 'anger', 'score': 0.005851326510310173}]
[{'label': 'neutral', 'score': 0.8726286292076111}, {'label': 'sadness', 'score': 0.0481443777680397}, {'label': 'anger', 'score': 0.01888565719127655}, {'label': 'disappointment', 'score': 0.014687207527458668}, {'label': 'optimism', 'score': 0.008908913470804691}]
[{'label': 'neutral', 'score': 0.8165215253829956}, {'label': 'sadness', 'score': 0.05790252611041069}, {'label': 'anger', 'score': 0.031208831816911697}, {'label': 'disappointment', 'score': 0.0239421296864748}, {'label': 'optimism', 'score': 0.012678907252848148}]
[{'label': 'neutral', 'score': 0.7950253486633301}, {'label': 'sadness', 'score': 0.05914866551756859}, {'label': 'anger', 'score': 0.05703052878379822}, {'label': 'disappointment', 'score': 0.014983229339122772}, {'label': 'remorse', 'score': 0.010568706318736076}]
[{'label': 'neutral', 'score': 0.5165737271308899}, {'label': 'anger', 'score': 0.3906467854976654}, {'label': 'annoyance', 'score': 0.01124060433357954}, {'label': 'pride', 'score': 0.011140362359583378}, {'label': 'optimism', 'score': 0.010687898844480515}]
[{'label': 'neutral', 'score': 0.6044116020202637}, {'label': 'anger', 'score': 0.21966683864593506}, {'label': 'grief', 'score': 0.03026236779987812}, {'label': 'pride', 'score': 0.025125881657004356}, {'label': 'sadness', 'score': 0.02503034844994545}]
[{'label': 'neutral', 'score': 0.6343022584915161}, {'label': 'anger', 'score': 0.2639288008213043}, {'label': 'sadness', 'score': 0.017046071588993073}, {'label': 'optimism', 'score': 0.011479652486741543}, {'label': 'grief', 'score': 0.009705605916678905}]
[{'label': 'neutral', 'score': 0.5974164605140686}, {'label': 'anger', 'score': 0.1916210651397705}, {'label': 'grief', 'score': 0.06963678449392319}, {'label': 'sadness', 'score': 0.03857511281967163}, {'label': 'pride', 'score': 0.024084139615297318}]
[{'label': 'neutral', 'score': 0.6771175265312195}, {'label': 'grief', 'score': 0.09968989342451096}, {'label': 'anger', 'score': 0.06704763323068619}, {'label': 'sadness', 'score': 0.0560036227107048}, {'label': 'pride', 'score': 0.017758432775735855}]
[{'label': 'neutral', 'score': 0.7417677640914917}, {'label': 'anger', 'score': 0.08146172016859055}, {'label': 'grief', 'score': 0.044422220438718796}, {'label': 'sadness', 'score': 0.032478366047143936}, {'label': 'optimism', 'score': 0.01731450855731964}]
[{'label': 'neutral', 'score': 0.692507266998291}, {'label': 'grief', 'score': 0.11387135088443756}, {'label': 'sadness', 'score': 0.04963574558496475}, {'label': 'anger', 'score': 0.03489604964852333}, {'label': 'pride', 'score': 0.02602962590754032}]
[{'label': 'neutral', 'score': 0.8422310948371887}, {'label': 'anger', 'score': 0.05005032569169998}, {'label': 'optimism', 'score': 0.021461984142661095}, {'label': 'sadness', 'score': 0.020721202716231346}, {'label': 'grief', 'score': 0.01390755269676447}]
[{'label': 'neutral', 'score': 0.9156060814857483}, {'label': 'sadness', 'score': 0.02716185338795185}, {'label': 'optimism', 'score': 0.011373914778232574}, {'label': 'grief', 'score': 0.009670303203165531}, {'label': 'anger', 'score': 0.006766637787222862}]
[{'label': 'neutral', 'score': 0.8794361352920532}, {'label': 'sadness', 'score': 0.03147529810667038}, {'label': 'grief', 'score': 0.020499028265476227}, {'label': 'anger', 'score': 0.014565732330083847}, {'label': 'admiration', 'score': 0.008397242054343224}]
[{'label': 'neutral', 'score': 0.9092947840690613}, {'label': 'sadness', 'score': 0.017175499349832535}, {'label': 'anger', 'score': 0.016311543062329292}, {'label': 'admiration', 'score': 0.013879799284040928}, {'label': 'grief', 'score': 0.012354189530014992}]
[{'label': 'neutral', 'score': 0.9322872757911682}, {'label': 'admiration', 'score': 0.017309114336967468}, {'label': 'sadness', 'score': 0.012428083457052708}, {'label': 'grief', 'score': 0.009611338376998901}, {'label': 'anger', 'score': 0.00701509416103363}]
