[{'label': 'neutral', 'score': 0.846761167049408}, {'label': 'sadness', 'score': 0.09588176757097244}, {'label': 'caring', 'score': 0.014379749074578285}, {'label': 'optimism', 'score': 0.012408928945660591}, {'label': 'remorse', 'score': 0.006447270512580872}]
[{'label': 'neutral', 'score': 0.924937903881073}, {'label': 'approval', 'score': 0.014221054501831532}, {'label': 'fear', 'score': 0.013629342429339886}, {'label': 'annoyance', 'score': 0.010105513967573643}, {'label': 'disapproval', 'score': 0.008802085183560848}]
[{'label': 'neutral', 'score': 0.9190469980239868}, {'label': 'approval', 'score': 0.013665019534528255}, {'label': 'annoyance', 'score': 0.012889578938484192}, {'label': 'fear', 'score': 0.012819994240999222}, {'label': 'disapproval', 'score': 0.010047013871371746}]
[{'label': 'neutral', 'score': 0.8860375881195068}, {'label': 'approval', 'score': 0.030392978340387344}, {'label': 'fear', 'score': 0.01712106168270111}, {'label': 'disapproval', 'score': 0.016330454498529434}, {'label': 'annoyance', 'score': 0.012008477002382278}]
[{'label': 'neutral', 'score': 0.8862416744232178}, {'label': 'approval', 'score': 0.037654779851436615}, {'label': 'fear', 'score': 0.017249811440706253}, {'label': 'disapproval', 'score': 0.013000627979636192}, {'label': 'annoyance', 'score': 0.008836265653371811}]
[{'label': 'neutral', 'score': 0.7917765974998474}, {'label': 'fear', 'score': 0.09667102247476578}, {'label': 'approval', 'score': 0.03315108269453049}, {'label': 'disgust', 'score': 0.015377781353890896}, {'label': 'disapproval', 'score': 0.015185714699327946}]
[{'label': 'fear', 'score': 0.5669165253639221}, {'label': 'neutral', 'score': 0.3351539969444275}, {'label': 'disgust', 'score': 0.024520069360733032}, {'label': 'disapproval', 'score': 0.014259709045290947}, {'label': 'approval', 'score': 0.014086287468671799}]
[{'label': 'fear', 'score': 0.5332602858543396}, {'label': 'neutral', 'score': 0.38236191868782043}, {'label': 'disapproval', 'score': 0.015483014285564423}, {'label': 'disgust', 'score': 0.01413759682327509}, {'label': 'annoyance', 'score': 0.010066893883049488}]
[{'label': 'neutral', 'score': 0.484445184469223}, {'label': 'fear', 'score': 0.40276309847831726}, {'label': 'annoyance', 'score': 0.024921027943491936}, {'label': 'disapproval', 'score': 0.017924249172210693}, {'label': 'disgust', 'score': 0.017459463328123093}]
[{'label': 'neutral', 'score': 0.7359737753868103}, {'label': 'fear', 'score': 0.10416745394468307}, {'label': 'annoyance', 'score': 0.05655686557292938}, {'label': 'sadness', 'score': 0.019499674439430237}, {'label': 'disapproval', 'score': 0.016711216419935226}]
[{'label': 'neutral', 'score': 0.732349157333374}, {'label': 'annoyance', 'score': 0.07699605822563171}, {'label': 'fear', 'score': 0.060735173523426056}, {'label': 'sadness', 'score': 0.03380608558654785}, {'label': 'anger', 'score': 0.0271406639367342}]
[{'label': 'neutral', 'score': 0.6951951384544373}, {'label': 'fear', 'score': 0.13017190992832184}, {'label': 'annoyance', 'score': 0.04735861346125603}, {'label': 'sadness', 'score': 0.04073817655444145}, {'label': 'disappointment', 'score': 0.01815164089202881}]
[{'label': 'neutral', 'score': 0.8270600438117981}, {'label': 'fear', 'score': 0.05854116752743721}, {'label': 'sadness', 'score': 0.03040887601673603}, {'label': 'annoyance', 'score': 0.019907323643565178}, {'label': 'disappointment', 'score': 0.01509313378483057}]
[{'label': 'neutral', 'score': 0.884750247001648}, {'label': 'fear', 'score': 0.02387567050755024}, {'label': 'sadness', 'score': 0.017625924199819565}, {'label': 'disappointment', 'score': 0.011056213639676571}, {'label': 'approval', 'score': 0.010824592784047127}]
[{'label': 'neutral', 'score': 0.8821951150894165}, {'label': 'fear', 'score': 0.025215880945324898}, {'label': 'sadness', 'score': 0.017253180965781212}, {'label': 'disappointment', 'score': 0.010925495065748692}, {'label': 'approval', 'score': 0.010858286172151566}]
[{'label': 'neutral', 'score': 0.9240473508834839}, {'label': 'fear', 'score': 0.01134809385985136}, {'label': 'sadness', 'score': 0.011307318694889545}, {'label': 'approval', 'score': 0.008879554457962513}, {'label': 'disappointment', 'score': 0.006586521398276091}]
[{'label': 'neutral', 'score': 0.6467013955116272}, {'label': 'fear', 'score': 0.24289192259311676}, {'label': 'disgust', 'score': 0.01885402947664261}, {'label': 'sadness', 'score': 0.018528930842876434}, {'label': 'disapproval', 'score': 0.013629495166242123}]
[{'label': 'neutral', 'score': 0.7447099089622498}, {'label': 'fear', 'score': 0.12495791912078857}, {'label': 'sadness', 'score': 0.022844024002552032}, {'label': 'disapproval', 'score': 0.01910979487001896}, {'label': 'disgust', 'score': 0.016416437923908234}]
[{'label': 'neutral', 'score': 0.8013865947723389}, {'label': 'fear', 'score': 0.08000437170267105}, {'label': 'sadness', 'score': 0.03377388045191765}, {'label': 'disappointment', 'score': 0.018417248502373695}, {'label': 'annoyance', 'score': 0.013492126949131489}]
[{'label': 'neutral', 'score': 0.7650331258773804}, {'label': 'fear', 'score': 0.07319700717926025}, {'label': 'sadness', 'score': 0.046271681785583496}, {'label': 'disappointment', 'score': 0.02488269843161106}, {'label': 'annoyance', 'score': 0.02240973711013794}]
[{'label': 'neutral', 'score': 0.805160641670227}, {'label': 'sadness', 'score': 0.04745279997587204}, {'label': 'disappointment', 'score': 0.028962982818484306}, {'label': 'annoyance', 'score': 0.02786090224981308}, {'label': 'disapproval', 'score': 0.024378173053264618}]
[{'label': 'neutral', 'score': 0.8608535528182983}, {'label': 'sadness', 'score': 0.02613401785492897}, {'label': 'disapproval', 'score': 0.023098323494195938}, {'label': 'annoyance', 'score': 0.018160738050937653}, {'label': 'approval', 'score': 0.017108695581555367}]
[{'label': 'neutral', 'score': 0.9052090048789978}, {'label': 'sadness', 'score': 0.015893178060650826}, {'label': 'approval', 'score': 0.011532864533364773}, {'label': 'disgust', 'score': 0.01018135342746973}, {'label': 'fear', 'score': 0.010170303285121918}]
[{'label': 'neutral', 'score': 0.9173862934112549}, {'label': 'fear', 'score': 0.017528148368000984}, {'label': 'approval', 'score': 0.010582384653389454}, {'label': 'disgust', 'score': 0.010537467896938324}, {'label': 'annoyance', 'score': 0.007039508782327175}]
[{'label': 'neutral', 'score': 0.930712103843689}, {'label': 'fear', 'score': 0.012999198399484158}, {'label': 'approval', 'score': 0.008948223665356636}, {'label': 'disgust', 'score': 0.007836219854652882}, {'label': 'sadness', 'score': 0.006271875463426113}]
[{'label': 'neutral', 'score': 0.8173935413360596}, {'label': 'fear', 'score': 0.10147356986999512}, {'label': 'approval', 'score': 0.01824216917157173}, {'label': 'disgust', 'score': 0.011398332193493843}, {'label': 'annoyance', 'score': 0.009858006611466408}]
[{'label': 'neutral', 'score': 0.6921394467353821}, {'label': 'fear', 'score': 0.1805872917175293}, {'label': 'disgust', 'score': 0.024557914584875107}, {'label': 'annoyance', 'score': 0.020763255655765533}, {'label': 'anger', 'score': 0.017509231343865395}]
[{'label': 'neutral', 'score': 0.8269073367118835}, {'label': 'annoyance', 'score': 0.039630286395549774}, {'label': 'fear', 'score': 0.025831781327724457}, {'label': 'disgust', 'score': 0.023824045434594154}, {'label': 'anger', 'score': 0.018186913803219795}]
[{'label': 'neutral', 'score': 0.9072542786598206}, {'label': 'annoyance', 'score': 0.01996598206460476}, {'label': 'sadness', 'score': 0.012422865256667137}, {'label': 'fear', 'score': 0.00841203797608614}, {'label': 'disgust', 'score': 0.008041533641517162}]
[{'label': 'neutral', 'score': 0.9015746116638184}, {'label': 'annoyance', 'score': 0.01857958547770977}, {'label': 'sadness', 'score': 0.017600970342755318}, {'label': 'disapproval', 'score': 0.010408051311969757}, {'label': 'approval', 'score': 0.008544438518583775}]
[{'label': 'neutral', 'score': 0.8951607942581177}, {'label': 'sadness', 'score': 0.019029445946216583}, {'label': 'annoyance', 'score': 0.017373686656355858}, {'label': 'disapproval', 'score': 0.015633437782526016}, {'label': 'approval', 'score': 0.011156977154314518}]
[{'label': 'neutral', 'score': 0.8917032480239868}, {'label': 'sadness', 'score': 0.01988726668059826}, {'label': 'annoyance', 'score': 0.019028879702091217}, {'label': 'disapproval', 'score': 0.014276334084570408}, {'label': 'approval', 'score': 0.010945544578135014}]
[{'label': 'neutral', 'score': 0.6572839617729187}, {'label': 'fear', 'score': 0.14565864205360413}, {'label': 'annoyance', 'score': 0.03622948005795479}, {'label': 'disgust', 'score': 0.03219399228692055}, {'label': 'approval', 'score': 0.029292233288288116}]
[{'label': 'neutral', 'score': 0.5061529874801636}, {'label': 'fear', 'score': 0.3544269800186157}, {'label': 'disgust', 'score': 0.037259262055158615}, {'label': 'approval', 'score': 0.025712402537465096}, {'label': 'annoyance', 'score': 0.018469301983714104}]
[{'label': 'fear', 'score': 0.5825527906417847}, {'label': 'neutral', 'score': 0.27123239636421204}, {'label': 'disgust', 'score': 0.03997531905770302}, {'label': 'annoyance', 'score': 0.025597266852855682}, {'label': 'approval', 'score': 0.016019368544220924}]
[{'label': 'fear', 'score': 0.5546674132347107}, {'label': 'neutral', 'score': 0.2970999777317047}, {'label': 'disgust', 'score': 0.03913325443863869}, {'label': 'annoyance', 'score': 0.026132481172680855}, {'label': 'approval', 'score': 0.017639990895986557}]
[{'label': 'neutral', 'score': 0.3257511258125305}, {'label': 'fear', 'score': 0.26192519068717957}, {'label': 'annoyance', 'score': 0.09039779752492905}, {'label': 'sadness', 'score': 0.07550181448459625}, {'label': 'disgust', 'score': 0.07159803062677383}]
[{'label': 'neutral', 'score': 0.5906603336334229}, {'label': 'sadness', 'score': 0.12727820873260498}, {'label': 'fear', 'score': 0.058686159551143646}, {'label': 'annoyance', 'score': 0.05234305188059807}, {'label': 'anger', 'score': 0.02906767651438713}]
[{'label': 'neutral', 'score': 0.9193227887153625}, {'label': 'approval', 'score': 0.018592040985822678}, {'label': 'sadness', 'score': 0.013436693698167801}, {'label': 'annoyance', 'score': 0.011163451708853245}, {'label': 'disapproval', 'score': 0.0062622749246656895}]
[{'label': 'neutral', 'score': 0.9028192162513733}, {'label': 'sadness', 'score': 0.021963972598314285}, {'label': 'approval', 'score': 0.021236799657344818}, {'label': 'annoyance', 'score': 0.009578056633472443}, {'label': 'disapproval', 'score': 0.008422942832112312}]
[{'label': 'neutral', 'score': 0.850216269493103}, {'label': 'sadness', 'score': 0.04207529127597809}, {'label': 'approval', 'score': 0.02357802726328373}, {'label': 'caring', 'score': 0.016358308494091034}, {'label': 'annoyance', 'score': 0.014013051986694336}]
[{'label': 'neutral', 'score': 0.7890803813934326}, {'label': 'approval', 'score': 0.05371222645044327}, {'label': 'sadness', 'score': 0.039699576795101166}, {'label': 'fear', 'score': 0.02088698372244835}, {'label': 'disapproval', 'score': 0.020381221547722816}]
[{'label': 'neutral', 'score': 0.8399872779846191}, {'label': 'fear', 'score': 0.03731376677751541}, {'label': 'approval', 'score': 0.025683049112558365}, {'label': 'annoyance', 'score': 0.02084769867360592}, {'label': 'sadness', 'score': 0.02005608007311821}]
[{'label': 'neutral', 'score': 0.862190842628479}, {'label': 'fear', 'score': 0.047184597700834274}, {'label': 'annoyance', 'score': 0.024321025237441063}, {'label': 'anger', 'score': 0.011364182457327843}, {'label': 'sadness', 'score': 0.010784144513309002}]
[{'label': 'neutral', 'score': 0.889028012752533}, {'label': 'annoyance', 'score': 0.024980073794722557}, {'label': 'fear', 'score': 0.022021204233169556}, {'label': 'anger', 'score': 0.015065603889524937}, {'label': 'sadness', 'score': 0.011065725237131119}]
[{'label': 'neutral', 'score': 0.864952802658081}, {'label': 'annoyance', 'score': 0.03211034834384918}, {'label': 'fear', 'score': 0.019937729462981224}, {'label': 'anger', 'score': 0.014969820156693459}, {'label': 'sadness', 'score': 0.013622860424220562}]
[{'label': 'neutral', 'score': 0.8350995182991028}, {'label': 'annoyance', 'score': 0.03942012041807175}, {'label': 'approval', 'score': 0.027242129668593407}, {'label': 'fear', 'score': 0.020034346729516983}, {'label': 'disapproval', 'score': 0.018299981951713562}]
[{'label': 'neutral', 'score': 0.905937671661377}, {'label': 'annoyance', 'score': 0.017968859523534775}, {'label': 'fear', 'score': 0.016990965232253075}, {'label': 'sadness', 'score': 0.010919183492660522}, {'label': 'approval', 'score': 0.008483289740979671}]
[{'label': 'neutral', 'score': 0.9457991123199463}, {'label': 'fear', 'score': 0.014606245793402195}, {'label': 'annoyance', 'score': 0.007151068188250065}, {'label': 'approval', 'score': 0.006932170130312443}, {'label': 'sadness', 'score': 0.004416410345584154}]
[{'label': 'neutral', 'score': 0.9329703450202942}, {'label': 'fear', 'score': 0.020779239013791084}, {'label': 'approval', 'score': 0.011791026219725609}, {'label': 'annoyance', 'score': 0.008363730274140835}, {'label': 'optimism', 'score': 0.005204829387366772}]
[{'label': 'neutral', 'score': 0.9135252237319946}, {'label': 'approval', 'score': 0.02055690996348858}, {'label': 'fear', 'score': 0.02046843245625496}, {'label': 'annoyance', 'score': 0.01060527190566063}, {'label': 'disapproval', 'score': 0.009125621058046818}]
[{'label': 'neutral', 'score': 0.8893081545829773}, {'label': 'approval', 'score': 0.030090052634477615}, {'label': 'fear', 'score': 0.017347514629364014}, {'label': 'disapproval', 'score': 0.015313596464693546}, {'label': 'annoyance', 'score': 0.014491689391434193}]
[{'label': 'neutral', 'score': 0.6618913412094116}, {'label': 'approval', 'score': 0.14807718992233276}, {'label': 'disapproval', 'score': 0.053540315479040146}, {'label': 'fear', 'score': 0.041296616196632385}, {'label': 'annoyance', 'score': 0.030253881588578224}]
[{'label': 'neutral', 'score': 0.7627307176589966}, {'label': 'approval', 'score': 0.08872513473033905}, {'label': 'fear', 'score': 0.04495072364807129}, {'label': 'annoyance', 'score': 0.01987847499549389}, {'label': 'disapproval', 'score': 0.01834520697593689}]
[{'label': 'neutral', 'score': 0.9154931902885437}, {'label': 'fear', 'score': 0.016196811571717262}, {'label': 'approval', 'score': 0.013690225780010223}, {'label': 'sadness', 'score': 0.010594692081212997}, {'label': 'annoyance', 'score': 0.007406772579997778}]
[{'label': 'neutral', 'score': 0.9204172492027283}, {'label': 'fear', 'score': 0.01698499172925949}, {'label': 'approval', 'score': 0.011331277899444103}, {'label': 'optimism', 'score': 0.009458689950406551}, {'label': 'sadness', 'score': 0.007888028398156166}]
[{'label': 'neutral', 'score': 0.9118276238441467}, {'label': 'fear', 'score': 0.03217339143157005}, {'label': 'optimism', 'score': 0.009217857383191586}, {'label': 'approval', 'score': 0.008555883541703224}, {'label': 'sadness', 'score': 0.008407000452280045}]
[{'label': 'neutral', 'score': 0.9076829552650452}, {'label': 'fear', 'score': 0.03156255558133125}, {'label': 'optimism', 'score': 0.012802169658243656}, {'label': 'sadness', 'score': 0.009623096324503422}, {'label': 'approval', 'score': 0.0075361402705311775}]
[{'label': 'neutral', 'score': 0.9208294749259949}, {'label': 'fear', 'score': 0.03710688650608063}, {'label': 'approval', 'score': 0.008401984348893166}, {'label': 'sadness', 'score': 0.006977537181228399}, {'label': 'annoyance', 'score': 0.0052451263181865215}]
[{'label': 'neutral', 'score': 0.6317535638809204}, {'label': 'fear', 'score': 0.11969183385372162}, {'label': 'annoyance', 'score': 0.05589383468031883}, {'label': 'anger', 'score': 0.05052178353071213}, {'label': 'sadness', 'score': 0.04993034899234772}]
[{'label': 'neutral', 'score': 0.6242327094078064}, {'label': 'fear', 'score': 0.12675072252750397}, {'label': 'sadness', 'score': 0.056493647396564484}, {'label': 'annoyance', 'score': 0.052316825836896896}, {'label': 'anger', 'score': 0.046064138412475586}]
[{'label': 'neutral', 'score': 0.46469253301620483}, {'label': 'annoyance', 'score': 0.1309904158115387}, {'label': 'anger', 'score': 0.09008481353521347}, {'label': 'fear', 'score': 0.08794592320919037}, {'label': 'sadness', 'score': 0.07470760494470596}]
[{'label': 'neutral', 'score': 0.4655779302120209}, {'label': 'fear', 'score': 0.19439063966274261}, {'label': 'sadness', 'score': 0.08168497681617737}, {'label': 'annoyance', 'score': 0.07636718451976776}, {'label': 'anger', 'score': 0.06705641746520996}]
[{'label': 'neutral', 'score': 0.5504991412162781}, {'label': 'fear', 'score': 0.275058776140213}, {'label': 'sadness', 'score': 0.05730462446808815}, {'label': 'anger', 'score': 0.02943611703813076}, {'label': 'annoyance', 'score': 0.024120919406414032}]
[{'label': 'neutral', 'score': 0.7966213822364807}, {'label': 'fear', 'score': 0.07155641913414001}, {'label': 'sadness', 'score': 0.060029760003089905}, {'label': 'anger', 'score': 0.017421171069145203}, {'label': 'annoyance', 'score': 0.010356196202337742}]
[{'label': 'neutral', 'score': 0.8176682591438293}, {'label': 'fear', 'score': 0.06500043720006943}, {'label': 'sadness', 'score': 0.0522107258439064}, {'label': 'anger', 'score': 0.014581279829144478}, {'label': 'annoyance', 'score': 0.009370066225528717}]
[{'label': 'neutral', 'score': 0.8248922228813171}, {'label': 'sadness', 'score': 0.053153615444898605}, {'label': 'anger', 'score': 0.03871370106935501}, {'label': 'annoyance', 'score': 0.01957431063055992}, {'label': 'fear', 'score': 0.014400580897927284}]
[{'label': 'neutral', 'score': 0.546403706073761}, {'label': 'anger', 'score': 0.11525139212608337}, {'label': 'annoyance', 'score': 0.09517660737037659}, {'label': 'sadness', 'score': 0.0630745068192482}, {'label': 'disapproval', 'score': 0.04836887866258621}]
[{'label': 'neutral', 'score': 0.36142072081565857}, {'label': 'anger', 'score': 0.17298458516597748}, {'label': 'annoyance', 'score': 0.16846315562725067}, {'label': 'disapproval', 'score': 0.08463402092456818}, {'label': 'sadness', 'score': 0.059366460889577866}]
[{'label': 'neutral', 'score': 0.3859799802303314}, {'label': 'annoyance', 'score': 0.16162464022636414}, {'label': 'anger', 'score': 0.15777167677879333}, {'label': 'disapproval', 'score': 0.08292418718338013}, {'label': 'sadness', 'score': 0.05647958815097809}]
[{'label': 'neutral', 'score': 0.2619342803955078}, {'label': 'annoyance', 'score': 0.1831771433353424}, {'label': 'anger', 'score': 0.16991540789604187}, {'label': 'disapproval', 'score': 0.11463669687509537}, {'label': 'sadness', 'score': 0.09890133142471313}]
[{'label': 'neutral', 'score': 0.2717575132846832}, {'label': 'anger', 'score': 0.21095116436481476}, {'label': 'annoyance', 'score': 0.2103821486234665}, {'label': 'sadness', 'score': 0.08913758397102356}, {'label': 'disapproval', 'score': 0.061873532831668854}]
[{'label': 'neutral', 'score': 0.6750006675720215}, {'label': 'fear', 'score': 0.07053976505994797}, {'label': 'sadness', 'score': 0.06085598096251488}, {'label': 'anger', 'score': 0.060650214552879333}, {'label': 'annoyance', 'score': 0.0395054817199707}]
[{'label': 'neutral', 'score': 0.6601212024688721}, {'label': 'anger', 'score': 0.09221184998750687}, {'label': 'sadness', 'score': 0.07014638930559158}, {'label': 'annoyance', 'score': 0.04788779467344284}, {'label': 'fear', 'score': 0.026768958196043968}]
[{'label': 'neutral', 'score': 0.5440804362297058}, {'label': 'anger', 'score': 0.13148267567157745}, {'label': 'annoyance', 'score': 0.11647679656744003}, {'label': 'sadness', 'score': 0.07125157117843628}, {'label': 'disgust', 'score': 0.026727573946118355}]
[{'label': 'neutral', 'score': 0.2432917207479477}, {'label': 'annoyance', 'score': 0.23996904492378235}, {'label': 'anger', 'score': 0.18641752004623413}, {'label': 'sadness', 'score': 0.07416780292987823}, {'label': 'fear', 'score': 0.06808272004127502}]
[{'label': 'annoyance', 'score': 0.3369831442832947}, {'label': 'anger', 'score': 0.20237188041210175}, {'label': 'disgust', 'score': 0.08821294456720352}, {'label': 'fear', 'score': 0.07939398288726807}, {'label': 'neutral', 'score': 0.07344818860292435}]
[{'label': 'fear', 'score': 0.24336357414722443}, {'label': 'annoyance', 'score': 0.22233575582504272}, {'label': 'anger', 'score': 0.11637280136346817}, {'label': 'neutral', 'score': 0.09674743562936783}, {'label': 'disgust', 'score': 0.09145776927471161}]
[{'label': 'fear', 'score': 0.4220709502696991}, {'label': 'annoyance', 'score': 0.13278740644454956}, {'label': 'disgust', 'score': 0.11916294693946838}, {'label': 'neutral', 'score': 0.08699145168066025}, {'label': 'disapproval', 'score': 0.06305207312107086}]
[{'label': 'fear', 'score': 0.2932800352573395}, {'label': 'disgust', 'score': 0.14542821049690247}, {'label': 'neutral', 'score': 0.12395123392343521}, {'label': 'annoyance', 'score': 0.11652019619941711}, {'label': 'disapproval', 'score': 0.09011886268854141}]
[{'label': 'fear', 'score': 0.2548282742500305}, {'label': 'annoyance', 'score': 0.2169848084449768}, {'label': 'disgust', 'score': 0.12127161026000977}, {'label': 'anger', 'score': 0.10689868777990341}, {'label': 'neutral', 'score': 0.08405299484729767}]
[{'label': 'neutral', 'score': 0.32968294620513916}, {'label': 'fear', 'score': 0.26903146505355835}, {'label': 'approval', 'score': 0.12249965220689774}, {'label': 'disapproval', 'score': 0.0678822323679924}, {'label': 'disgust', 'score': 0.0451076440513134}]
[{'label': 'fear', 'score': 0.5680598616600037}, {'label': 'neutral', 'score': 0.25525739789009094}, {'label': 'approval', 'score': 0.044461689889431}, {'label': 'sadness', 'score': 0.023752758279442787}, {'label': 'annoyance', 'score': 0.020549330860376358}]
[{'label': 'fear', 'score': 0.7614405751228333}, {'label': 'neutral', 'score': 0.12408898025751114}, {'label': 'sadness', 'score': 0.01804613135755062}, {'label': 'annoyance', 'score': 0.017749879509210587}, {'label': 'anger', 'score': 0.01758880726993084}]
[{'label': 'fear', 'score': 0.48942965269088745}, {'label': 'neutral', 'score': 0.24686957895755768}, {'label': 'disgust', 'score': 0.06411533057689667}, {'label': 'annoyance', 'score': 0.04943772405385971}, {'label': 'anger', 'score': 0.04410048574209213}]
[{'label': 'neutral', 'score': 0.3911525011062622}, {'label': 'fear', 'score': 0.22922196984291077}, {'label': 'disgust', 'score': 0.1029866561293602}, {'label': 'annoyance', 'score': 0.09076428413391113}, {'label': 'anger', 'score': 0.059830717742443085}]
[{'label': 'fear', 'score': 0.8137006759643555}, {'label': 'neutral', 'score': 0.059887103736400604}, {'label': 'disgust', 'score': 0.02728942222893238}, {'label': 'disapproval', 'score': 0.021629299968481064}, {'label': 'annoyance', 'score': 0.018067756667733192}]
[{'label': 'neutral', 'score': 0.6967148184776306}, {'label': 'fear', 'score': 0.09845468401908875}, {'label': 'disapproval', 'score': 0.03887305408716202}, {'label': 'annoyance', 'score': 0.03657989203929901}, {'label': 'sadness', 'score': 0.030062401667237282}]
[{'label': 'neutral', 'score': 0.6256737112998962}, {'label': 'fear', 'score': 0.07992636412382126}, {'label': 'approval', 'score': 0.07304611057043076}, {'label': 'disapproval', 'score': 0.06915917247533798}, {'label': 'sadness', 'score': 0.041016675531864166}]
[{'label': 'neutral', 'score': 0.716336727142334}, {'label': 'approval', 'score': 0.06018403545022011}, {'label': 'fear', 'score': 0.05755685642361641}, {'label': 'disapproval', 'score': 0.04173673316836357}, {'label': 'sadness', 'score': 0.039363931864500046}]
[{'label': 'fear', 'score': 0.5729925632476807}, {'label': 'neutral', 'score': 0.24436946213245392}, {'label': 'approval', 'score': 0.03595832362771034}, {'label': 'disapproval', 'score': 0.032567109912633896}, {'label': 'sadness', 'score': 0.024215340614318848}]
[{'label': 'fear', 'score': 0.7890726923942566}, {'label': 'neutral', 'score': 0.07498209923505783}, {'label': 'disapproval', 'score': 0.0243962574750185}, {'label': 'sadness', 'score': 0.020070960745215416}, {'label': 'approval', 'score': 0.01958659663796425}]
[{'label': 'fear', 'score': 0.8320913910865784}, {'label': 'neutral', 'score': 0.05471261590719223}, {'label': 'sadness', 'score': 0.023636793717741966}, {'label': 'disapproval', 'score': 0.015554176643490791}, {'label': 'anger', 'score': 0.012573206797242165}]
[{'label': 'neutral', 'score': 0.731074869632721}, {'label': 'sadness', 'score': 0.04741539806127548}, {'label': 'fear', 'score': 0.03949906304478645}, {'label': 'optimism', 'score': 0.033568501472473145}, {'label': 'disapproval', 'score': 0.023798976093530655}]
[{'label': 'neutral', 'score': 0.9519331455230713}, {'label': 'annoyance', 'score': 0.010210647247731686}, {'label': 'sadness', 'score': 0.009067067876458168}, {'label': 'remorse', 'score': 0.007013862021267414}, {'label': 'disappointment', 'score': 0.0062566883862018585}]
[{'label': 'neutral', 'score': 0.9375524520874023}, {'label': 'sadness', 'score': 0.012456957250833511}, {'label': 'annoyance', 'score': 0.011758469976484776}, {'label': 'remorse', 'score': 0.010840295813977718}, {'label': 'disappointment', 'score': 0.00619638804346323}]
[{'label': 'neutral', 'score': 0.9764572978019714}, {'label': 'sadness', 'score': 0.0053821103647351265}, {'label': 'optimism', 'score': 0.0032333044800907373}, {'label': 'annoyance', 'score': 0.0030579634476453066}, {'label': 'approval', 'score': 0.0024419687688350677}]
[{'label': 'neutral', 'score': 0.9753851890563965}, {'label': 'sadness', 'score': 0.004851012025028467}, {'label': 'annoyance', 'score': 0.003335018176585436}, {'label': 'approval', 'score': 0.0029764820355921984}, {'label': 'optimism', 'score': 0.0029502161778509617}]
[{'label': 'neutral', 'score': 0.9771854877471924}, {'label': 'sadness', 'score': 0.00508604571223259}, {'label': 'optimism', 'score': 0.0027193748392164707}, {'label': 'remorse', 'score': 0.0026417330373078585}, {'label': 'annoyance', 'score': 0.0023164658341556787}]
[{'label': 'neutral', 'score': 0.9730956554412842}, {'label': 'annoyance', 'score': 0.006277129519730806}, {'label': 'sadness', 'score': 0.006033335812389851}, {'label': 'anger', 'score': 0.002638836158439517}, {'label': 'remorse', 'score': 0.0022403716575354338}]
[{'label': 'neutral', 'score': 0.9786480665206909}, {'label': 'sadness', 'score': 0.004426713567227125}, {'label': 'annoyance', 'score': 0.003068043850362301}, {'label': 'remorse', 'score': 0.002642139093950391}, {'label': 'caring', 'score': 0.002508255187422037}]
[{'label': 'neutral', 'score': 0.9817858338356018}, {'label': 'remorse', 'score': 0.0029893757309764624}, {'label': 'sadness', 'score': 0.002685338258743286}, {'label': 'caring', 'score': 0.002611261559650302}, {'label': 'annoyance', 'score': 0.002124947030097246}]
[{'label': 'neutral', 'score': 0.9791968464851379}, {'label': 'sadness', 'score': 0.0036566555500030518}, {'label': 'remorse', 'score': 0.003078422974795103}, {'label': 'annoyance', 'score': 0.0030590693932026625}, {'label': 'caring', 'score': 0.002419940195977688}]
[{'label': 'neutral', 'score': 0.9490810036659241}, {'label': 'remorse', 'score': 0.018006140366196632}, {'label': 'sadness', 'score': 0.011216443032026291}, {'label': 'caring', 'score': 0.006793793756514788}, {'label': 'annoyance', 'score': 0.003011602908372879}]
[{'label': 'neutral', 'score': 0.9305251836776733}, {'label': 'remorse', 'score': 0.03880397975444794}, {'label': 'sadness', 'score': 0.00915853213518858}, {'label': 'caring', 'score': 0.007515727076679468}, {'label': 'annoyance', 'score': 0.002477685222402215}]
[{'label': 'neutral', 'score': 0.9646288156509399}, {'label': 'sadness', 'score': 0.009267283603549004}, {'label': 'annoyance', 'score': 0.008907751180231571}, {'label': 'anger', 'score': 0.0028993545565754175}, {'label': 'optimism', 'score': 0.0021531148813664913}]
[{'label': 'neutral', 'score': 0.9630042910575867}, {'label': 'annoyance', 'score': 0.012185744009912014}, {'label': 'sadness', 'score': 0.006082854233682156}, {'label': 'anger', 'score': 0.002860144479200244}, {'label': 'disapproval', 'score': 0.0026358284521847963}]
[{'label': 'neutral', 'score': 0.9630686044692993}, {'label': 'annoyance', 'score': 0.014647969976067543}, {'label': 'sadness', 'score': 0.00460472609847784}, {'label': 'anger', 'score': 0.0031746819149702787}, {'label': 'optimism', 'score': 0.00223372969776392}]
[{'label': 'neutral', 'score': 0.9612891674041748}, {'label': 'annoyance', 'score': 0.01416054181754589}, {'label': 'optimism', 'score': 0.004359944257885218}, {'label': 'sadness', 'score': 0.003681423142552376}, {'label': 'anger', 'score': 0.002690752735361457}]
[{'label': 'neutral', 'score': 0.9643138647079468}, {'label': 'annoyance', 'score': 0.015482518821954727}, {'label': 'amusement', 'score': 0.0033878148533403873}, {'label': 'optimism', 'score': 0.003082843264564872}, {'label': 'sadness', 'score': 0.0027773003093898296}]
